Gene = ND-39
index = 1298
Annotated 5SS: [ 133 3438 3994 4442]
Annotated 3SS: [3269 3542 4075 4509]
SMsplice 5SS: [ 133 4442]
SMsplice 3SS: [4075 4509]
top_k =  1000
Partition function (log Z): 1.4488761065011495

Sorted 5' Splice Sites (High to Low Probability):
Position 4442: 0.9998671671357339
Position 133: 0.8711781780667517
Position 3994: 0.5763293854350723
Position 786: 0.21700863344138419
Position 2973: 0.19165410677012742
Position 3438: 0.11909734984841135
Position 2962: 0.0539977464195954
Position 190: 0.029066947009764654
Position 1232: 0.02702259965371244
Position 1960: 0.024566187736338046
Position 2845: 0.022696740210821218
Position 1985: 0.02214096472508912
Position 520: 0.02212611092716221
Position 1956: 0.014471657919381384
Position 493: 0.011153714631172453
Position 3356: 0.010931171781692358
Position 3153: 0.009766937203410082
Position 3839: 0.009143483180545552
Position 827: 0.008364678384599799
Position 2623: 0.007962686937754598
Position 2953: 0.006519088938180621
Position 18: 0.005893004181437737
Position 2999: 0.004261532980471001
Position 1796: 0.003892567047089175
Position 2610: 0.003854729439419963
Position 3082: 0.0027091700916623616
Position 3120: 0.0026847506379885796
Position 3484: 0.002559759736338748
Position 371: 0.0013027998270265892
Position 3142: 0.0012476361837477031
Position 898: 0.0011595688752189352
Position 2389: 0.0010258364588816582
Position 2470: 0.0008169586835325963
Position 188: 0.0006743615238159055
Position 1516: 0.0006412559365615528
Position 1251: 0.0006370794472023494
Position 1873: 0.0005836548535272367
Position 3239: 0.0005584344037858293
Position 2601: 0.0005248923188866739
Position 1835: 0.0005148010922725622
Position 2349: 0.0005100224124153321
Position 137: 0.0004531060704722753
Position 278: 0.00031985733803661004
Position 9: 0.0002967672357390788
Position 321: 0.00020125998132590714
Position 254: 0.00017403654375889734
Position 2154: 0.00017087744350516851
Position 2806: 0.000157516230070884
Position 561: 0.00013748558232249926
Position 1478: 0.00011744206367393444
Position 4718: 0.00011009075742152807
Position 308: 9.402248405025302e-05
Position 484: 5.7034997789567e-05
Position 126: 5.3940923813178125e-05
Position 1847: 4.643998534926148e-05
Position 850: 4.557465317257818e-05
Position 4446: 4.5011734037410214e-05
Position 270: 4.409882302136092e-05
Position 315: 3.066632535429435e-05
Position 76: 2.864438798377385e-05
Position 2053: 2.5278204509665154e-05
Position 4437: 2.0065574727441594e-05
Position 4890: 1.89751000096109e-05
Position 834: 1.8319759575130097e-05
Position 4464: 1.635020748803065e-05
Position 4195: 1.535548652798547e-05
Position 1768: 1.4888973504406211e-05
Position 42: 1.2726495121934025e-05
Position 478: 9.927101636301793e-06
Position 4781: 9.065902810945964e-06
Position 4674: 6.424983292528787e-06
Position 1196: 6.045146740418138e-06
Position 4864: 4.727762643891076e-06
Position 606: 4.266828351451543e-06
Position 622: 4.134638660671477e-06
Position 686: 3.0238059752471104e-06
Position 4894: 2.2213702603327676e-06
Position 1207: 2.015129032864465e-06
Position 22: 1.7665716233701966e-06
Position 4151: 1.7365228263285141e-06
Position 4187: 1.6905522845234296e-06
Position 229: 1.4195268641246102e-06
Position 4920: 1.1267181655463787e-06
Position 4914: 1.0826385862341299e-06
Position 92: 1.0765313678281868e-06
Position 1271: 1.0750239310663167e-06
Position 1308: 1.0516141670998904e-06
Position 4206: 8.621825262865435e-07
Position 20: 4.451985305812016e-07
Position 4303: 3.001412089798871e-07
Position 1004: 1.9707072634088896e-07
