Gene = Kaz1-ORFB
index = 1242
Annotated 5SS: [818]
Annotated 3SS: [865]
SMsplice 5SS: [532]
SMsplice 3SS: [594]
top_k =  1000
Partition function (log Z): -7.76776160870953

Sorted 5' Splice Sites (High to Low Probability):
Position 532: 0.26113497896511967
Position 257: 0.24488880746312447
Position 536: 0.2355047331378101
Position 540: 0.13240776143724048
Position 818: 0.12537596690085784
Position 485: 0.09583610277250841
Position 205: 0.05701242178870498
Position 1151: 0.03781039432007705
Position 442: 0.021448451119132954
Position 498: 0.014531256046434205
Position 370: 0.006283107579891232
Position 760: 0.0034911383062903104
Position 82: 0.003123235531512357
Position 701: 0.0018278590148102067
Position 252: 0.001231349906084322
Position 246: 0.0010447864086735753
Position 1198: 0.0007870391853544688
Position 261: 0.0005158672609893254
Position 1301: 0.00040400225851694433
Position 194: 0.00032760104161551145
Position 824: 0.00028591729813348167
Position 516: 0.00022385749023827337
Position 326: 0.00021657172328802302
Position 1297: 0.00017984812823081494
Position 1241: 0.00016817777776894786
Position 329: 0.0001533302088699355
Position 415: 0.0001491945492339268
Position 400: 0.00014089047157071324
Position 544: 0.00013252485443419006
Position 321: 6.923473891773467e-05
Position 489: 6.422196344703859e-05
Position 1155: 6.132337124621673e-05
Position 753: 4.365698307475842e-05
Position 16: 3.811221068312114e-05
Position 30: 3.7984981984129605e-05
Position 1122: 3.73035039182164e-05
Position 378: 3.142451906039864e-05
Position 827: 2.3909859301425467e-05
Position 177: 1.9941763180317554e-05
Position 602: 1.8753431578956886e-05
Position 33: 1.8613065877658e-05
Position 197: 1.7987967419071222e-05
Position 284: 9.734314358212083e-06
Position 469: 8.297421334456365e-06
Position 345: 3.954087184932313e-06
Position 86: 3.8254100915680534e-06
Position 1313: 3.680502656514325e-06
Position 135: 1.9498927038631537e-06
Position 300: 1.1252852362407647e-06
Position 446: 8.54762811839704e-07
Position 673: 7.756352464139379e-07
Position 187: 5.797374557353764e-07
Position 564: 4.889408311997373e-07
Position 649: 4.873897429125119e-07
Position 989: 3.608970304593724e-07
Position 936: 3.580149073633422e-07
Position 692: 3.4352472758933073e-07
Position 608: 3.141504651324087e-07
Position 734: 3.040181122070178e-07
Position 587: 1.1850734704582818e-07
Position 726: 1.0557968092509905e-07
Position 872: 7.448546741595507e-08
Position 1099: 1.2632811481895888e-08
Position 24: 1.0355554014582816e-08
Position 600: 1.88211677711386e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 594: 0.9035137088515789
Position 871: 0.14813030649502773
Position 442: 0.07594074609679724
Position 649: 0.0215423250478454
Position 1229: 0.021327621342702795
Position 704: 0.019991134303195872
Position 1399: 0.00986337423652276
Position 284: 0.008233354811243017
Position 1287: 0.00667322288980506
Position 291: 0.0031872869769884573
Position 903: 0.002915947976097566
Position 412: 0.002554090626665594
Position 915: 0.0023437148753763194
Position 135: 0.002215462967902229
Position 865: 0.0019177581635543574
Position 723: 0.0018287501140732902
Position 497: 0.0015780167643744123
Position 420: 0.001329106721917701
Position 1261: 0.0012216148303353866
Position 1067: 0.0010659028994147793
Position 750: 0.0009309033290829751
Position 527: 0.0009284850967700826
Position 1267: 0.0009017352400548651
Position 1305: 0.0007605387830437579
Position 821: 0.0007425972224870663
Position 446: 0.00060319466796399
Position 858: 0.000554013628358909
Position 140: 0.0005534097176983575
Position 1023: 0.0005015377331142304
Position 1091: 0.0004047609637068767
Position 1179: 0.0004029145643737507
Position 662: 0.00033610154589857916
Position 989: 0.0002960274041228851
Position 489: 0.00025114482991645367
Position 1240: 0.00024679651007255236
Position 763: 0.0001973810083039636
Position 257: 0.00017412173521384343
Position 424: 0.00016455455987517684
Position 1272: 0.00014872584380888471
Position 681: 0.0001454648897473913
Position 1354: 0.00013204071475454734
Position 753: 0.00012709055938828505
Position 673: 5.056919933546865e-05
Position 378: 3.646199340750375e-05
Position 1122: 2.7324366021925074e-05
Position 246: 2.5479576420791796e-05
Position 923: 2.3808256640148548e-05
Position 125: 1.9434468871051753e-05
Position 261: 1.9428318684879444e-05
Position 1162: 1.607799654579916e-05
Position 86: 1.5767244905606096e-05
Position 68: 1.0743745480124836e-05
Position 1249: 7.75463614042098e-06
Position 458: 7.226990705492995e-06
Position 102: 6.937831816921681e-06
Position 370: 5.837481246777528e-06
Position 197: 5.694988628841787e-06
Position 177: 8.893967799537256e-07
Position 844: 4.657608384394272e-07
Position 224: 2.3216455000234752e-07
Position 769: 1.8390378749705256e-07
Position 1071: 8.964582664938067e-08
Position 194: 1.5343641122892207e-09
Position 209: 5.214420746370952e-16
