Gene = Sgs1
index = 1496
Annotated 5SS: [60]
Annotated 3SS: [124]
SMsplice 5SS: [60]
SMsplice 3SS: [124]
top_k =  1000
Partition function (log Z): -10.587182249245094

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9947082836897772
Position 479: 0.019343441481083357
Position 671: 0.003214807712128797
Position 578: 0.0025456484395835768
Position 425: 0.0015637876829285133
Position 24: 0.0012729440078227473
Position 3678: 0.000705615918971145
Position 547: 0.0006948636041022747
Position 64: 0.0006024429029072444
Position 67: 0.0003846197386589505
Position 124: 0.0003499565859196587
Position 326: 0.0003472210085898308
Position 260: 0.0002540698190032923
Position 3675: 0.00024931961137124244
Position 145: 0.00022071982460084233
Position 576: 0.00017846567114620135
Position 197: 0.00015363996702614328
Position 708: 0.00015018362413485602
Position 515: 0.00013893745386098295
Position 677: 0.00013476946478614558
Position 179: 0.0001051549535834783
Position 95: 3.62115181896031e-05
Position 486: 3.049128966048251e-05
Position 1458: 3.03759685063685e-05
Position 710: 2.8718608389082086e-05
Position 842: 2.616412780644954e-05
Position 1130: 2.4871510281044676e-05
Position 890: 2.353173707467672e-05
Position 104: 2.2182223770488093e-05
Position 986: 2.0812365989718292e-05
Position 1418: 1.2784118932043292e-05
Position 1274: 1.1553214926292752e-05
Position 250: 9.164623986312387e-06
Position 218: 8.108008133064237e-06
Position 794: 8.089583550822986e-06
Position 154: 7.0371744542777015e-06
Position 1370: 5.914469245041193e-06
Position 38: 5.602609635468488e-06
Position 1082: 5.29050983829856e-06
Position 658: 4.854409067031401e-06
Position 1322: 4.455989110645452e-06
Position 746: 4.32230615737043e-06
Position 602: 4.119020167048025e-06
Position 1226: 3.7013106426421504e-06
Position 110: 3.367777277726e-06
Position 350: 5.578672009332347e-08
Position 191: 1.813778042068601e-09
Position 675: 9.542573431534111e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 124: 0.45988165671143605
Position 144: 0.2553783674681814
Position 3645: 0.036716039253637554
Position 3506: 0.030752721434881364
Position 359: 0.024562425548360585
Position 539: 0.015805298102466586
Position 179: 0.0147560809906233
Position 3750: 0.014105078257341967
Position 3657: 0.009105666718863195
Position 3362: 0.008532395379085145
Position 3554: 0.0071643057737073145
Position 770: 0.0067878091851517304
