Gene = Spc105R
index = 1511
Annotated 5SS: [  96  261 1059 5450 5965]
Annotated 3SS: [ 156  312 1134 5511 6023]
SMsplice 5SS: [  96  261 1059 1300 5450 5965]
SMsplice 3SS: [ 156  312 1134 5263 5511 6023]
top_k =  1000
Partition function (log Z): 1.2287971936296063

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9773050030238628
Position 261: 0.9642955233585401
Position 1059: 0.9595996471170447
Position 5450: 0.8926930409075218
Position 1300: 0.8612939873137133
Position 5965: 0.789595432608377
Position 794: 0.3349952329564561
Position 1348: 0.10468603020978169
Position 5720: 0.029342146168630342
Position 5675: 0.026554124368728442
Position 5142: 0.026331686099209876
Position 6122: 0.02156691916378775
Position 5616: 0.015913844162858473
Position 3623: 0.012402823522280117
Position 1038: 0.010886053983920778
Position 252: 0.010755652132929274
Position 767: 0.009192792369002846
Position 5672: 0.009013724230795639
Position 1880: 0.006692880890423247
Position 256: 0.006419041874868235
Position 5982: 0.004998994910548452
Position 942: 0.0037791314771763646
Position 265: 0.003724396880097624
Position 2965: 0.0035051964821906983
Position 1063: 0.0031448602680106087
Position 2941: 0.0024925690413332272
Position 270: 0.0024395542432149382
Position 4683: 0.002337912601229166
Position 4630: 0.0021898672524223264
Position 6266: 0.0021717749744934595
Position 2161: 0.0018243751230662124
Position 929: 0.0016153051167711902
Position 4653: 0.001169315077058191
Position 4017: 0.0010811035083593528
Position 723: 0.0009534793377532038
Position 798: 0.0007938286770328177
Position 91: 0.0007698687211643144
Position 770: 0.0007398119011089638
Position 719: 0.0006589247276129261
Position 100: 0.0005596935546813346
Position 3831: 0.00045303253886202235
Position 1373: 0.0003638433163917682
Position 5699: 0.00033265297858926346
Position 656: 0.00027449456932943404
Position 3361: 0.00020483625167265213
Position 3585: 0.00019277851764526254
Position 1074: 0.00016743692090987874
Position 5571: 0.00016469272778018296
Position 425: 0.0001301828545857076
Position 502: 0.00010889313071271535
Position 506: 9.180439856567263e-05
Position 6270: 8.22554722498702e-05
Position 524: 8.139878275486209e-05
Position 998: 7.508065440274957e-05
Position 1708: 7.294703482654987e-05
Position 285: 6.66506843605742e-05
Position 3043: 6.517465863066792e-05
Position 355: 5.90388374220462e-05
Position 1459: 5.627294606517348e-05
Position 3177: 5.01621103043009e-05
Position 434: 3.9833700903366735e-05
Position 900: 3.7189749663499774e-05
Position 236: 2.9144857442877866e-05
Position 1828: 2.45838381886441e-05
Position 52: 2.0732541556676264e-05
Position 362: 2.0324570250199207e-05
Position 400: 1.996466866064209e-05
Position 743: 1.926616389653719e-05
Position 712: 1.816952817840489e-05
Position 242: 1.4398527661301319e-05
Position 161: 8.885222551577953e-06
Position 1744: 6.416686995125154e-06
Position 166: 6.045667084218339e-06
Position 692: 5.945427170263481e-06
Position 201: 4.5496958733868006e-06
Position 136: 4.519768027769607e-06
Position 2106: 3.7001383665622706e-06
Position 1544: 3.489279548178335e-06
Position 364: 2.7719698239751037e-06
Position 494: 2.157195075879751e-06
Position 1780: 1.8909538768063948e-06
Position 20: 1.8483993464829218e-06
Position 320: 1.6051299799466615e-06
Position 5914: 1.346111754558463e-06
Position 2389: 1.1977940588964296e-06
Position 1367: 9.8613765117997e-07
Position 625: 9.286830899759784e-07
Position 785: 6.190562833220705e-07
Position 1408: 5.420877050961184e-07
Position 869: 4.3255839354499693e-07
Position 1637: 2.333510551499589e-07
Position 592: 2.1020668577573905e-07
Position 636: 1.6137946583660451e-07
Position 1448: 1.3628789058442593e-07
Position 6085: 1.1881741270111243e-07
Position 946: 1.0466613198383855e-07
Position 1884: 3.4444812980863466e-08
Position 1732: 2.1862773424044002e-08
Position 590: 1.1060249256377e-09
Position 1211: 1.0182739464671438e-10
Position 1703: 5.723990651190319e-11
Position 1492: 2.0444077215149232e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 156: 0.9780158821932687
Position 1134: 0.9774712039108565
Position 5511: 0.7898275907023214
Position 6023: 0.7848257727341275
Position 312: 0.6561380632221767
Position 5263: 0.3714127203073324
Position 334: 0.30800102795379686
Position 863: 0.277870624684601
Position 4953: 0.18852581788595557
Position 4182: 0.12921188987188886
Position 5514: 0.10411892199997563
Position 3725: 0.0869625491517785
Position 5805: 0.06457144384359641
Position 900: 0.05162945112130218
Position 4416: 0.04340051643172885
Position 5738: 0.0419869318363672
Position 5587: 0.02571735567061596
Position 4481: 0.023578128665200575
Position 6047: 0.022190657419963716
Position 6192: 0.021654018155790995
Position 4552: 0.016041600322426675
Position 331: 0.01584728992963174
Position 4704: 0.015434546892615673
Position 5653: 0.015182347780005627
Position 4959: 0.014217242536872272
Position 5290: 0.012489556192777838
Position 3530: 0.0094580383943207
Position 3533: 0.00804833860346516
Position 3967: 0.006399050541490402
Position 3809: 0.004716799695277487
Position 4724: 0.003132846372013883
