Gene = Rint1
index = 1427
Annotated 5SS: [ 250 1133 1417 2264]
Annotated 3SS: [ 304 1190 1470 2339]
SMsplice 5SS: [ 250 1133 2264]
SMsplice 3SS: [ 304 1190 2339]
top_k =  1000
Partition function (log Z): -0.6847457235286741

Sorted 5' Splice Sites (High to Low Probability):
Position 1133: 0.9394429438398917
Position 2264: 0.9006208676196218
Position 250: 0.8970673964621318
Position 1417: 0.26519306759819394
Position 485: 0.12344303892642185
Position 52: 0.1063383300389425
Position 1110: 0.05798767683501601
Position 235: 0.026088398538565108
Position 938: 0.022279906132548415
Position 935: 0.019876663470015873
Position 1758: 0.015200024088261285
Position 1334: 0.011835024435286551
Position 368: 0.009737784117506783
Position 644: 0.009293491060166206
Position 208: 0.00818076534863675
Position 4: 0.007572743800279911
Position 593: 0.007166732811497381
Position 2037: 0.006057302524468902
Position 49: 0.004831756333698263
Position 641: 0.003368462712673951
Position 1365: 0.001836543262548341
Position 914: 0.0015846906130806558
Position 1719: 0.0015041955940237172
Position 1382: 0.0012823164772064644
Position 1316: 0.0009297593417589037
Position 1565: 0.0008011018724681715
Position 847: 0.0004399981381295645
Position 524: 0.00042915612418211553
Position 755: 0.0003950700568009501
Position 1695: 0.00027090797509397223
Position 1027: 0.0001880581516071394
Position 2289: 0.00014379455472636975
Position 1567: 0.00011627850558662777
Position 2491: 0.00011199532549865829
Position 17: 0.00011138968673015149
Position 501: 9.680081417467283e-05
Position 648: 8.930881884470596e-05
Position 511: 8.415088747210371e-05
Position 1470: 8.377625199099027e-05
Position 1957: 8.147476186435027e-05
Position 1771: 8.091554858266326e-05
Position 1459: 7.607119777396077e-05
Position 1764: 7.073410453896748e-05
Position 1711: 7.046434372058365e-05
Position 1024: 6.540072717962105e-05
Position 969: 6.337342050511223e-05
Position 1446: 5.1291870857785394e-05
Position 916: 4.8162986484048654e-05
Position 1618: 4.538682147517939e-05
Position 1788: 4.44503193178884e-05
Position 2231: 4.310264940364719e-05
Position 958: 4.1380136826399684e-05
Position 2268: 3.6054938280249236e-05
Position 1073: 3.1834843363505734e-05
Position 808: 2.9261248629138443e-05
Position 1577: 2.4226272821569496e-05
Position 1850: 2.2753482999119254e-05
Position 452: 2.263837166269814e-05
Position 1427: 2.0303922669185092e-05
Position 2481: 1.840139777726256e-05
Position 442: 1.6932964115017788e-05
Position 2104: 1.6893486987308442e-05
Position 83: 1.3364994084659066e-05
Position 853: 1.269393936086264e-05
Position 240: 9.398406599895338e-06
Position 2162: 8.247887803242827e-06
Position 1217: 8.174873943922135e-06
Position 63: 6.293780664498294e-06
Position 1137: 5.9831818847094075e-06
Position 56: 5.332709738059464e-06
Position 1232: 2.984319683774109e-06
Position 662: 2.9018952423476156e-06
Position 2148: 2.8760738768951008e-06
Position 464: 2.608019870407703e-06
Position 2411: 2.4656736388892417e-06
Position 1212: 2.2968245212120438e-06
Position 1239: 1.4972002642189145e-06
Position 1345: 1.4045953235826352e-06
Position 145: 1.2380801570669901e-06
Position 135: 1.043633045938263e-06
Position 1145: 3.630502235115577e-07
Position 1139: 2.827550416585663e-07
Position 1147: 9.560111541120964e-08
Position 86: 7.088864116820963e-08
Position 1474: 4.1818438572275733e-08
Position 329: 2.1575499186549487e-10
Position 1196: 1.328794065181532e-10
Position 2020: 1.0963864743338812e-10
Position 673: 4.792431505209553e-11
Position 331: 1.1343739087877555e-11
Position 2030: 2.4064942482533554e-12
Position 1609: 1.2857802958301686e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1190: 0.9926714953281979
Position 304: 0.9276386260815142
Position 2339: 0.9014611549205098
Position 1470: 0.2550490855483912
Position 989: 0.18013247080669129
Position 118: 0.10443941791336434
Position 2112: 0.014849957059504874
Position 1502: 0.011786846922989725
Position 1990: 0.011151367378312354
Position 2017: 0.009079987132965118
Position 92: 0.009066222011856888
Position 872: 0.007065689324326216
Position 667: 0.003876228359412803
Position 1090: 0.0032546734743888446
Position 1640: 0.0023860925714969156
Position 274: 0.0021130341528959656
Position 1076: 0.0019477859101309552
Position 2358: 0.0018864260641752078
Position 367: 0.001616413798617925
Position 557: 0.0012534533160371375
Position 2169: 0.0011544596520546768
Position 325: 0.0009773357756161386
Position 2231: 0.0009022746281140784
Position 529: 0.0006067816797754227
Position 1848: 0.0005986380419845137
Position 361: 0.0004715481869851417
Position 125: 0.00045921816979237326
Position 1565: 0.00043940553513340913
Position 673: 0.00042339958051302706
Position 538: 0.00040491959579241085
Position 1520: 0.0002948595428035505
Position 2036: 0.0002881329663188095
Position 1008: 0.00027969060019132
Position 878: 0.0002611318165807258
Position 1217: 0.00020924698835329537
Position 741: 0.0001798536842101179
