Gene = DCTN5-p25
index = 1120
Annotated 5SS: [140 528]
Annotated 3SS: [227 584]
SMsplice 5SS: [528]
SMsplice 3SS: [584]
top_k =  1000
Partition function (log Z): -2.6731970853376765

Sorted 5' Splice Sites (High to Low Probability):
Position 528: 0.9967356647269404
Position 243: 0.047882376410068074
Position 235: 0.02673112617516409
Position 144: 0.002515022085452797
Position 31: 0.0017499377060034836
Position 503: 0.0016221419774541418
Position 442: 0.0008232958488163985
Position 13: 0.0005765605357244755
Position 131: 0.0005416335477740184
Position 780: 0.00042741735735470657
Position 36: 6.761578104530761e-05
Position 361: 5.0345317144869895e-05
Position 297: 4.758960921166231e-05
Position 258: 3.9044913058325705e-05
Position 363: 2.8943399312041478e-05
Position 69: 2.0047579575099488e-05
Position 501: 1.2778689502468105e-05
Position 761: 1.0676657725455952e-05
Position 220: 9.921978733194549e-06
Position 713: 7.208174375115215e-06
Position 438: 6.584094654908983e-06
Position 670: 4.446178732126432e-06
Position 303: 4.005291204434244e-06
Position 265: 3.6502461419080348e-06
Position 342: 2.6144085169175064e-06
Position 395: 2.545853898469847e-06
Position 381: 2.117097844004273e-06
Position 615: 1.8109994718680106e-06
Position 545: 1.301241289848578e-06
Position 697: 1.1893018021726962e-06
Position 247: 8.802271052382111e-07
Position 471: 5.764809618152656e-07
Position 556: 5.068385116602176e-07
Position 456: 4.806806837352122e-07
Position 268: 4.7540912709190324e-07
Position 474: 2.343398746669578e-07
Position 595: 1.549060728429283e-07
Position 597: 1.20417303129099e-07
Position 720: 1.0273911489686102e-07
Position 654: 4.4222840802658394e-08
Position 450: 3.879943837012706e-08
Position 589: 2.6828929575947397e-08
Position 613: 5.978545500894967e-09
Position 656: 3.2779817966765794e-09
Position 633: 9.01226706200466e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 584: 0.9995807933171144
Position 296: 0.062468942259307894
Position 308: 0.011675159667273586
Position 227: 0.004191803104992643
Position 69: 0.00045120604829284493
Position 837: 0.00044803688846690857
Position 606: 0.00026757947704845125
Position 117: 0.0002495537152312599
Position 409: 0.00020463242620533513
Position 181: 0.00019030177193279295
Position 355: 4.0971785377539476e-05
Position 661: 3.9303353539268444e-05
Position 645: 2.3062754838866577e-05
Position 413: 1.9804221901001845e-05
Position 374: 1.918382819615255e-05
Position 134: 1.4843025566829719e-05
Position 465: 1.2698832759531349e-05
Position 737: 9.825406483080775e-06
Position 468: 8.968298431460445e-06
Position 122: 3.7558625284671814e-06
Position 247: 3.414911128092746e-06
Position 243: 3.0362661561816328e-06
Position 471: 2.9631268176460365e-06
Position 515: 1.342689224295704e-06
Position 761: 7.066766504008074e-07
Position 188: 6.249516784002996e-07
Position 792: 4.1231471483323247e-07
Position 784: 1.6681923651609015e-07
Position 623: 5.595331933129937e-08
Position 704: 3.634922404752168e-08
Position 190: 2.7258988819958117e-08
Position 144: 2.5258055721828234e-08
Position 695: 5.736812519457153e-09
Position 310: 5.144361682975658e-09
Position 682: 4.14934807354356e-09
Position 773: 3.6202619721011115e-09
Position 743: 2.85858655623989e-09
Position 798: 1.744422200001961e-09
Position 532: 8.728252078682562e-10
Position 528: 7.907007601443199e-10
Position 136: 6.132877964816274e-10
Position 802: 1.2736302241348612e-10
Position 446: 5.184046879791246e-11
