Gene = Hip14
index = 1212
Annotated 5SS: [ 953 1825 2173]
Annotated 3SS: [1149 1892 2226]
SMsplice 5SS: [ 953 1825 2173]
SMsplice 3SS: [1149 1892 2226]
top_k =  1000
Partition function (log Z): 3.474414434870806

Sorted 5' Splice Sites (High to Low Probability):
Position 1825: 0.9985959323990836
Position 953: 0.99361087412494
Position 2173: 0.9776410382693058
Position 2346: 0.15310744775973426
Position 1090: 0.14075623956960825
Position 2912: 0.06659064063987287
Position 2612: 0.03087101629743293
Position 2935: 0.02229791785196197
Position 3047: 0.015327351799063409
Position 2927: 0.012846926820555493
Position 1325: 0.008285687765213833
Position 68: 0.007897242274314162
Position 1384: 0.006247691645629975
Position 2280: 0.0052779334355070005
Position 2160: 0.004015120570483812
Position 2287: 0.003998521134711567
Position 2618: 0.003347134304247052
Position 2018: 0.002595029400762097
Position 3227: 0.0022130935674688516
Position 1078: 0.0018800671984706835
Position 2393: 0.0017505450348670462
Position 1542: 0.0011529249401757956
Position 1962: 0.0007981620099224699
Position 987: 0.0006801301455888028
Position 2145: 0.000577358998856744
Position 1102: 0.0005564196731012425
Position 3539: 0.0005555113552668134
Position 2138: 0.0005508145765531324
Position 822: 0.0005458469090263081
Position 2271: 0.0005384835009838119
Position 219: 0.00042151795875128235
Position 2946: 0.0004047107925491599
Position 657: 0.0003781259580569204
Position 1831: 0.0003668722237850632
Position 178: 0.0003390486346263462
Position 673: 0.0003069649946551106
Position 29: 0.00030222598089036187
Position 1290: 0.0002408458170620537
Position 444: 0.00023040054528483808
Position 2123: 0.0002211919889377416
Position 962: 0.0001917304221061997
Position 2874: 0.0001807547347479649
Position 1995: 0.00016986917682994658
Position 937: 0.00016938215441591025
Position 1829: 0.00014919668102496002
Position 1531: 0.00014687461982331864
Position 3247: 0.0001461538643445721
Position 569: 0.00014143436039119387
Position 2893: 0.00013593658541541362
Position 1752: 0.00013557627864699102
Position 1470: 0.00012918846467616636
Position 3100: 0.00012466894481304362
Position 3690: 0.00012068364150839672
Position 2040: 0.0001159738327501625
Position 1059: 7.7817379971081e-05
Position 3552: 7.559899687923743e-05
Position 581: 7.132046771230935e-05
Position 1483: 6.685653799414524e-05
Position 792: 6.676267195759155e-05
Position 3231: 5.886740184821449e-05
Position 550: 5.4109170102733846e-05
Position 337: 5.2901403078942586e-05
Position 306: 4.825060775955376e-05
Position 195: 4.643344047944708e-05
Position 1004: 4.622481533271354e-05
Position 2958: 4.457388070957964e-05
Position 165: 4.2029078093109914e-05
Position 2313: 4.044170023894629e-05
Position 167: 3.819588397314477e-05
Position 2701: 3.618531733409545e-05
Position 2989: 3.602334918657335e-05
Position 599: 3.565010533903324e-05
Position 1207: 3.421262805772396e-05
Position 11: 3.246015108586669e-05
Position 1309: 3.203453015076574e-05
Position 1689: 2.8784467240958876e-05
Position 2108: 2.682061937603061e-05
Position 1018: 2.4948188371504368e-05
Position 469: 2.1539060345635524e-05
Position 1083: 1.7543726098215483e-05
Position 1790: 1.709892270778578e-05
Position 555: 1.5980511426564638e-05
Position 522: 1.2052281721745308e-05
Position 1302: 1.1479608007439932e-05
Position 1117: 1.1360901110580356e-05
Position 335: 1.0689379598039288e-05
Position 1554: 1.0403109605745446e-05
Position 698: 9.910078245993659e-06
Position 707: 9.72333626910111e-06
Position 225: 7.437982317634508e-06
Position 1756: 6.9288519946419756e-06
Position 391: 6.327849879187154e-06
Position 2616: 5.291563527430205e-06
Position 2010: 5.122535506320512e-06
Position 2437: 4.7933294389655995e-06
Position 1473: 4.261941182529912e-06
Position 2577: 4.097080852946912e-06
Position 1522: 4.012003663275891e-06
Position 2071: 3.509811628003531e-06
Position 1150: 3.309236223435426e-06
Position 212: 3.065367471156462e-06
Position 1999: 2.755600177790931e-06
Position 2490: 2.6292624375437096e-06
Position 1668: 2.521074468140182e-06
Position 1476: 2.3538922172505583e-06
Position 770: 2.241800545898163e-06
Position 1282: 2.2216339664187005e-06
Position 134: 2.1948529989342374e-06
Position 2741: 2.1466089311041285e-06
Position 1997: 2.101594233667521e-06
Position 623: 1.990908874055543e-06
Position 2670: 1.977658748318325e-06
Position 2177: 1.6696842970509098e-06
Position 147: 1.5145565011469546e-06
Position 1524: 1.4063037244544551e-06
Position 399: 1.3173670565853517e-06
Position 1723: 1.183320152118181e-06
Position 1710: 9.156829806157759e-07
Position 536: 9.059694289517812e-07
Position 227: 8.590730462123135e-07
Position 773: 7.587624737946534e-07
Position 50: 7.194184154367521e-07
Position 506: 6.887845803345309e-07
Position 2008: 6.138598470664567e-07
Position 1770: 5.178139454571242e-07
Position 1396: 4.208498849104892e-07
Position 2471: 2.8151611432759e-07
Position 1563: 2.7754503135856717e-07
Position 1835: 1.783337258051854e-07
Position 850: 1.7759762323542265e-07
Position 346: 1.665809688408558e-07
Position 312: 1.4635564522562607e-07
