Gene = Ssl1
index = 1527
Annotated 5SS: [ 60 342 737]
Annotated 3SS: [116 394 788]
SMsplice 5SS: [ 60 342 737]
SMsplice 3SS: [116 394 788]
top_k =  1000
Partition function (log Z): 1.4980101315408059

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9932348779400461
Position 737: 0.9860142242224731
Position 342: 0.9107686272171972
Position 1096: 0.09002383971061903
Position 350: 0.023637224799275408
Position 1648: 0.015845741393544697
Position 352: 0.010431693303208558
Position 364: 0.003956633109439735
Position 173: 0.003112018206631555
Position 182: 0.0011140722049102203
Position 38: 0.0005811547751433501
Position 164: 0.0003282361055686997
Position 195: 0.0002895816323274372
Position 275: 0.00028610309963611783
Position 186: 0.0002309204351632181
Position 309: 0.00022123356541871281
Position 159: 0.00021135452643551088
Position 687: 0.00020639357261525014
Position 982: 0.00018502747308012855
Position 521: 0.00018411706014629054
Position 1695: 0.0001699057567007921
Position 862: 0.00013898655969127416
Position 954: 0.00011449168071260465
Position 1638: 0.00010372842868164387
Position 920: 7.53563735775665e-05
Position 584: 7.179383289471318e-05
Position 49: 7.171349432961733e-05
Position 1489: 4.939924944458864e-05
Position 255: 2.9516601017379067e-05
Position 1171: 2.378589670364405e-05
Position 485: 1.804392959036307e-05
Position 1613: 1.719069161127567e-05
Position 1688: 1.4999589938429684e-05
Position 1631: 1.4318190188277771e-05
Position 224: 1.4141170268955372e-05
Position 865: 9.987248714927352e-06
Position 1765: 9.340161281774642e-06
Position 1517: 9.087419862521157e-06
Position 1448: 8.864360823559847e-06
Position 1372: 6.998329061035358e-06
Position 1780: 6.126980461118346e-06
Position 892: 4.790160244029929e-06
Position 993: 4.044762290923891e-06
Position 714: 3.1202004474102263e-06
Position 1281: 2.6957317876720843e-06
Position 591: 2.4472516424704014e-06
Position 870: 2.445191814922496e-06
Position 555: 2.2396532439291437e-06
Position 1501: 2.2347572953741505e-06
Position 1582: 2.040923873907458e-06
Position 1618: 1.9688812329708463e-06
Position 184: 1.9506951232562016e-06
Position 146: 1.931475093698987e-06
Position 157: 1.824727843697999e-06
Position 1200: 1.4161900463579133e-06
Position 1089: 1.098353740119724e-06
Position 1054: 1.0508953122819505e-06
Position 113: 1.0024837261394402e-06
Position 1540: 9.665500267806118e-07
Position 1606: 5.5166213818496e-07
Position 620: 4.2790006000643064e-07
Position 525: 3.8328781239898893e-07
Position 258: 3.2301462912275534e-07
Position 528: 2.631263449354948e-07
Position 356: 2.534644576079429e-07
Position 1438: 7.708243491615961e-08
Position 6: 7.127539491452189e-08
Position 545: 6.689840639619021e-08
Position 608: 5.495247739847812e-08
Position 1349: 4.880844908833916e-08
Position 759: 4.580938698448374e-08
Position 102: 1.1399292301115106e-08
Position 799: 1.1202633604806244e-08
Position 1206: 1.0885810806524981e-08
Position 928: 8.766787824559146e-09
Position 783: 4.698834111105874e-09
Position 801: 2.8566338624995782e-09
Position 1395: 1.6598831467270322e-10
Position 1009: 3.2215956540794255e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 788: 0.9577363231658248
Position 394: 0.9519763663451712
Position 116: 0.9118470134733381
Position 1164: 0.08067884518325433
Position 144: 0.042221401295884385
Position 812: 0.021760153144572098
Position 258: 0.020700261307713075
Position 1712: 0.01645756607176758
Position 176: 0.010983822908605936
Position 1216: 0.007307620312141182
Position 222: 0.0036275768125788445
Position 444: 0.003024952021119833
Position 861: 0.002918835332460708
Position 204: 0.0016831301160371234
Position 1609: 0.0015539415675809975
Position 1716: 0.0009257031583596265
Position 838: 0.0008025147689935163
Position 266: 0.000728778439067518
Position 1099: 0.0006329661889106323
Position 1277: 0.0005271879718377368
Position 1029: 0.00046777106386976735
Position 157: 0.00036033219696970757
Position 1095: 0.0003572716930273843
Position 1433: 0.0003043352757218825
Position 1530: 0.0002945100233888894
Position 1765: 0.000277293652783762
Position 1511: 0.00018784437163530936
Position 643: 0.0001724255080674556
Position 1119: 0.00014831509426589695
Position 1465: 0.00014614054828896293
Position 632: 0.00012587680993329063
Position 458: 0.00010427158368131506
Position 1626: 7.90039938426256e-05
Position 1833: 6.997583742557694e-05
Position 407: 6.449034581544033e-05
Position 455: 6.41581031141516e-05
Position 470: 5.8733122698920646e-05
Position 398: 5.7367039309560355e-05
Position 1002: 5.2693188906264355e-05
Position 1647: 4.788911583421361e-05
Position 651: 4.010790680107697e-05
Position 476: 3.442105563915767e-05
Position 1182: 3.394883028129451e-05
Position 596: 3.0170252508563176e-05
Position 1631: 2.4487945216962556e-05
Position 545: 1.9344321424288566e-05
Position 1125: 1.8763906790167466e-05
Position 1281: 1.8265872131827513e-05
Position 1176: 1.7724160302590434e-05
Position 1527: 1.7379103810443796e-05
Position 1171: 1.42431060006929e-05
Position 660: 1.260029280409936e-05
Position 1663: 8.827030785063392e-06
Position 494: 7.5153944500334706e-06
Position 1501: 6.189987239509581e-06
Position 1401: 4.6440885751778505e-06
Position 1442: 4.520880759364068e-06
Position 757: 3.6447691754048304e-06
Position 1386: 3.427290821581502e-06
Position 416: 3.055209800240768e-06
Position 1308: 2.509803849785147e-06
Position 472: 2.3761658758465495e-06
Position 275: 2.267057259015982e-06
Position 1843: 2.2274230427961208e-06
Position 963: 1.8818271261136137e-06
Position 674: 1.3647683925265834e-06
Position 1677: 1.263466800493223e-06
Position 686: 1.0588676730812606e-06
Position 1302: 9.830244751980733e-07
Position 1235: 9.730026786536947e-07
