Gene = Tango6
index = 1547
Annotated 5SS: [ 132 2392]
Annotated 3SS: [ 189 2451]
SMsplice 5SS: [ 132 2392]
SMsplice 3SS: [ 189 2451]
top_k =  1000
Partition function (log Z): -2.924645288282213

Sorted 5' Splice Sites (High to Low Probability):
Position 2392: 0.9897203847059045
Position 132: 0.9167672520946969
Position 687: 0.4709867688208786
Position 1012: 0.25192298295173743
Position 1936: 0.17506675029340293
Position 1752: 0.04256707171809859
Position 447: 0.040601202311235644
Position 115: 0.03426006890784712
Position 547: 0.031147987093799172
Position 274: 0.02310729721381185
Position 1500: 0.015450444347440084
Position 1084: 0.010505743160445129
Position 120: 0.008651461106828634
Position 999: 0.008468421627489531
Position 2047: 0.006453808405028798
Position 331: 0.005830911295455972
Position 2120: 0.005408232414395473
Position 1043: 0.0035275765719786053
Position 308: 0.0033779456760459573
Position 140: 0.0015587852658414053
Position 909: 0.00134690882797236
Position 1659: 0.0011155325527870495
Position 1909: 0.001034122092707839
Position 2498: 0.0010305098203920247
Position 1445: 0.0008141744130891839
Position 1506: 0.0007836432220574856
Position 971: 0.000754884995776335
Position 108: 0.0007504895508564455
Position 2355: 0.0007396448810148118
Position 1599: 0.0006926826443397331
Position 1141: 0.0006849043230493877
Position 466: 0.0006296640858531576
Position 88: 0.0005998802647289822
Position 352: 0.000500795447672307
Position 697: 0.00042245531388887997
Position 943: 0.0003778850835857839
Position 8: 0.0003395712467090527
Position 2359: 0.00031091727245896014
Position 533: 0.00020559971123348164
Position 2603: 0.00020509494927463615
Position 52: 0.00019008623798664
Position 2583: 0.0001272013692028164
Position 464: 0.00011817613399236775
Position 160: 0.00011252451287645582
Position 293: 0.00011240591250512062
Position 2534: 0.0001030112551660238
Position 1447: 7.441550092776408e-05
Position 2352: 6.638100447570705e-05
Position 1193: 6.0334727179072175e-05
Position 877: 5.5014352043166996e-05
Position 384: 5.106753511078388e-05
Position 1053: 4.926156570935732e-05
Position 2387: 4.785614490977956e-05
Position 2616: 4.031135340430641e-05
Position 691: 3.433145399701902e-05
Position 882: 3.108235807707761e-05
Position 2809: 2.0015017360505717e-05
Position 2889: 1.7239186806559298e-05
Position 1255: 1.3382663659050128e-05
Position 1354: 1.3185324543334523e-05
Position 699: 1.0287356832050949e-05
Position 835: 9.941633411604046e-06
Position 1969: 9.638309749633472e-06
Position 2659: 9.149142630092566e-06
Position 1239: 7.5175785446921715e-06
Position 2726: 6.904840324189366e-06
Position 660: 5.7863895553660085e-06
Position 163: 5.751339195254963e-06
Position 2673: 5.085196367841378e-06
Position 2004: 2.591843307431215e-06
Position 55: 2.436739459390713e-06
Position 2776: 2.3751848753615624e-06
Position 2198: 1.5716709615981411e-06
Position 936: 1.471969897430358e-06
Position 990: 1.2467085921826033e-06
Position 32: 8.467711379137474e-07
Position 948: 1.4133008463278929e-08
Position 2118: 9.896646974555247e-10
Position 602: 1.5398453502037939e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2451: 0.9813310336369432
Position 189: 0.9205814369425837
Position 1892: 0.33879271371971154
Position 1242: 0.20626628514053377
Position 1997: 0.18388502344779556
Position 922: 0.12190559709323219
Position 1152: 0.03571307286813184
Position 1929: 0.03177903737144051
Position 1499: 0.021858311572525106
Position 1818: 0.02028391509144578
Position 1840: 0.017271127043235777
Position 846: 0.014118236386514577
Position 2474: 0.011840346037887639
Position 210: 0.011817125623877758
Position 1755: 0.010855778136908606
Position 1217: 0.010527259104509926
Position 642: 0.009581978178433108
Position 1028: 0.00937344959960026
Position 2132: 0.00864649394020289
Position 795: 0.008466720581507393
Position 2175: 0.008107548462540472
Position 1187: 0.006825615311523444
Position 1653: 0.0063510760214439506
Position 512: 0.006134384972962405
Position 2219: 0.005821880176736143
Position 2077: 0.003926168741664792
Position 2180: 0.0035506502935364393
Position 2158: 0.0030708954130821055
Position 1255: 0.0030314147580197868
Position 1334: 0.0029364536909067106
Position 867: 0.0029000737470023788
Position 1530: 0.0028030785423717726
Position 765: 0.0025862824346781204
Position 421: 0.00206445810506223
Position 163: 0.001901371858801039
Position 1149: 0.0017522656599238099
Position 1680: 0.0016681851084576684
Position 1626: 0.0015637374106985508
Position 1683: 0.0012721614636632842
Position 1677: 0.0012660836543312668
Position 1069: 0.0011732572016094197
Position 1721: 0.0011567344881262605
Position 1573: 0.0011333929856739288
Position 2558: 0.000958818945658281
Position 602: 0.0009349427508101968
Position 2623: 0.000781253604653424
Position 1066: 0.0007492713232956286
Position 373: 0.0006994396236959333
Position 595: 0.0006749041170909612
Position 1657: 0.0006435824437458484
Position 2118: 0.0005338852738391227
Position 1725: 0.0005022940129481866
Position 2325: 0.0004972602499419472
Position 998: 0.00048741343489010154
Position 1369: 0.00047400540390192194
Position 1100: 0.00046437511338453494
Position 762: 0.0004436338447710507
Position 975: 0.00033755596900029826
Position 877: 0.0003367571530459379
Position 473: 0.0003300178741574311
Position 1084: 0.00030753202481838087
Position 1796: 0.0002837840586382276
Position 2664: 0.00022557852510999858
Position 1778: 0.00017012796693200815
Position 1546: 0.00012661086646634527
Position 1403: 0.00012624980448159122
Position 971: 0.00011891926084663743
Position 55: 0.00010988953587069624
Position 331: 0.00010501727817767205
Position 222: 9.601563526427038e-05
Position 1599: 8.890103570860943e-05
Position 2667: 8.154656288628794e-05
Position 1662: 6.971148237120965e-05
Position 1518: 5.8249558345460243e-05
Position 557: 4.36218550761907e-05
Position 2720: 4.112370074962763e-05
Position 2754: 4.017351283282942e-05
Position 704: 3.347927221583398e-05
Position 2831: 2.9181373788018628e-05
Position 943: 2.742494245671526e-05
Position 450: 2.591924234125405e-05
Position 269: 2.3219866035948923e-05
Position 851: 1.727860348087279e-05
Position 2657: 1.6673301241879333e-05
Position 2538: 1.56449186213004e-05
Position 2588: 1.5211189747859361e-05
Position 2966: 1.3754452310233791e-05
Position 533: 1.3194871710401519e-05
Position 2956: 1.0748244777283894e-05
Position 2876: 9.95366823010931e-06
Position 403: 9.120681881204015e-06
Position 104: 8.108666538001802e-06
Position 2882: 5.437367396157536e-06
Position 2795: 4.791414500749724e-06
Position 667: 4.091824088948755e-06
Position 2411: 3.508240995117096e-06
Position 315: 2.9240541739554995e-06
Position 2903: 2.3206729916437154e-06
Position 955: 2.144346700528162e-06
Position 2583: 1.9466772511449274e-06
Position 2879: 1.6610897736702215e-06
