Gene = NaPi-III
index = 1308
Annotated 5SS: [  119  5397  6533  7202  9677 10250]
Annotated 3SS: [ 5343  5463  6604  9299  9746 10318]
SMsplice 5SS: [  119  5397  6533  7202  9677 10250]
SMsplice 3SS: [ 5343  5463  6604  9299  9746 10318]
top_k =  1000
Partition function (log Z): 10.291205255270707

Sorted 5' Splice Sites (High to Low Probability):
Position 10250: 0.9992815595981545
Position 9677: 0.9987546689359622
Position 6533: 0.9915030662235459
Position 7202: 0.9605136707428161
Position 5397: 0.9033976565732792
Position 119: 0.6968640704163995
Position 1794: 0.240190383828584
Position 5768: 0.14170614896209213
Position 8678: 0.09822692007506216
Position 1944: 0.09266423474762535
Position 333: 0.07254769674206146
Position 1788: 0.07177185043550965
Position 7916: 0.07091307296615092
Position 9816: 0.0642458393829614
Position 87: 0.05768195124345883
Position 10431: 0.055882942425487594
Position 9153: 0.05232774485897198
Position 10607: 0.05080804428480504
Position 329: 0.038841979059441124
Position 1403: 0.024097991505399662
Position 5788: 0.024044744232937232
Position 1585: 0.023838456344336127
Position 2284: 0.02268572730561755
Position 1732: 0.022031079564500195
Position 309: 0.019741653549727383
Position 726: 0.019122864530672527
Position 5934: 0.016040225510977234
Position 10642: 0.016000134329103806
Position 520: 0.014557295001208398
Position 10687: 0.014132867425721285
Position 9819: 0.01341026532752876
Position 8193: 0.012392360697366597
Position 2710: 0.012242678888615294
Position 10404: 0.011714197513499182
Position 4475: 0.009117773837529418
Position 8991: 0.008496683566201714
Position 5659: 0.00828425245729751
Position 7823: 0.007691404136669702
Position 7198: 0.006223675852187792
Position 10783: 0.005887545505249074
Position 2030: 0.005873122068076898
Position 1017: 0.005433888375564569
Position 6886: 0.0053027352298838
Position 8908: 0.005281815966211942
Position 576: 0.00524484825458471
Position 7254: 0.005196605662828906
Position 9949: 0.004997814427842776
Position 9072: 0.004863555681674633
Position 9138: 0.0044374360126942
Position 992: 0.004428906585695171
Position 560: 0.004105498413080529
Position 243: 0.0038279563580893537
Position 245: 0.003757347382339464
Position 911: 0.0037269047118564055
Position 247: 0.00372661329783743
Position 1374: 0.003211987306091301
Position 11093: 0.0030981786746276585
Position 249: 0.0029910817391159503
Position 457: 0.00246876880487585
Position 239: 0.002378466468466844
Position 8453: 0.0021748526975029305
Position 8099: 0.0019793093278130157
Position 10422: 0.0018040025009881287
Position 241: 0.001665024372667959
Position 10059: 0.0016167522262483759
Position 8740: 0.0016007387482764746
Position 2523: 0.0015326650147236384
Position 461: 0.001422541815658145
Position 9091: 0.0011929361776097523
Position 7221: 0.001170071461516515
Position 880: 0.001034162932630548
Position 3849: 0.000995636101534358
Position 313: 0.0009566530499209059
Position 5913: 0.0009187074895913686
Position 188: 0.0008985602798749589
Position 1407: 0.0008897726176088209
Position 39: 0.0008294110959183049
Position 8956: 0.0007913813329312778
Position 10877: 0.0007783711226551458
Position 5812: 0.0006453338126692282
Position 7790: 0.000560280318824315
Position 9686: 0.0005456620749595825
Position 10881: 0.0005430510601877544
Position 6980: 0.0004999119803258909
Position 10780: 0.0004947563254021985
Position 6707: 0.00044296946346920305
Position 918: 0.0004174329841655598
Position 2033: 0.0004162998290709763
Position 7117: 0.0004027573277320837
Position 6727: 0.00038620610345721046
Position 1365: 0.00038498453221199827
Position 6673: 0.00038342774742060684
Position 7000: 0.00037578838636638973
Position 10254: 0.00036359422843879123
Position 9882: 0.0003330510616790442
Position 231: 0.00031278768392406666
Position 419: 0.000311245057288673
Position 1144: 0.0002837994573078949
Position 10989: 0.00026766864094904887
Position 10413: 0.00022839961813605065
Position 7179: 0.00022255712782721286
Position 8177: 0.00021043514841703048
Position 7261: 0.00019733996038271545
Position 8727: 0.0001749760014252728
Position 10714: 0.00016666099103191507
Position 6518: 0.00016526413137474087
Position 10176: 0.00015188028768138337
Position 6982: 0.0001434863592483498
Position 1189: 0.000140474406853163
Position 6855: 0.00013841243955558285
Position 6858: 0.00013704946951233126
Position 6811: 0.00012712872501638667
Position 8015: 0.0001220616006359266
Position 8857: 0.00011598513362904448
Position 1536: 0.00010404381223214185
Position 581: 0.00010191841290212304
Position 7395: 9.454096875137883e-05
Position 251: 8.722844786759659e-05
Position 9964: 8.659584244709968e-05
Position 315: 8.108520763040225e-05
Position 6744: 7.781093625338351e-05
Position 489: 7.773579046429843e-05
Position 1069: 7.577891864330035e-05
Position 10408: 6.571921209453147e-05
Position 6828: 6.492200064600257e-05
Position 10984: 6.245785741835576e-05
Position 196: 6.027553595433433e-05
Position 502: 5.811616520299901e-05
Position 6987: 5.747034947201262e-05
Position 948: 5.600957860542353e-05
Position 42: 5.2674499013808476e-05
Position 11187: 5.247123919183067e-05
Position 565: 5.0372523722520455e-05
Position 8258: 5.006656838012004e-05
Position 7214: 4.2856964897781627e-05
Position 2270: 4.248535910626618e-05
Position 7244: 4.096335890635302e-05
Position 6767: 4.059525017144552e-05
Position 105: 3.859156484971717e-05
Position 7009: 3.786744930470515e-05
Position 656: 3.7574547273348e-05
Position 123: 3.7008627893089534e-05
Position 175: 3.587119706452775e-05
Position 6825: 3.430122749662269e-05
Position 1284: 3.3859343918126015e-05
Position 478: 3.131931346813622e-05
Position 2665: 3.1066717282305224e-05
Position 3548: 3.07711759026675e-05
Position 9691: 2.9237951712325746e-05
Position 1353: 2.5136440521344234e-05
Position 1398: 2.3671004727969888e-05
Position 331: 2.2208572384211688e-05
Position 7582: 2.171699506833828e-05
Position 504: 2.1611766566791465e-05
Position 606: 1.877015779810969e-05
Position 1879: 1.8379578205317096e-05
Position 11226: 1.6407479171219343e-05
Position 253: 1.579661951595278e-05
Position 7123: 1.5791176578771382e-05
Position 7379: 1.2255756013561592e-05
Position 5819: 1.1562322595725093e-05
Position 9350: 7.016028580673452e-06
Position 620: 6.933855920518585e-06
Position 626: 5.101638091619066e-06
Position 9484: 4.8367221128529016e-06
Position 10261: 4.096169212786354e-06
Position 10416: 3.0810711703884182e-06
Position 9628: 2.926195189258941e-06
Position 650: 2.573024253414656e-06
Position 10444: 2.098593761126061e-06
Position 9853: 2.0763807009308363e-06
Position 10180: 1.9110298951616987e-06
Position 481: 1.802589030404412e-06
Position 9433: 1.624076655475484e-06
Position 10524: 1.1107270896866518e-06
Position 10459: 1.0876243933549359e-06
Position 10500: 8.634308503506734e-07
Position 9570: 6.900939982126987e-07
Position 996: 6.537476957157287e-07
Position 628: 4.638225670332668e-07
Position 10353: 4.618152721563143e-07
Position 10822: 3.9171513763263986e-07
Position 10190: 3.709941518918142e-07
Position 2686: 3.536382004188567e-07
Position 271: 3.2125647534941944e-07
Position 9398: 2.568124024765138e-07
Position 10572: 1.542317584968577e-07
Position 465: 1.2239594740970838e-07
Position 10335: 1.1057192338639873e-07
Position 10709: 9.089134124261894e-08
Position 298: 8.08098934049489e-08
Position 337: 7.935027488224006e-08
Position 10566: 7.228540785222204e-08
Position 282: 5.367874926223091e-08
Position 10203: 5.085075205150341e-08
Position 10522: 4.0396916146580336e-08
Position 5654: 3.781811305444023e-08
Position 653: 2.4173606361732572e-08
Position 10435: 1.9883030428724323e-08
