Gene = frm
index = 1706
Annotated 5SS: [  376  6188  7541  7923  8669  9826 10081 10208 10540]
Annotated 3SS: [ 6057  7211  7693  7984  9786  9891 10144 10272 10599]
SMsplice 5SS: [  376  6188  7923  8875  9826 10081 10208 10540 10669]
SMsplice 3SS: [ 6057  7693  7984  8944  9891 10144 10272 10599 10731]
top_k =  1000
Partition function (log Z): 12.008947983202674

Sorted 5' Splice Sites (High to Low Probability):
Position 10208: 0.9965277992438117
Position 10540: 0.9944437315849763
Position 9826: 0.9888463601865355
Position 10081: 0.9677544944759937
Position 376: 0.9044706043026095
Position 6188: 0.7378761022837153
Position 7923: 0.6957908938104869
Position 10669: 0.6395052505771536
Position 8875: 0.6386677057874119
Position 7541: 0.6002416040577409
Position 32: 0.19511006943065926
Position 8855: 0.18955706681263815
Position 10984: 0.08828904704317918
Position 8669: 0.07094673733104565
Position 60: 0.055526918229648954
Position 5469: 0.03354411512575909
Position 9163: 0.01814890283637458
Position 7020: 0.013993361200246222
Position 9588: 0.013275578296859153
Position 7024: 0.012717534048671934
Position 7222: 0.01108628466796841
Position 4615: 0.010685914301645361
Position 7009: 0.00866921182672973
Position 1017: 0.007919998147779517
Position 872: 0.007535231294355938
Position 126: 0.0072513330381577985
Position 182: 0.00599745839211015
Position 11262: 0.0052299698725487885
Position 9362: 0.005098685385186678
Position 5177: 0.004989842146310501
Position 12168: 0.004850636236284406
Position 8851: 0.004585329924103104
Position 9724: 0.0037557886685667587
Position 2266: 0.0036822636018891274
Position 7547: 0.0034419816783280506
Position 10212: 0.0032156777463565283
Position 7520: 0.002717280579809264
Position 11614: 0.0026833867174647025
Position 9037: 0.002679173901211386
Position 9347: 0.0026057267759696558
Position 7602: 0.0025915312349284953
Position 9793: 0.0025087666306034028
Position 6967: 0.0024257089071127854
Position 11175: 0.002265942813653787
Position 192: 0.0021167279677970843
Position 1335: 0.002083455844184293
Position 8766: 0.0018810217359798633
Position 11133: 0.0016112822094226783
Position 9830: 0.0015834735258480085
Position 9390: 0.0015529317806842733
Position 12412: 0.0012317958697491006
Position 7895: 0.0011886874228461215
Position 10704: 0.001000597916846304
Position 8741: 0.0009475823657130764
Position 7120: 0.0009429969303960691
Position 10917: 0.0008402965469272806
Position 6555: 0.0008356896598250899
Position 4998: 0.0008038311617029992
Position 4564: 0.0007576855831983973
Position 10041: 0.0007177775529643479
Position 8819: 0.0006925689602197186
Position 11244: 0.0006711579479058268
Position 6262: 0.0006615965360630931
Position 7495: 0.0006612897018269181
Position 3623: 0.0006431503472036315
Position 7471: 0.0006001922853760729
Position 7506: 0.0005610942726495091
Position 12581: 0.0005468975446203666
Position 4390: 0.0004897112758396448
Position 8534: 0.0004804963522015666
Position 8774: 0.00045519752988286725
Position 7428: 0.0004362554860868958
Position 4341: 0.00043542217651860115
Position 44: 0.00041498754654296856
Position 4377: 0.0003875761551188054
Position 9892: 0.00034316343542398653
Position 7995: 0.0003065330156060904
Position 609: 0.00028558978097844787
Position 11898: 0.0002791475979706476
Position 9904: 0.00027220062244881607
Position 1746: 0.00026711499986359854
Position 11190: 0.0002618822582959226
Position 6192: 0.0001907541924249968
Position 194: 0.0001794051319612251
Position 7845: 0.00016841286576003907
Position 4560: 0.00015630017804922348
Position 6158: 0.00013296184858045036
Position 9: 0.0001287250627718027
Position 3107: 0.00012080392227278213
Position 1148: 0.0001083561267290043
Position 7969: 0.00010694771888818599
Position 3322: 9.643943824400858e-05
