Gene = anchor
index = 1609
Annotated 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
Annotated 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
SMsplice 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
SMsplice 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
top_k =  1000
Partition function (log Z): 44.52600563707217

Sorted 5' Splice Sites (High to Low Probability):
Position 4574: 0.9989405092911818
Position 5731: 0.9985563143050331
Position 5981: 0.9934020259657054
Position 6976: 0.9933386255536698
Position 7411: 0.9931430378366002
Position 5201: 0.981957452839462
Position 5429: 0.9630837965318263
Position 4809: 0.9619730637313506
Position 6548: 0.9560054881735851
Position 670: 0.9437491110837044
Position 7592: 0.8007688414959732
Position 6195: 0.5327635246842941
Position 3164: 0.37803753495789877
Position 7783: 0.3239370279837076
Position 2485: 0.08656188740420075
Position 3849: 0.07186682468022414
Position 7787: 0.052222251257912196
Position 7624: 0.04460258267253935
Position 6304: 0.04435431777939146
Position 3229: 0.03966488644767012
Position 8361: 0.035084536862422966
Position 6524: 0.03468840443340147
Position 5420: 0.03276130533928565
Position 818: 0.030226416426354326
Position 3114: 0.0278596907702164
Position 7893: 0.026938507231746494
Position 4806: 0.026310552355303277
Position 2840: 0.025518392279956052
Position 3237: 0.023716669450214996
Position 7661: 0.02247698689160255
Position 4202: 0.017356705528624138
Position 2530: 0.016715687184485833
Position 6299: 0.013584869858516913
Position 2624: 0.01264249024722791
Position 2536: 0.010935305444090751
Position 771: 0.009495648703939744
Position 8025: 0.009281463501641966
Position 4813: 0.008770191078632267
Position 4098: 0.0075072958667109155
Position 5065: 0.006769829937402786
Position 5130: 0.006729676238958979
Position 2826: 0.0062321612967775365
Position 7828: 0.006187536083008505
Position 7666: 0.006160583746977369
Position 7723: 0.005866879206780145
Position 5134: 0.005745290383454051
Position 5991: 0.004987294888339403
Position 315: 0.004382237840220998
Position 4939: 0.004345656427519596
Position 3471: 0.0042417343197100645
Position 3517: 0.003919937218721814
Position 2020: 0.003873865506492295
Position 6167: 0.0036991388113176383
Position 8174: 0.0036250393686699006
Position 983: 0.0034189186176915402
Position 4104: 0.0032345116039254637
Position 156: 0.003166521688347326
Position 611: 0.003049877773829027
Position 7543: 0.003020055227980033
Position 1701: 0.003019231357318646
Position 2013: 0.0030046187217750158
Position 6139: 0.002863929150517967
Position 2703: 0.00280799140133039
Position 5158: 0.0025915829819423255
Position 2783: 0.002549454118095364
Position 3904: 0.002379956475275532
Position 7228: 0.002364150624732412
Position 6310: 0.0021898277733069416
Position 6388: 0.0021436248993618443
Position 8088: 0.002098780758848642
Position 637: 0.0020796074325462265
Position 1201: 0.001992612013165034
Position 7405: 0.0019377453855887836
Position 5193: 0.001830962315157872
Position 4946: 0.0017112309655443133
Position 6208: 0.0016688251381779004
Position 7332: 0.0016024538706454787
Position 7236: 0.0015745188470595896
Position 3609: 0.0015100019025688736
Position 8338: 0.0014964802535516477
Position 321: 0.0014657045199479694
Position 3118: 0.0013928297583607721
Position 5407: 0.0013664521779678516
Position 3671: 0.001303741865748607
Position 218: 0.001288323259390259
Position 2905: 0.001073730814614387
Position 2104: 0.0010736200010115727
Position 3465: 0.0010690352177821318
Position 8300: 0.0010573483809558362
Position 3916: 0.0010522107990570673
Position 3125: 0.0010136153585647216
Position 1379: 0.0008774688599364444
Position 1739: 0.0008588632432897014
Position 5690: 0.0008587436562398628
Position 8595: 0.0008146363467554011
Position 6356: 0.000790688912799135
Position 8385: 0.0007866645286101449
Position 5444: 0.0007827176942365996
Position 8949: 0.0006869185694256245
Position 266: 0.0006735480133417903
