Gene = vn
index = 1929
Annotated 5SS: [ 3457 27556 27767 28130 29018]
Annotated 3SS: [27377 27638 28020 28963 30797]
SMsplice 5SS: [  200 27556 27767 28130]
SMsplice 3SS: [27377 27638 28020 28963]
top_k =  1000
Partition function (log Z): -2.5652823397834927

Sorted 5' Splice Sites (High to Low Probability):
Position 27767: 0.9951812369129198
Position 200: 0.9110444607092867
Position 27556: 0.7761463363929291
Position 28130: 0.7306282120330053
Position 28126: 0.25627850051532247
Position 27567: 0.22309432245449254
Position 29014: 0.17010481804652797
Position 29018: 0.14862231260286227
Position 625: 0.08895553929071046
Position 31478: 0.0797223268721445
Position 21651: 0.0681388816079708
Position 29056: 0.03997595674404186
Position 29575: 0.03780627224246123
Position 30101: 0.013935065761262348
Position 29955: 0.007612693474240186
Position 27889: 0.005168423647338637
Position 30739: 0.004722494405046781
Position 28119: 0.0037712693192885525
Position 29238: 0.0032312369780172923
Position 29351: 0.0031714352087969517
Position 28658: 0.0029134481535300714
Position 31759: 0.0023416401625175757
Position 31207: 0.002247570741269117
Position 30411: 0.0022050908455234484
Position 28338: 0.0021672245700615172
Position 29602: 0.0020996629731483765
Position 29737: 0.0020906470860022923
Position 27789: 0.0019133613432044502
Position 28527: 0.0018994429127322306
Position 28093: 0.0017627247378780209
Position 28399: 0.0015302817229113535
Position 29521: 0.0014680662284100889
Position 28881: 0.0012030068693200304
Position 28769: 0.0011471574991945416
Position 29428: 0.000903241048438535
Position 28341: 0.0008815433487667226
Position 29120: 0.0006797065788941139
Position 29586: 0.000672360545848641
Position 28698: 0.0006214576599366554
Position 28521: 0.000612084307661133
Position 28523: 0.0005611956300441048
Position 28536: 0.0005415535668965883
Position 29417: 0.0004791438132911699
Position 28387: 0.00044157712998482907
Position 27801: 0.0003784973284326468
Position 28365: 0.00026515090536973396
Position 28408: 0.00025412711492296284
Position 29820: 0.0002443927105521309
Position 28902: 0.00020949830255990795
Position 29540: 0.0001288331564272546
Position 29580: 0.00012601407166247473
Position 28134: 0.00011430672566609468
Position 27823: 0.00010492319625260585
Position 27693: 8.136753081222316e-05
Position 28850: 6.70095285428232e-05
Position 30202: 6.547833966054254e-05
Position 28573: 5.947978835475139e-05
Position 28879: 5.5098495350301427e-05
Position 29725: 4.7496640900014795e-05
Position 28489: 4.6320675887887816e-05
Position 27771: 4.522939380294695e-05
Position 29109: 4.440687675258677e-05
Position 28188: 3.547329568042715e-05
Position 28749: 2.8927839021251173e-05
Position 28579: 2.5366540749543512e-05
Position 29095: 2.5066108869644996e-05
Position 29182: 2.346122120333105e-05
Position 27793: 2.1640629034661188e-05
Position 27847: 1.2464379074444509e-05
Position 27907: 1.219593888861374e-05
Position 29370: 8.385367935131688e-06
Position 28828: 5.570208312073091e-06
Position 29294: 5.309945306463322e-06
Position 28825: 3.975185740708901e-06
Position 27926: 3.4383180464553575e-06
Position 29104: 3.2408639572263177e-06
Position 28208: 2.787554540348028e-06
Position 28040: 2.456625560995784e-06
Position 29627: 2.3678633598690024e-06
Position 28300: 2.054866086583488e-06
Position 27855: 1.8983406582241802e-06
Position 28689: 1.7265541244672962e-06
Position 27784: 1.5141415262610394e-06
Position 28525: 1.4527082066267095e-06
Position 27816: 1.3492549477306621e-06
Position 29751: 1.256050307169287e-06
Position 27827: 1.0893568410905562e-06
Position 28545: 9.74948778088768e-07
Position 28560: 7.848278481002846e-07
Position 27986: 5.328848424696975e-07
Position 28219: 4.352304529108086e-07
Position 28401: 4.222438545968068e-07
Position 28403: 2.1872609197565652e-07
Position 28581: 1.8883680972624325e-07
Position 28254: 9.039491652563591e-08
Position 28230: 2.849760793957536e-08
Position 28252: 2.2434858450928205e-09
Position 28227: 2.166804240562968e-09
Position 28964: 2.057561209731984e-09
Position 18579: 3.316034728406978e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 27377: 0.999373505863473
Position 28020: 0.9890499837342752
Position 27638: 0.971262983966546
Position 28963: 0.8639538348813622
Position 31545: 0.10522448776581944
Position 32189: 0.10171020071192341
Position 29294: 0.07652366902829219
Position 21533: 0.06390844253128637
Position 29849: 0.05437093682254474
Position 30797: 0.05277536016329671
Position 30501: 0.03447291628234448
Position 30290: 0.028856504367041298
Position 29074: 0.02527964526582182
Position 27641: 0.0226170250177186
Position 31106: 0.021329541659625677
Position 29086: 0.018478922574060766
Position 30310: 0.017036607745420086
Position 31275: 0.015291670333264508
Position 28300: 0.011026412753124862
Position 28208: 0.010932504312363887
Position 28252: 0.009509784302268086
Position 31594: 0.007643920687004846
Position 30975: 0.007385531444901853
Position 32200: 0.007340719021587637
Position 32083: 0.00690293204605005
Position 31062: 0.006484141002903905
Position 27858: 0.006040393033719667
Position 28553: 0.005221237150992955
Position 27674: 0.004547873245415741
Position 29182: 0.004307504619064707
Position 21005: 0.004230439076684422
Position 27950: 0.0037196202695756356
Position 30856: 0.003650873197529263
Position 30273: 0.003091369106711222
Position 28219: 0.003049381125901955
Position 31432: 0.0029460023643767615
Position 28675: 0.002901039439295997
Position 29872: 0.0028769147502524404
Position 30992: 0.0024821578618946186
Position 30029: 0.0022450123025672813
Position 29301: 0.0018903118226540024
Position 29370: 0.0016797212101536962
Position 29460: 0.0015000374399768426
Position 29391: 0.0012061309187158514
Position 30524: 0.0011956436627157208
Position 27658: 0.0011411353798513088
Position 29723: 0.0010242844468972743
Position 30693: 0.000929625573416274
Position 28573: 0.000880753322201489
Position 28371: 0.0008478712495307505
Position 30190: 0.0008327150523466617
Position 29672: 0.0008281896246090762
Position 29478: 0.000728837060406914
Position 30050: 0.0007012398115579913
Position 30247: 0.0006814170479213203
Position 29409: 0.0006046769393373532
Position 32262: 0.00054671110282548
Position 27965: 0.00046667998980343605
Position 28467: 0.0004386091545206083
Position 30205: 0.00042085342994512324
Position 29413: 0.00040171519827694084
Position 30062: 0.00039449499347782297
Position 29332: 0.00034824733983008024
Position 29762: 0.00033468881610759056
Position 32230: 0.000320371100733861
Position 30617: 0.00029108653897724757
