Gene = bwa
index = 1637
Annotated 5SS: [ 508 2914 3124 6256]
Annotated 3SS: [2656 2985 5962 6986]
SMsplice 5SS: [ 508 2914 3124 6256]
SMsplice 3SS: [2656 2985 5962 6986]
top_k =  1000
Partition function (log Z): 0.10877918711885237

Sorted 5' Splice Sites (High to Low Probability):
Position 2914: 0.9872928663747093
Position 3124: 0.9614337646133746
Position 508: 0.8571152499689654
Position 6256: 0.789127539892372
Position 1335: 0.504847580767939
Position 2526: 0.2580829484361508
Position 6919: 0.13671584827313338
Position 5729: 0.09872377616489739
Position 5558: 0.07288458628502756
Position 1550: 0.07072162133725755
Position 2088: 0.06872474107308985
Position 512: 0.04921131058498656
Position 5537: 0.036226138689703376
Position 4988: 0.03306927232241682
Position 3098: 0.025311800200395505
Position 4810: 0.023765471123949028
Position 2307: 0.02238299645244538
Position 5705: 0.021260135841303783
Position 1611: 0.019037052994240543
Position 6065: 0.016591330591451733
Position 2248: 0.014472924614089657
Position 157: 0.012214011117745253
Position 456: 0.012026513714336379
Position 3270: 0.012000398634887893
Position 961: 0.01165622690320561
Position 6373: 0.011582876263748714
Position 6389: 0.011577096389617883
Position 6343: 0.011387845056700183
Position 1509: 0.011130661944156532
Position 47: 0.009434468198674252
Position 6938: 0.009147780079591468
Position 5554: 0.00890088826537935
Position 3691: 0.007910717746449563
Position 6798: 0.007608844023941357
Position 2896: 0.006585373572263213
Position 3657: 0.0064279111160014165
Position 6317: 0.006395903711447857
Position 837: 0.006246701050717974
Position 4771: 0.0057287818990633555
Position 535: 0.005437949930080279
Position 6795: 0.004925373606263544
Position 495: 0.004907798685870241
Position 5838: 0.0042013844626753016
Position 7233: 0.0036166295133458056
Position 1229: 0.003521900892459259
Position 5350: 0.0034306702333220082
Position 1135: 0.003202320026440193
Position 6892: 0.003188785987741943
Position 6690: 0.0031454543217953827
Position 1889: 0.002891744102048504
Position 5576: 0.0027375521410223746
Position 6605: 0.0026621930608066763
Position 516: 0.002294193080712404
Position 3475: 0.002277000712265205
Position 2253: 0.0022017716080234813
Position 3376: 0.0021637015082002177
Position 4820: 0.002101585514238307
Position 4190: 0.002056029805440936
Position 5658: 0.002012704581631772
Position 1867: 0.0018970895696522941
Position 2237: 0.0017807781425899266
Position 740: 0.0017495441438474257
Position 1882: 0.0015507881976388682
Position 3603: 0.0014748340510890984
Position 1557: 0.001450978027487008
Position 3154: 0.001411425807863478
Position 1891: 0.001379571547138539
Position 2311: 0.0013168433696255921
