Gene = trc
index = 1919
Annotated 5SS: [ 695 1371 1535 2077]
Annotated 3SS: [1160 1427 1591 2133]
SMsplice 5SS: [ 695 1371 1535 2077]
SMsplice 3SS: [1160 1427 1591 2133]
top_k =  1000
Partition function (log Z): 9.493947809964315

Sorted 5' Splice Sites (High to Low Probability):
Position 1371: 0.9986267119406136
Position 1535: 0.9960860708528474
Position 2077: 0.9891045046992682
Position 695: 0.9311571897430821
Position 1270: 0.14245845554802644
Position 1748: 0.034651848534425364
Position 664: 0.026593136498003735
Position 737: 0.01901303923984056
Position 2211: 0.011754519216965865
Position 1081: 0.00810817437590405
Position 2754: 0.007203520612649749
Position 2280: 0.00524963911036994
Position 3214: 0.0040584780538302345
Position 2525: 0.003888556482953845
Position 1689: 0.0038745157175699083
Position 296: 0.0033153513709460337
Position 1727: 0.0031464974924815827
Position 3031: 0.003111567738669314
Position 2482: 0.002788553558112153
Position 2158: 0.002637129516434355
Position 530: 0.00258294060687555
Position 1259: 0.002310683462288488
Position 2016: 0.002069128959347869
Position 90: 0.0017850974201540745
Position 88: 0.0015300732546613158
Position 2081: 0.0015226272422884926
Position 679: 0.0013509579418148464
Position 2906: 0.0012714083601218353
Position 671: 0.0012635122306924689
Position 1812: 0.0008748416744772678
Position 623: 0.0008354134154937242
Position 1526: 0.0007771052785967088
Position 741: 0.0006040968500999898
Position 477: 0.0005636017046596559
Position 1987: 0.0005602447448813606
Position 3233: 0.0005512105843343532
Position 1659: 0.0005055037025842734
Position 1070: 0.0004370599796744329
Position 2612: 0.00043673482471310096
Position 565: 0.00035495913120618737
Position 1740: 0.00034896343975495927
Position 614: 0.0003332088556520294
Position 761: 0.0003316032407978522
Position 3186: 0.000315760785707042
Position 525: 0.00027829566072082524
Position 185: 0.00026493348647623963
Position 668: 0.00023747862007265469
Position 1730: 0.0002370455782522118
Position 1946: 0.00023430064430578334
Position 1107: 0.00023280613476133957
Position 2409: 0.00022514591106522765
Position 3037: 0.00021757410928738852
Position 1025: 0.00021687911875158236
Position 243: 0.00020696008492006386
Position 3090: 0.00020294399682231122
Position 753: 0.00016666677906521766
Position 2608: 0.00015985273892375054
Position 578: 0.00015070899978890409
Position 2225: 0.00014119834689987855
Position 2747: 0.00013206885141080264
Position 2486: 0.0001081795513101959
Position 1036: 0.00010248242559715264
Position 970: 0.00010055973699788783
Position 106: 9.935489136793631e-05
Position 2178: 9.480407143261106e-05
Position 3052: 8.817279279533675e-05
Position 2758: 8.061160937019816e-05
Position 2266: 6.591204085088762e-05
Position 503: 6.390459725743287e-05
Position 326: 5.899748297864612e-05
Position 2568: 5.821958601147192e-05
Position 1542: 5.181658960058268e-05
Position 2477: 4.586925218784478e-05
Position 92: 4.443335520049182e-05
Position 2779: 4.358867708145786e-05
Position 2260: 4.0523674564265636e-05
Position 2433: 3.956578995734546e-05
Position 539: 3.5422049432336405e-05
Position 2320: 3.447858289510159e-05
Position 976: 3.1184582499727244e-05
Position 3304: 2.8226764715474335e-05
Position 2407: 2.669862411354699e-05
Position 647: 2.5371932747658535e-05
Position 2603: 2.3401759889821787e-05
Position 2595: 2.2172217897722378e-05
Position 3194: 1.973988989823892e-05
Position 2195: 1.6800563296113664e-05
Position 334: 1.6342596630477865e-05
Position 479: 1.5393535159451408e-05
Position 94: 1.5036960654223157e-05
Position 2494: 1.4718947754623763e-05
Position 2729: 1.4081538843887253e-05
Position 699: 1.387708050592592e-05
Position 2394: 1.3841837841511912e-05
Position 301: 1.3682662720296377e-05
Position 448: 1.3678970629360903e-05
Position 917: 1.2252109001329203e-05
Position 1930: 1.1389538165432344e-05
Position 2670: 1.1348311951016199e-05
Position 1204: 9.68888903720349e-06
Position 687: 8.71133851506944e-06
Position 1375: 8.471621480092023e-06
Position 799: 7.338166293269512e-06
Position 420: 5.47697732120956e-06
Position 930: 4.609661166625691e-06
Position 1201: 4.489510915425877e-06
Position 2853: 4.352515037089668e-06
Position 801: 4.0697824485266565e-06
Position 3024: 3.1416606659942865e-06
Position 2063: 2.8010420442804484e-06
Position 2051: 2.6603520114780036e-06
Position 3040: 2.4314583906923634e-06
Position 2805: 2.4215311597051605e-06
Position 874: 2.0208860733085984e-06
Position 1993: 1.9059677020082325e-06
Position 2769: 1.9048304978013522e-06
Position 1130: 1.5874876981448815e-06
Position 520: 1.436868659471647e-06
Position 879: 1.435324400868229e-06
Position 1309: 1.371067922484539e-06
Position 1463: 9.638755672681134e-07
Position 563: 7.171271295566308e-07
Position 933: 6.019129315927988e-07
Position 394: 5.547549720841387e-07
Position 534: 4.853282921222113e-07
Position 1560: 2.819760417308642e-07
Position 1612: 2.544294028892626e-07
Position 955: 1.6258799769490516e-07
Position 2323: 1.613043726070667e-07
Position 1622: 1.2515171007912613e-07
Position 1918: 9.94529071543299e-08
Position 1619: 8.751086322291312e-08
Position 2504: 6.63256589841999e-08
Position 2061: 6.431867319835978e-08
Position 2792: 6.431353497268416e-08
Position 1122: 5.765995049913509e-08
Position 641: 5.677572440974e-08
Position 2606: 5.454331566166944e-08
Position 2551: 5.243321452448869e-08
Position 2036: 3.653264222337051e-08
Position 1445: 3.4732915549426075e-08
Position 1190: 3.290287252127267e-08
Position 1968: 2.0638849722977308e-08
Position 2010: 1.3962721826536533e-08
Position 1591: 9.207499688391463e-09
Position 1950: 3.177030189710859e-09
Position 1955: 1.6940323706028583e-09
Position 1493: 1.4490490951011828e-11
Position 2119: 1.1966592390965161e-11
Position 1583: 1.1175437485591472e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1427: 0.9978241995329373
Position 2133: 0.9909727206305261
Position 1160: 0.9875615718550859
Position 1591: 0.9746952779984612
Position 1321: 0.1503347074897159
Position 1796: 0.028253368314178517
Position 1848: 0.02406639666533443
Position 2742: 0.011899440503243026
Position 3378: 0.009991800769768367
Position 1579: 0.009049483485221782
Position 2805: 0.00784179922054303
Position 3273: 0.006282603686967599
Position 1122: 0.004337356916172577
Position 2423: 0.002406984635633942
Position 2633: 0.0021907384804055146
Position 1654: 0.001555320069012945
Position 2494: 0.001281758658051081
Position 2620: 0.0011773420646278524
Position 151: 0.0007451615499339344
Position 2237: 0.0007375689507531237
Position 2500: 0.0007268025914977883
Position 1700: 0.0007224674854614263
Position 577: 0.0006736440915705567
Position 735: 0.0005979441050567788
Position 3109: 0.0005481033169884212
Position 2792: 0.0005413407691050529
Position 2153: 0.0004866665978078725
Position 550: 0.0004856776947657185
Position 3233: 0.00042090921866069656
Position 3364: 0.0003941075320895529
Position 1874: 0.00038332377314654486
Position 1476: 0.00034483207407595207
Position 988: 0.00033412456694325486
Position 1232: 0.0003249978671966275
Position 177: 0.0002745433695402171
Position 1521: 0.00026117354743537043
Position 2317: 0.00025739961308892485
Position 2716: 0.00023922292497135904
Position 1850: 0.0002345312006614456
Position 1229: 0.00023149472338894898
Position 2447: 0.0002314036120623775
Position 2853: 0.0002168136960490359
Position 364: 0.0002157990476700268
Position 211: 0.00021553241686183872
Position 2869: 0.00017447548216925076
Position 544: 0.00015507435583893663
Position 352: 0.00015392304770166365
Position 1865: 0.000153343488664543
Position 1689: 0.0001528953674421636
Position 2524: 0.0001514587118569814
Position 1811: 0.00013563870951897492
Position 1607: 0.00012999217552851964
Position 3220: 0.00010841032834733854
Position 2894: 9.115089596500636e-05
