Gene = SclB
index = 1475
Annotated 5SS: [  35 1384 2607 3454]
Annotated 3SS: [1240 2297 3372 3526]
SMsplice 5SS: [  35 1384 2607 3454]
SMsplice 3SS: [1240 2297 3372 3526]
top_k =  1000
Partition function (log Z): 2.348884558537786

Sorted 5' Splice Sites (High to Low Probability):
Position 3454: 0.9939931979422835
Position 1384: 0.9724280132350914
Position 2607: 0.7579358092878723
Position 35: 0.5444907337042756
Position 692: 0.5093859259240394
Position 2237: 0.25040913551596994
Position 1167: 0.2151508253520162
Position 476: 0.13621719195199272
Position 1550: 0.04413619127758809
Position 3000: 0.023065570492167117
Position 1592: 0.019106443443796074
Position 302: 0.01724432647144232
Position 2012: 0.013139235473101255
Position 429: 0.01202259060505945
Position 749: 0.011632634459979528
Position 1159: 0.010893527925442001
Position 774: 0.007336061917278036
Position 701: 0.006989860135259238
Position 1666: 0.006452729274813851
Position 2195: 0.004982243998713377
Position 3628: 0.00302248225243155
Position 709: 0.0026010734513104376
Position 437: 0.001996712762956649
Position 616: 0.0019746462984815364
Position 18: 0.0018743488046955436
Position 1338: 0.001786097218427031
Position 1356: 0.0015931095316580064
Position 2000: 0.0015405677296992733
Position 714: 0.0014173636477816719
Position 554: 0.001353314300408629
Position 3437: 0.0011996170860228746
Position 42: 0.001178168204139803
Position 3633: 0.0011185439386814631
Position 2593: 0.0010572746123367702
Position 2241: 0.0010329452702989852
Position 2086: 0.0010209425936187487
Position 2239: 0.0009939573243447036
Position 622: 0.0008386052306226056
Position 298: 0.0008196658013699602
Position 1795: 0.0007846674991097872
Position 578: 0.0007389694254507138
Position 1487: 0.0007245615115455955
Position 644: 0.0006769160671013164
Position 550: 0.0006319190646128317
Position 755: 0.0006148170758110628
Position 2074: 0.00047826062369467234
Position 232: 0.00047197213626573863
Position 2144: 0.0003962934771783061
Position 2428: 0.00037614879212847
Position 410: 0.00028158162886602516
Position 1836: 0.0002775337782232428
Position 2340: 0.00024774109847040186
Position 1452: 0.00024682321107864975
Position 1646: 0.0002276131799611338
Position 142: 0.00021862601931213138
Position 3817: 0.00021693311512202036
Position 3451: 0.00020875976056985507
Position 3458: 0.00020126000518439377
Position 2770: 0.00011437415982787964
Position 2530: 0.0001131295979264185
Position 776: 0.00010481662086696027
Position 2567: 9.897906220630885e-05
Position 292: 8.675606901588415e-05
Position 384: 8.352701241913045e-05
Position 3705: 7.910322894999518e-05
Position 56: 7.54744011357135e-05
Position 1626: 7.281406496807387e-05
Position 781: 7.210845682183326e-05
Position 2535: 7.062835771783264e-05
Position 783: 6.425343830070359e-05
Position 2915: 5.6307227437418286e-05
Position 178: 4.6004920884214995e-05
Position 287: 4.47281282527256e-05
Position 1443: 4.442794066229325e-05
Position 1363: 3.803179509788852e-05
Position 3067: 3.708367019532151e-05
Position 3764: 3.179685513910235e-05
Position 211: 2.996677251198788e-05
Position 3792: 2.952428587873128e-05
Position 343: 2.8610225134512767e-05
Position 171: 2.760076607363495e-05
Position 3603: 2.6352290396445054e-05
Position 3700: 2.5792945264332306e-05
Position 887: 2.3779970429789516e-05
Position 3740: 2.0415990371962377e-05
Position 2558: 1.727685819640837e-05
Position 663: 1.6780648264348474e-05
Position 530: 1.2089514944377036e-05
Position 1567: 1.1934733676678528e-05
Position 841: 1.1577705683722616e-05
Position 3815: 1.149727399111695e-05
Position 1767: 1.0025163574993231e-05
Position 432: 9.503184883383448e-06
Position 661: 7.973637627787174e-06
Position 3655: 4.641896680931644e-06
Position 1001: 4.329563666479009e-06
Position 112: 3.120516315311791e-06
Position 3777: 2.913197012845696e-06
Position 1818: 2.764873702083056e-06
Position 3586: 1.856156374634535e-06
Position 552: 1.3243301759731503e-06
Position 830: 5.740933672284301e-07
Position 601: 5.52365718332641e-07
Position 1446: 2.7482612892251853e-07
Position 1333: 2.1874065950238685e-07
Position 1496: 1.3141415561971035e-08
Position 3509: 3.619874432209379e-09
Position 1345: 5.9388565667389045e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1240: 0.9915592567568918
Position 3526: 0.9867992641237446
Position 3372: 0.9476450349564999
Position 2297: 0.6192029745842776
Position 534: 0.32991099721344674
Position 1446: 0.2061547314189545
Position 1922: 0.10116209756097468
Position 879: 0.04955115207239391
Position 1890: 0.030676232146738702
Position 1659: 0.029397242441533186
Position 2473: 0.029325836306134556
Position 145: 0.025859177608737103
Position 1055: 0.025742376452342043
Position 3268: 0.024187946179521524
Position 569: 0.0151168448642896
Position 907: 0.015030564151097011
Position 2504: 0.01255603982297583
Position 1633: 0.011373098628911985
Position 1996: 0.010598421269642347
Position 82: 0.009477688787026525
Position 3691: 0.009092903661481331
Position 1517: 0.009043913169942264
Position 2752: 0.008028587142954404
Position 674: 0.007151973452390372
Position 316: 0.006941447833219926
Position 2850: 0.006718073417080437
Position 1930: 0.006587332489711206
Position 1794: 0.005999088200762893
Position 1766: 0.005792626279298565
Position 2304: 0.0047417319543608845
Position 496: 0.00410419043679911
Position 130: 0.003943485753712267
Position 2810: 0.0039006829066825888
Position 1936: 0.0033932204523611045
Position 2924: 0.0033872542875478247
Position 1452: 0.0033842255285036946
Position 2413: 0.003164951967088933
Position 3555: 0.0028079134951401697
Position 2781: 0.002524856019038072
Position 3129: 0.002036716375765248
Position 2301: 0.0018613407091503823
Position 3072: 0.0017229258673513968
Position 3322: 0.001670952309808205
Position 2185: 0.0012367902580234513
Position 432: 0.0009627345835439307
Position 805: 0.0009260542581259746
Position 3164: 0.000793631430261366
Position 3391: 0.0006791542251797567
Position 2714: 0.0006750104304718665
Position 1736: 0.0006318486670530185
Position 2402: 0.0006263695241549728
Position 410: 0.0006055426064661174
Position 3140: 0.00047913734873167025
Position 2478: 0.0004741252328880966
Position 1124: 0.0004726139377953062
Position 3564: 0.00046051769065349893
Position 2237: 0.00044248550212813904
Position 774: 0.00043232788097191373
Position 2119: 0.0004113452343820547
Position 3194: 0.0003600231478767417
Position 2340: 0.00034139511639128217
Position 2421: 0.0003259130053602115
Position 3772: 0.000288158964323415
Position 2099: 0.00028171027177658573
Position 2593: 0.0002802497447252025
Position 3705: 0.0002605612743246124
Position 3871: 0.00020172515783758752
Position 3677: 0.0001999582746826485
Position 3406: 0.00018800174769348797
Position 937: 0.00017948310679364741
Position 3222: 0.0001748750617119677
Position 807: 0.00017356569695415838
Position 3876: 0.0001710216778496661
Position 3046: 0.0001577068819794632
Position 2332: 0.00014640759249805944
Position 704: 0.00014400388629890858
Position 651: 0.0001432241720045775
Position 2211: 0.00013576667026346368
Position 1254: 0.00013158868041767514
Position 1181: 0.00011507769526197279
Position 3161: 0.00010696987378573799
Position 3803: 8.497936065426984e-05
Position 3892: 8.173611458601077e-05
Position 1643: 7.817566710607767e-05
Position 2967: 7.346644090509576e-05
Position 3711: 6.462314031658701e-05
Position 350: 5.4318802362275495e-05
Position 2711: 4.4612508676903536e-05
Position 1800: 4.019039431655867e-05
Position 358: 3.915609005810202e-05
Position 2168: 3.9000480630391897e-05
Position 1604: 3.8752040006680495e-05
Position 262: 3.539861956069257e-05
Position 2572: 3.4320468608763884e-05
Position 622: 3.1563651125149846e-05
Position 2219: 3.148838216754092e-05
Position 1825: 3.106348958510457e-05
Position 1832: 1.8240106759309084e-05
Position 633: 1.619870554754149e-05
Position 178: 1.4955844338860596e-05
Position 2999: 1.4453831560659751e-05
Position 1772: 1.308631096246092e-05
Position 2564: 1.2357448246005022e-05
Position 644: 1.2325487149181428e-05
Position 3628: 1.2264009598165775e-05
Position 2147: 1.2109817631067644e-05
Position 2144: 1.048230007022128e-05
Position 578: 8.81432810346489e-06
Position 251: 8.724826813257401e-06
Position 225: 8.49989818039016e-06
Position 3731: 8.220780207623606e-06
Position 3720: 5.975827189655385e-06
Position 2961: 3.916609315706525e-06
Position 691: 2.054556573748656e-06
Position 943: 2.2063910257918548e-07
Position 1264: 2.000103575274908e-07
Position 1167: 6.638095433420059e-08
Position 924: 5.538666889543151e-08
Position 947: 5.164191916199442e-08
Position 1359: 4.191180581312708e-08
Position 1400: 3.79402124681913e-08
Position 917: 2.808053707530191e-08
Position 731: 1.9194589851921074e-08
Position 709: 9.477943248790356e-09
Position 1585: 9.412449773069877e-09
Position 285: 2.2355348783087464e-09
