Gene = pigeon
index = 1836
Annotated 5SS: [ 150  613  978 2200 2489 2763 3058]
Annotated 3SS: [ 207  675 1035 2255 2547 2832 3402]
SMsplice 5SS: [ 150  613  978 2200 2489 2763 3058 3286]
SMsplice 3SS: [ 207  675 1035 2255 2547 2832 3138 3402]
top_k =  1000
Partition function (log Z): 22.291792975519428

Sorted 5' Splice Sites (High to Low Probability):
Position 613: 0.9897943816455612
Position 2489: 0.9890592621134316
Position 978: 0.9783924603000386
Position 2200: 0.9704477894097007
Position 2763: 0.9543891520213995
Position 3286: 0.9326363385270908
Position 150: 0.9271309435187776
Position 3058: 0.8614399985046092
Position 1840: 0.11488620328395811
Position 468: 0.06495641074361704
Position 2767: 0.02832530729876275
Position 3073: 0.02205871755697001
Position 982: 0.01990173708482788
Position 2704: 0.009039961955595947
Position 1825: 0.008984472767456257
Position 1844: 0.002648977779105528
Position 1996: 0.002542471598281961
Position 373: 0.001959568276452865
Position 2735: 0.0016153600370857188
Position 1393: 0.0014027661542292539
Position 975: 0.0013992275615882723
Position 2741: 0.0013044887351184571
Position 2493: 0.0011084136190629592
Position 617: 0.0009249061328502449
Position 3557: 0.0008923891507528279
Position 2430: 0.00069209620386905
Position 1426: 0.0006228605380229048
Position 3260: 0.0006187108692221511
Position 1482: 0.0005787318089599681
Position 3027: 0.0005484572954568654
Position 2223: 0.0005342091408515524
Position 3641: 0.0004900393729912341
Position 624: 0.00048288418787871296
Position 3550: 0.00046565461869224606
Position 1530: 0.0004435406960513136
Position 2643: 0.0003645428814742982
Position 3805: 0.00035024402273980975
Position 1246: 0.00031027861140268086
Position 2497: 0.00030000648611909383
Position 154: 0.00020770236731503512
Position 2384: 0.00019100172796472205
Position 3569: 0.00018476215463855816
Position 3589: 0.00018019413602294812
Position 812: 0.0001789911482720526
Position 3305: 0.00016728145931457222
Position 1292: 0.00016400021592409265
Position 3647: 0.00016151014636001432
Position 3337: 0.00015775195593371172
Position 2197: 0.00015729237109403987
Position 2512: 0.00014779951247504428
Position 2483: 0.0001306856030036321
Position 1690: 0.00011713671872670545
Position 2756: 0.00011631429653330973
Position 2909: 0.00011389858141673706
Position 2997: 0.00010723125280509248
Position 1574: 0.00010675279634238256
Position 278: 0.00010264843701866846
Position 594: 0.00010248982087086061
Position 2476: 0.00010228986039658503
Position 2096: 8.909208177219558e-05
Position 1133: 8.852351326647151e-05
