Gene = Arpc4
index = 27
Annotated 5SS: [624]
Annotated 3SS: [691]
SMsplice 5SS: [624]
SMsplice 3SS: [691]
top_k =  1000
Partition function (log Z): -5.507122172523775

Sorted 5' Splice Sites (High to Low Probability):
Position 624: 0.9992114769298068
Position 18: 0.00239887993795796
Position 324: 0.0013641165384142586
Position 330: 0.0011044787307773257
Position 297: 0.0006936188643074343
Position 392: 0.0005246541836249414
Position 617: 0.00046477570098686486
Position 416: 0.0004157050374527973
Position 57: 0.0003689245060796358
Position 52: 0.00012970933966371747
Position 38: 0.00012798941304493103
Position 228: 0.00011909309038757327
Position 201: 0.00011315705385008796
Position 64: 3.895360315146912e-05
Position 150: 2.0118899749635595e-05
Position 692: 1.4650778624544507e-05
Position 383: 1.3261305219559436e-05
Position 628: 9.237408683074668e-06
Position 494: 8.799556564974031e-06
Position 255: 7.686224338354021e-06
Position 420: 6.492033470530433e-06
Position 630: 5.520678599081307e-06
Position 204: 4.262325829334744e-06
Position 342: 4.165686805719533e-06
Position 705: 3.58696928621455e-06
Position 605: 2.3163260406083257e-06
Position 374: 2.0061136975980406e-06
Position 176: 1.3830462108024384e-06
Position 413: 1.3356823614044075e-06
Position 573: 9.442302543615102e-07
Position 3: 8.611940742511326e-07
Position 510: 4.843390803935479e-07
Position 270: 4.638005054555102e-07
Position 267: 3.633230690797164e-07
Position 238: 2.327555323734836e-07
Position 273: 9.883428197631517e-08
Position 275: 5.8673413577131287e-08
Position 311: 4.032242375269062e-08
Position 519: 6.6147408335967e-09
Position 657: 4.673485125503589e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 691: 0.9987921822882001
Position 85: 0.002287888966427525
Position 526: 0.002129763934397406
Position 391: 0.001428113039014843
Position 697: 0.0007813014222570762
Position 491: 0.000568450073115527
Position 111: 0.00040523341596325436
Position 750: 0.00023322941372104822
Position 123: 0.00011231495649487707
Position 89: 8.001962970350706e-05
Position 69: 7.064076226716165e-05
Position 383: 6.818945054485462e-05
Position 488: 5.8659138203460613e-05
Position 200: 4.9468029105568895e-05
Position 350: 4.688398541592743e-05
Position 730: 2.2781699596952205e-05
Position 437: 1.0495172955724165e-05
Position 460: 6.1856380411626625e-06
Position 583: 5.495888358293929e-06
Position 347: 4.403366498958052e-06
Position 185: 2.919183532968867e-06
Position 757: 2.904500399360398e-06
Position 92: 2.3320456287072524e-06
Position 536: 2.189356692819892e-06
Position 134: 2.137864364141999e-06
Position 643: 2.0271527873624896e-06
Position 64: 1.7991844557928338e-06
Position 623: 1.2951142600620972e-06
Position 551: 9.543335962388182e-07
Position 413: 9.154369406074501e-07
Position 705: 7.490722032390699e-07
Position 244: 5.756616582358212e-07
Position 251: 4.2123272745139827e-07
Position 548: 1.6908980819578728e-07
Position 248: 1.5720493326438358e-07
Position 221: 1.4516780155816484e-07
Position 556: 1.228731846046163e-07
Position 296: 1.0007614385054862e-07
Position 446: 9.069470546684207e-08
Position 293: 6.322493877376805e-08
Position 500: 6.307132629156703e-08
Position 287: 5.010703054679942e-08
Position 52: 9.894858064620522e-09
Position 602: 7.598795679617357e-09
Position 57: 2.9122522734729514e-09
Position 605: 2.276250928364727e-09
Position 359: 1.7958051662997918e-09
Position 539: 1.74026576282917e-09
Position 227: 1.2190000515668733e-09
Position 365: 5.815678205344836e-10
Position 628: 3.771746107520845e-10
Position 209: 2.0403110511154117e-10
Position 233: 2.0058191491165925e-13
Position 308: 1.0696287077910481e-13
