Gene = PAPLA1
index = 1352
Annotated 5SS: [  420 22759 22934 23484 23965 24797]
Annotated 3SS: [18859 22818 23006 23545 24020 24864]
SMsplice 5SS: [  420  1378  1636 22759 22934 23484 23965 24797]
SMsplice 3SS: [  588  1438 22464 22818 23006 23545 24020 24864]
top_k =  1000
Partition function (log Z): 8.144358257732268

Sorted 5' Splice Sites (High to Low Probability):
Position 22934: 0.996433283387857
Position 24797: 0.9950990523651702
Position 420: 0.978295263529281
Position 23484: 0.9728960917074239
Position 23965: 0.9591035764520923
Position 1378: 0.9317506164641116
Position 1636: 0.5147071038148598
Position 1640: 0.4852928961851441
Position 25012: 0.26994980202135566
Position 1344: 0.06044599176802101
Position 23149: 0.048442146255959294
Position 23480: 0.025818294465619184
Position 24206: 0.010038783071501663
Position 424: 0.009707107384341251
Position 23258: 0.007469314942091327
Position 434: 0.007160071113841868
Position 24138: 0.006100664314242841
Position 23617: 0.006067707258465597
Position 25066: 0.005858908895716828
Position 24694: 0.003333895150219007
Position 1179: 0.0031423611732203423
Position 25061: 0.0026775852250209126
Position 24495: 0.0025820598203704502
Position 1376: 0.001980750963522097
Position 97: 0.0019271962158415351
Position 24099: 0.0015394328137068342
Position 25169: 0.0015307628838714886
Position 24210: 0.0014793274976135093
Position 609: 0.001452946740728538
Position 1387: 0.0014453434162735312
Position 25176: 0.0010611993669505685
Position 24420: 0.0010467776074302795
Position 23969: 0.000811568048762848
Position 1108: 0.0008108658926887888
Position 24063: 0.0006898848179960972
Position 438: 0.000612568005064563
Position 23673: 0.0004879317960455468
Position 24595: 0.0004394524003751966
Position 1382: 0.0004004030514209134
Position 23774: 0.0003696832099600368
Position 24504: 0.00030617492939400624
Position 24424: 0.000261440194427039
Position 23712: 0.00020920424306492593
Position 23838: 0.00019819442504754727
Position 23758: 0.00019760660987766952
Position 24989: 0.0001675655260471624
Position 23806: 0.00015759956685523183
Position 24477: 0.00014478001236249667
Position 1439: 0.00013544080006908836
Position 23885: 0.0001316980400263487
Position 25041: 0.00012903328971605025
Position 225: 0.00011639085173453018
Position 24938: 0.00010540544480899369
Position 24607: 9.087709486736255e-05
Position 568: 9.075099264904857e-05
Position 76: 8.692948895843823e-05
Position 24300: 7.724807354551561e-05
Position 24238: 7.23514572453431e-05
Position 116: 6.730837475306074e-05
Position 442: 5.500408900935934e-05
Position 24786: 4.9896579435941175e-05
Position 3: 4.100467297865567e-05
Position 24801: 4.027357905479907e-05
Position 24115: 3.632737026307841e-05
Position 458: 3.468554254815673e-05
Position 1160: 3.299653558035732e-05
Position 855: 3.1149735344957285e-05
Position 25297: 2.914816842596305e-05
Position 103: 2.8239133564471307e-05
Position 242: 2.6174298048051985e-05
Position 1339: 1.8123685226254392e-05
Position 24268: 1.7168323189227258e-05
Position 23786: 1.707369441514198e-05
Position 590: 1.3522752423094196e-05
Position 23217: 1.1282345382172938e-05
Position 23827: 1.0660967460661982e-05
Position 802: 1.0645672956922208e-05
Position 24814: 9.289027294562835e-06
Position 101: 8.752699247564807e-06
Position 23108: 8.699870160220179e-06
Position 24987: 7.613643463739872e-06
Position 828: 7.434528609543595e-06
Position 895: 7.220514153072045e-06
Position 1313: 7.161317358974151e-06
Position 24324: 6.794629159771785e-06
Position 1213: 6.204903140868503e-06
Position 428: 5.8860703870469795e-06
Position 23560: 5.633929307651594e-06
Position 25121: 5.51859177554712e-06
Position 24726: 5.212147410323093e-06
Position 24788: 5.073189228129399e-06
Position 24715: 5.0591600570258e-06
Position 1183: 4.5847073488673e-06
Position 66: 4.28257985843373e-06
Position 1148: 4.011114172262992e-06
Position 604: 3.092805563919485e-06
Position 170: 2.4370947629823293e-06
Position 836: 2.416031997959849e-06
Position 639: 2.2314407478320604e-06
Position 94: 2.1955808884452097e-06
Position 846: 2.1274691093473013e-06
Position 464: 1.9730210062123628e-06
Position 961: 1.9235247914653427e-06
Position 25288: 1.8681263437075259e-06
Position 25094: 1.4973685263267843e-06
Position 25016: 1.3275503415121745e-06
Position 948: 1.273978254637891e-06
Position 777: 1.1544307662882804e-06
Position 705: 1.1341403155572743e-06
Position 1392: 8.557548536313298e-07
Position 208: 8.181465847957238e-07
Position 114: 6.873907756690398e-07
Position 25254: 6.007542204828266e-07
Position 24418: 1.8347391089369894e-07
Position 24354: 1.7026005500079158e-07
Position 547: 8.842321156682644e-08
Position 272: 6.673420064502191e-08
Position 24356: 4.177366618555213e-08
Position 362: 4.1444486938019896e-08
Position 365: 3.93744292060149e-08
Position 24668: 2.6652591477360617e-08
Position 24600: 2.54328458723169e-08
Position 142: 2.2562042783122046e-08
Position 267: 1.357442068645745e-08
Position 232: 5.965418255032683e-09
Position 269: 3.3501568579152005e-09
Position 312: 2.395831468464985e-09
Position 230: 1.624539061558595e-09
Position 471: 1.4387166261978997e-09
Position 771: 1.2043804121719251e-09
Position 392: 2.3393620843306354e-10
Position 299: 6.479192148835625e-11
Position 722: 8.98009663496723e-12
Position 588: 5.68367118825233e-12
Position 780: 3.765732140407019e-12
Position 684: 1.189320160339725e-12
Position 761: 8.263675485225575e-13
Position 25114: 3.4089597981454573e-13
Position 710: 1.06024742089976e-13
Position 741: 4.292884626987093e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 22818: 0.9976852010877533
Position 24864: 0.9950104862897099
Position 23545: 0.9898650342868359
Position 23006: 0.9840150317015763
Position 1438: 0.9811584938126412
Position 24020: 0.48605694361810853
Position 588: 0.44483634749733975
Position 24047: 0.2751713435215365
Position 943: 0.15612890756102454
Position 877: 0.14256810667441533
Position 24303: 0.11182203813845878
Position 25094: 0.09229993042674502
Position 25125: 0.0665975201552882
Position 25109: 0.061720724848433585
Position 23305: 0.05245918752968287
Position 828: 0.05159059594680574
Position 1230: 0.04824814227619737
Position 777: 0.040078172159968894
Position 25223: 0.03668690054522188
Position 761: 0.022625752881886528
Position 24062: 0.022067807939293655
Position 1303: 0.021126420861689265
Position 24068: 0.02068674303188591
Position 24220: 0.01924904553135491
Position 23035: 0.01471647086420814
Position 968: 0.014673121858466132
Position 894: 0.012873816001677033
Position 1500: 0.01268994539107508
Position 24675: 0.011795103459485538
Position 24023: 0.010427899471033363
Position 780: 0.007689894216291446
Position 25140: 0.007149243928129675
Position 25194: 0.0070669948648595365
Position 1213: 0.00651847557492754
Position 24374: 0.0063586907681845856
Position 974: 0.00633304551500266
Position 25175: 0.0057234253358472344
Position 24079: 0.0055961298055918615
Position 1488: 0.00542340296703302
Position 23605: 0.004937249760686443
Position 24698: 0.004436860458416456
Position 25191: 0.0032849894773349206
Position 654: 0.003160092828622469
Position 1167: 0.003064506262043334
Position 23233: 0.003023350385140525
Position 24155: 0.00287448896958726
Position 1235: 0.002671555101260993
Position 789: 0.002615665867106792
Position 698: 0.002480626345321816
Position 23571: 0.0023743092463246306
Position 24781: 0.0023439587622009657
Position 24099: 0.0022849676735247934
Position 24898: 0.0022207230047517406
Position 23793: 0.0019421141372133323
Position 705: 0.0018726605816451422
Position 24461: 0.001767914094597321
Position 1281: 0.0017015018551213147
Position 24572: 0.0016824630788404447
Position 23838: 0.0016124859077012803
Position 23812: 0.0016054914114630868
Position 495: 0.0011623557447808914
Position 23884: 0.0011390144804246495
Position 595: 0.0010510382891049325
Position 684: 0.001012972413398716
Position 25347: 0.001008406296151933
Position 24503: 0.0008923241560073544
Position 174: 0.0008744979288139807
Position 1034: 0.0008300720700545793
Position 1475: 0.0007281578292564888
Position 568: 0.0005874255979005558
Position 24561: 0.000582329321049989
Position 23774: 0.00048634015639982683
Position 23691: 0.00039650942757996896
Position 23578: 0.00035050754662411686
Position 24734: 0.00034953212530786174
Position 24512: 0.0003330476290875102
Position 186: 0.00028711089811622503
Position 24004: 0.00026067859963846976
Position 670: 0.0002053728305344872
Position 24747: 0.0001984155681379136
Position 24475: 0.00019040497966940972
Position 1210: 0.0001532929371861156
Position 1031: 0.0001506631968420801
