Gene = DCP2
index = 1119
Annotated 5SS: [ 953 3177 3461 4353]
Annotated 3SS: [2433 3241 3614 4408]
SMsplice 5SS: [ 953 2256 3177 3461 4353]
SMsplice 3SS: [2016 2336 3241 3614 4411]
top_k =  1000
Partition function (log Z): -2.9126992128474614

Sorted 5' Splice Sites (High to Low Probability):
Position 3177: 0.9963366624705458
Position 4353: 0.9892099575320493
Position 953: 0.8853556409487634
Position 2256: 0.48273913688009573
Position 2609: 0.32866838383628283
Position 3465: 0.30170049755042055
Position 1976: 0.23223827945459136
Position 2261: 0.21234555868308244
Position 6657: 0.10483241905797402
Position 5881: 0.0956816717677445
Position 1628: 0.08912464387339583
Position 1809: 0.07409876061548912
Position 5525: 0.03994390246655755
Position 6318: 0.038369111699415974
Position 5112: 0.03686096150871988
Position 1488: 0.031940570369317516
Position 990: 0.028760908529578508
Position 5138: 0.025523816649603424
Position 1385: 0.024821665345082188
Position 979: 0.019235981883238263
Position 1943: 0.018030929150772288
Position 2251: 0.016463136187065987
Position 3500: 0.01513686129105368
Position 2616: 0.014661033807543146
Position 6422: 0.013857269683615859
Position 3544: 0.013363776812923056
Position 1919: 0.011269508285436929
Position 785: 0.009520240744773804
Position 210: 0.00817034283818082
Position 174: 0.007556166616666777
Position 1641: 0.007410784010533842
Position 7609: 0.007285376588127636
Position 1859: 0.007136196175681185
Position 5908: 0.006234612150629003
Position 475: 0.005481975643930506
Position 220: 0.005014853787653679
Position 3522: 0.004610721728250898
Position 5854: 0.0036563331931283092
Position 443: 0.00353564738651669
Position 2866: 0.0032895439626262255
Position 5476: 0.0032198525271378083
Position 138: 0.002973120127106113
Position 3343: 0.0027995666099302954
Position 3704: 0.0026905798232844595
Position 578: 0.002690315536588324
Position 3447: 0.0025614102084517477
Position 3567: 0.0021222810516896883
Position 1604: 0.0020937308140100766
Position 961: 0.002017655543925782
Position 3525: 0.0018177238388953204
Position 1909: 0.001693695131637032
Position 1745: 0.0016511239060816808
Position 734: 0.0015516719266478497
Position 1397: 0.0015459670611386001
Position 2003: 0.001489058970455813
Position 469: 0.0014375577194577643
Position 103: 0.0014175944076412765
Position 5262: 0.0013938014428013016
Position 2162: 0.0013505619632669778
Position 3833: 0.0012425974355772594
Position 3893: 0.0009400649186299078
Position 3317: 0.0009290423140685607
Position 4967: 0.0007072994964163062
Position 3527: 0.0007053253459294436
Position 1254: 0.0006950501565097409
Position 5471: 0.0006698075517279795
Position 1051: 0.0005810349278419115
Position 257: 0.0005605822153197
Position 1028: 0.0005339060695286478
Position 3371: 0.0005309478155605185
Position 1676: 0.00048203033560611824
Position 2447: 0.00046419423952543044
Position 1479: 0.00041577083210439975
Position 4524: 0.0004144545090678153
Position 5641: 0.0004132553290905918
Position 1626: 0.00039800940644029614
Position 1545: 0.00038017332570788805
Position 1726: 0.0003009348736367415
Position 4385: 0.0002979623680324799
Position 2284: 0.0002945472796561603
