Gene = Shaw
index = 1500
Annotated 5SS: [3405 3578 3833 4387 5072 5580]
Annotated 3SS: [3459 3637 4167 4467 5450 8493]
SMsplice 5SS: [ 301 3405 3578 3833 4387 5072 5580]
SMsplice 3SS: [2689 3459 3637 4167 4467 5450 8511]
top_k =  1000
Partition function (log Z): 25.67988694443411

Sorted 5' Splice Sites (High to Low Probability):
Position 3578: 0.9999476930351575
Position 3833: 0.9997613047983359
Position 5580: 0.9988460930339039
Position 3405: 0.9962312130686001
Position 4387: 0.9929088427829269
Position 5072: 0.9906620455219757
Position 301: 0.6809774481650402
Position 2384: 0.3573515042036546
Position 2635: 0.17252562682925315
Position 1645: 0.16067645853203985
Position 2858: 0.14713332945601176
Position 2907: 0.1391585330903469
Position 7012: 0.09443338175280425
Position 2720: 0.09373370514493035
Position 311: 0.08785428337287896
Position 8643: 0.05694972487399591
Position 119: 0.051346735252721695
Position 124: 0.047244922552517284
Position 520: 0.04352987258365341
Position 10429: 0.039667971226865904
Position 1877: 0.028329453401429755
Position 7717: 0.028089074578570263
Position 10098: 0.025407882278148854
Position 6077: 0.023555369098805536
Position 2997: 0.02009268750295948
Position 5254: 0.01588916603762393
Position 5335: 0.012315580016059065
Position 2917: 0.010601171005162781
Position 1462: 0.010381329255510061
Position 384: 0.010368064342336683
Position 1987: 0.010284779793369787
Position 5093: 0.00906318897557307
Position 1892: 0.008861827081152726
Position 2381: 0.00864390253483731
Position 7660: 0.008034399903428266
Position 5345: 0.007984875087358975
Position 5839: 0.0076529483639382065
Position 8966: 0.006764468269881942
Position 1148: 0.006603581535566209
Position 628: 0.0061243379002081984
Position 2177: 0.005969568907933286
Position 4494: 0.005686200739562197
Position 1659: 0.005664155829973665
Position 954: 0.0055355090119460736
Position 400: 0.005293455373837571
Position 7413: 0.00502028127488713
Position 1485: 0.004880844222213632
Position 3241: 0.004241136899750383
Position 958: 0.0040173274383122765
Position 2578: 0.0038675717126612713
Position 7155: 0.003833407707458455
Position 5348: 0.0038095620384064935
Position 1312: 0.0037679310871375237
Position 2657: 0.003590125356583059
Position 7977: 0.003265022911516202
Position 5360: 0.0031447985167673297
Position 761: 0.002787867150684337
Position 4899: 0.002780230621078744
Position 534: 0.0026186520263057327
Position 2087: 0.0025876819634683993
Position 4289: 0.002453499159318105
Position 536: 0.002437906729884838
Position 839: 0.0021775365502450343
Position 783: 0.0020662355420878733
Position 2717: 0.002019436897576013
Position 1025: 0.0019453701294524746
Position 532: 0.001885680039749833
Position 127: 0.0017721529126897004
Position 7136: 0.0016908899341656668
Position 2311: 0.0015051396338368287
Position 463: 0.001439623009296894
Position 1345: 0.0012892063057705146
Position 2467: 0.0011747343951980563
Position 117: 0.0011452962675091048
Position 4060: 0.0011316728942374187
Position 1415: 0.0011302167226744891
Position 4930: 0.0011099604913210462
Position 8007: 0.0010677135843331356
Position 7346: 0.0009081385005608188
Position 735: 0.0008764740595506029
Position 2463: 0.0008336301826178875
Position 549: 0.0008136364980086167
Position 4833: 0.0007803064199618388
Position 1921: 0.0007035305087810496
Position 6022: 0.0007025927391939448
Position 2037: 0.0006856465576973943
Position 2335: 0.0006625281951923396
Position 5684: 0.0006554058287209629
Position 7062: 0.0006340458965887932
Position 4009: 0.0006202070171509165
Position 122: 0.0005419816175130592
Position 2276: 0.0004588719347932809
Position 6236: 0.0004522582305219928
Position 7719: 0.000447118442909714
