Gene = sstn
index = 1894
Annotated 5SS: [251 472]
Annotated 3SS: [ 370 1394]
SMsplice 5SS: [472]
SMsplice 3SS: [1394]
top_k =  1000
Partition function (log Z): -10.212518053960537

Sorted 5' Splice Sites (High to Low Probability):
Position 472: 0.9594273702886026
Position 251: 0.36061250697844105
Position 3374: 0.08053377384538885
Position 306: 0.029764032770331975
Position 983: 0.020188016868041815
Position 3377: 0.004502736059478503
Position 843: 0.003233815297562201
Position 3121: 0.0027864053619082152
Position 1028: 0.002752291300106046
Position 1629: 0.0018980642284861142
Position 18: 0.0015895191142540482
Position 144: 0.0014833623477282219
Position 1119: 0.0012333313240085444
Position 1155: 0.0007674059263640151
Position 150: 0.0005772167662706236
Position 766: 0.000572173047681747
Position 253: 0.000544069309056183
Position 1317: 0.00047667639410617574
Position 580: 0.0004212299543446792
Position 999: 0.00035299622143247013
Position 1858: 0.0003321042356046808
Position 967: 0.00032388232860367406
Position 1032: 0.00026399922794058443
Position 626: 0.00025756758159639317
Position 166: 0.0002519295119586386
Position 2362: 0.00021011727581168586
Position 461: 0.0001757962341713762
Position 118: 0.00016770359320971497
Position 1876: 0.00015624060121927687
Position 1293: 0.00013496457867608373
Position 476: 0.00011818732706674181
Position 632: 0.00010691114585883092
Position 955: 9.353251178721567e-05
Position 40: 8.734153736748082e-05
Position 1995: 6.3913942749655e-05
Position 974: 5.5172446958298626e-05
Position 198: 3.688910070979289e-05
Position 309: 2.707290529092346e-05
Position 613: 2.6142628612713862e-05
Position 2791: 2.600353181973128e-05
Position 483: 2.410917020880875e-05
Position 171: 2.4020029106671226e-05
Position 90: 2.1328921012000752e-05
Position 926: 1.9323723057516626e-05
Position 69: 1.5948565881634276e-05
Position 866: 1.1033636679034578e-05
Position 7: 9.939027363147495e-06
Position 74: 4.425386921148093e-06
Position 2829: 3.9801456246762285e-06
Position 35: 1.8600656378016031e-06
Position 616: 1.5351337927460926e-06
Position 743: 1.4726748786028834e-06
Position 677: 7.023513229820736e-07
Position 389: 6.562144287286312e-07
Position 500: 5.155116994691466e-07
Position 492: 4.743668336444702e-07
Position 524: 3.580263170648555e-07
Position 423: 3.3603867164689476e-07
Position 573: 3.289911586987327e-07
Position 738: 2.880067932509151e-07
Position 535: 2.7010858674094015e-07
Position 557: 2.2721966552525537e-07
Position 395: 2.0128556956163384e-07
Position 797: 1.5559424197178881e-07
Position 174: 1.2991894491093337e-07
Position 486: 9.495762928495462e-08
Position 507: 9.212077102483458e-08
Position 1312: 8.524104330705861e-08
Position 809: 5.7035689121923906e-08
Position 987: 5.1206190739777886e-08
Position 620: 4.9797072944871297e-08
Position 446: 4.487296613746627e-08
Position 977: 4.044655127126059e-08
Position 518: 3.341864084329547e-08
Position 604: 2.7653648280774823e-08
Position 932: 2.3498050260797596e-08
Position 1272: 2.27216755599873e-08
Position 636: 2.1988440443732466e-08
Position 467: 2.014417187178349e-08
Position 630: 8.074792185463144e-09
Position 527: 2.7513755439761386e-09
Position 919: 2.0482244353521835e-09
Position 530: 1.1145338697937425e-09
Position 671: 3.55361730697834e-10
Position 538: 6.501258599857928e-11
Position 399: 1.0302541869009917e-11
Position 638: 4.555106065583107e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 370: 0.383658146353059
Position 1394: 0.25965151922664
Position 3434: 0.2112091976370562
Position 3168: 0.1098572680127062
Position 671: 0.09050212626855428
Position 3617: 0.0683874566575375
Position 3631: 0.04674160093298208
Position 2411: 0.031128321874884086
Position 604: 0.024411276826083697
Position 1359: 0.020484135607524902
Position 3493: 0.018638968965369946
Position 809: 0.017803285421005594
Position 1588: 0.01346694183705507
Position 1175: 0.013254256279410839
Position 1782: 0.011687615311769881
Position 2884: 0.011304973631901943
Position 676: 0.009825029009401404
Position 1591: 0.009133818476924599
Position 932: 0.00769607368260283
Position 1362: 0.006284287371035293
Position 3838: 0.005691302662860413
Position 1275: 0.0052537208966705615
Position 2861: 0.0051994144576588555
Position 1628: 0.00507709206191885
Position 1916: 0.004715576352246422
Position 1221: 0.004575886232269815
Position 1939: 0.004489882450313244
Position 1070: 0.004262041580251533
Position 3514: 0.003739248213519144
Position 719: 0.003255659201920361
