Gene = ndl
index = 1815
Annotated 5SS: [ 287  853 2721 3852 4405 4794 6134 6366 6535 7586 8121 8468 8639 8845]
Annotated 3SS: [ 708  908 2781 3912 4459 4854 6195 6420 6600 7650 8175 8530 8700 8899]
SMsplice 5SS: [ 287  853 2366 2721 3852 4405 4794 6134 6366 6535 7586 8121 8484 8639
 8845]
SMsplice 3SS: [ 708  908 2552 2781 3912 4459 5868 6195 6420 6600 7650 8175 8530 8700
 8899]
top_k =  1000
Partition function (log Z): 26.6050946015193

Sorted 5' Splice Sites (High to Low Probability):
Position 7586: 0.9978904523244135
Position 853: 0.9978577941955711
Position 8639: 0.9949595574328556
Position 4405: 0.983331037056486
Position 6535: 0.980812630786369
Position 2721: 0.9722315294866679
Position 4794: 0.9082310557364085
Position 6366: 0.8140840459767797
Position 6134: 0.7800525046696911
Position 8845: 0.701859962973078
Position 8121: 0.6947890473004903
Position 8484: 0.6860687468741552
Position 287: 0.5680196409444946
Position 2366: 0.4528688309163639
Position 3852: 0.44636222183969293
Position 995: 0.3472705602335798
Position 8468: 0.2972669985061137
Position 5577: 0.27411458757533286
Position 3855: 0.25388556345701074
Position 7823: 0.2418950944332343
Position 5197: 0.17695087079987462
Position 604: 0.1504373015586244
Position 2860: 0.14105869254901626
Position 552: 0.1198867148210872
Position 8835: 0.10824861977873025
Position 5298: 0.10646529133787588
Position 8980: 0.07108974907802972
Position 9346: 0.060335489089083816
Position 6995: 0.05590090859309735
Position 535: 0.04033599285058683
Position 5809: 0.03381272929958559
Position 6759: 0.029423502601266634
Position 5265: 0.028377397347790382
Position 3824: 0.022786553736297996
Position 4060: 0.015636778523867002
Position 4608: 0.01353311835183778
Position 1448: 0.010726991038029985
Position 4757: 0.010071703768806445
Position 1478: 0.009877237331753667
Position 2163: 0.00966133092473996
Position 3088: 0.009228112326655573
Position 2361: 0.008839707544783075
Position 1419: 0.008659108841475072
Position 9003: 0.008658835141355665
Position 1212: 0.008627644277406915
Position 6138: 0.008308816124784832
Position 6894: 0.007849157685767834
Position 8073: 0.007437662587318312
Position 4981: 0.007421939088509309
Position 2947: 0.007421160184453879
Position 28: 0.006391734701787683
Position 1256: 0.006379135524485005
Position 2878: 0.006333894230068681
Position 8083: 0.005092837488590036
Position 2904: 0.005013313028137934
Position 4972: 0.004833621540679118
Position 8093: 0.004555100568184461
Position 401: 0.004274794081583285
Position 7176: 0.004227436982077026
Position 5040: 0.003971064628199788
Position 8472: 0.003526178630893983
Position 7859: 0.0034188703566124753
Position 5388: 0.0033531911585888514
Position 608: 0.0033310067699006897
Position 6547: 0.0032783213276979797
Position 7225: 0.003220606549857266
Position 8776: 0.003124935526695305
Position 3539: 0.0030812247424052987
Position 4252: 0.0029249351130207677
Position 197: 0.002621823089471315
Position 1581: 0.002462474375097622
Position 8635: 0.0024305620538563784
Position 3628: 0.0023427886095218286
Position 7173: 0.002317002372198731
Position 6145: 0.002009564531013017
Position 3043: 0.002007035457309081
Position 8128: 0.0018397330930312037
Position 523: 0.0014934994952448806
Position 7943: 0.001488592715260922
Position 4754: 0.0013252230301567958
Position 8994: 0.0013249250221747365
Position 7985: 0.0012544669886267522
Position 5114: 0.0012193201924980952
Position 1874: 0.0011571953222766832
Position 2972: 0.0011499010780759151
Position 2577: 0.001126034975525664
Position 9118: 0.0010975216504046444
Position 1472: 0.0010835111792026832
Position 2255: 0.0010511330489523347
Position 1097: 0.0009508808545797781
Position 7359: 0.0009439611305201547
Position 1787: 0.000907013423606867
Position 3620: 0.0009052201249253961
Position 6539: 0.0008915343797685707
Position 31: 0.0008443496401584389
Position 3996: 0.0007958381182936188
Position 2111: 0.0007914430764792597
Position 3347: 0.0007592547319657798
Position 9258: 0.000746862734203643
Position 1147: 0.0006848443794353659
Position 857: 0.000642472408391674
Position 153: 0.0006336344590754039
Position 3616: 0.0006241959307598489
