Gene = TrissinR
index = 1566
Annotated 5SS: [ 1246 21949 24483 26256 27028 27823 28895 29255 32315]
Annotated 3SS: [21300 24337 26095 26826 27471 28879 28988 32094 32399]
SMsplice 5SS: [  149 21949 24483 26256 27028 28895 29255 32315]
SMsplice 3SS: [21300 24337 26095 26826 27471 28988 32094 32399]
top_k =  1000
Partition function (log Z): 6.924738839228276

Sorted 5' Splice Sites (High to Low Probability):
Position 27028: 0.988312056869381
Position 32315: 0.9873882531287392
Position 26256: 0.9832599307035498
Position 29255: 0.9697795203294413
Position 24483: 0.9454821330202577
Position 28895: 0.7595912688643901
Position 21949: 0.6824997176577361
Position 27823: 0.6516118702446431
Position 10397: 0.5513677241745609
Position 1246: 0.5466745761465879
Position 149: 0.5407327422648747
Position 30028: 0.48329187807735335
Position 21372: 0.3882380102535877
Position 8793: 0.2277575129327858
Position 8028: 0.19348052928141543
Position 27590: 0.15743918779807764
Position 9531: 0.15427073920043022
Position 26660: 0.09032547832697355
Position 28650: 0.0699136742397846
Position 30799: 0.054321131674520975
Position 83: 0.04775757996645776
Position 29804: 0.046804999181354834
Position 31543: 0.039108733010987974
Position 7797: 0.03456467889504785
Position 32635: 0.03259241273645112
Position 28610: 0.030960948261261532
Position 27986: 0.02912821744075642
Position 12672: 0.021164950750641707
Position 1075: 0.017711992668033173
Position 10849: 0.01554218968170682
Position 406: 0.013034872936407078
Position 31464: 0.011482143951775815
Position 9098: 0.011274363873980847
Position 7945: 0.00834205985211422
Position 27691: 0.007068473116196788
Position 9990: 0.006736460073248359
Position 209: 0.006726902683279208
Position 2354: 0.005725430421017899
Position 29388: 0.004874069554299985
Position 219: 0.004701295036309945
Position 413: 0.004540053273953076
Position 27200: 0.004513953824889304
Position 4150: 0.004447522534703732
Position 390: 0.004313840670780439
Position 27175: 0.004303753174617454
Position 30740: 0.0037263470014076514
Position 28258: 0.0037215039478209417
Position 29371: 0.0036088965753124517
Position 27260: 0.003332994550781052
Position 1440: 0.0025964416486056858
Position 862: 0.0022604662944327868
Position 8199: 0.0021796687125081936
Position 274: 0.0021412470613357305
Position 27685: 0.0019878192301973976
Position 28529: 0.0016985577649326258
Position 29501: 0.0015267866464314084
Position 4014: 0.0015211160780075788
Position 12074: 0.0014829953611539943
Position 27309: 0.0014679212122192392
Position 12282: 0.0013340214411983054
Position 31588: 0.0011992997314441277
Position 4027: 0.001186335641767793
Position 26737: 0.0011413466029098769
Position 27710: 0.0010319513052079396
Position 27782: 0.0008029802606884909
Position 2466: 0.0007875190174991763
Position 12322: 0.0007326007393474129
Position 570: 0.0007033820497073635
Position 1127: 0.0006777669377657169
Position 28271: 0.0006545344821794072
Position 331: 0.0006165407516921801
Position 27862: 0.0006097678028157784
Position 32621: 0.0005959361461326265
Position 26951: 0.0004949702169636382
Position 28500: 0.0004884247751657906
Position 8806: 0.00046865221190371795
Position 27725: 0.0004545096516948855
Position 1047: 0.0004219782007669178
Position 27034: 0.00041527496788662033
Position 1020: 0.0004025400998197699
Position 4637: 0.00039016309042966095
Position 27695: 0.00033657296016707924
Position 28283: 0.0003030881833654042
Position 1684: 0.0002950181134998093
Position 29577: 0.0002898239530625047
Position 26606: 0.0002815365368563298
Position 11140: 0.00027192900135454654
Position 230: 0.00026014744864839265
Position 29225: 0.0002355100774260987
Position 12237: 0.00022049214654138463
Position 28321: 0.00021052506118173075
Position 26624: 0.00020162014351997117
