Gene = Hip1
index = 1211
Annotated 5SS: [ 299 1412 2202 2368 3179 3671 4142]
Annotated 3SS: [ 989 1470 2257 2431 3234 3736 4198]
SMsplice 5SS: [ 830 1412 2202 2368 3179 3671 4142]
SMsplice 3SS: [ 989 1470 2257 2431 3234 3736 4198]
top_k =  1000
Partition function (log Z): 6.291053141600644

Sorted 5' Splice Sites (High to Low Probability):
Position 3671: 0.9955492730695744
Position 3179: 0.9825599550131887
Position 4142: 0.9727465511051242
Position 2368: 0.8725205214340642
Position 1412: 0.7971224987732397
Position 2202: 0.5556709271224305
Position 3328: 0.4742076000836105
Position 830: 0.308390822922977
Position 299: 0.27106709613859914
Position 303: 0.15541757952785912
Position 390: 0.14235733820719684
Position 919: 0.1351101166286487
Position 1239: 0.10718269873180296
Position 1971: 0.05434409770690083
Position 762: 0.05276418107736905
Position 1297: 0.05014317698192629
Position 1719: 0.035354018333119
Position 4655: 0.029218898212889484
Position 4876: 0.024538882253571388
Position 4872: 0.021148764143034106
Position 1587: 0.012815294241582566
Position 4036: 0.01018547456606966
Position 938: 0.009654923049850963
Position 866: 0.009615057717965043
Position 2134: 0.00954282758731922
Position 940: 0.007979388584736758
Position 4393: 0.007427326751369694
Position 1633: 0.007281947226871216
Position 238: 0.006671619193287842
Position 766: 0.0061197801950455604
Position 1552: 0.005604840041602503
Position 1651: 0.004169137227554656
Position 704: 0.0041411133153839794
Position 141: 0.0038877839034315528
Position 4421: 0.003436157588597102
Position 3665: 0.0029566394587498632
Position 4325: 0.0027383789473080173
Position 3090: 0.0027050708296513606
Position 3371: 0.0023990392559326214
Position 1630: 0.0018963586491159805
Position 4532: 0.0018961784913053153
Position 2471: 0.001850446078372714
Position 760: 0.0017577534674477178
Position 388: 0.00175508705361398
Position 252: 0.0017368091623642071
Position 2886: 0.0017120812577777387
Position 2531: 0.0014861938862647786
Position 714: 0.0014639208574752686
Position 561: 0.0014157349986708074
Position 381: 0.0013157548087456396
Position 256: 0.001258172015641496
Position 173: 0.001096716813168483
Position 1754: 0.0009669588140631525
Position 164: 0.0009629419795628357
Position 4808: 0.0008499600233192434
Position 1416: 0.0008306558993412694
Position 1132: 0.0007798417252385771
Position 638: 0.0007598490362445473
Position 4408: 0.0007248709215550858
Position 463: 0.0006042927875361751
Position 1250: 0.0005979911395651556
Position 2654: 0.0005590073075650788
Position 645: 0.0004602118548278118
Position 800: 0.0004353621182400357
Position 1768: 0.0004346511645163746
Position 2117: 0.00032647796869118454
Position 2651: 0.00032643188605474354
Position 923: 0.0003125689793268695
Position 182: 0.0002958648312164696
Position 1674: 0.0002844300635319753
Position 1292: 0.0002741205563293653
Position 3290: 0.0002202160151143528
Position 2436: 0.00021746959017113925
Position 2969: 0.0001814123331027327
Position 1963: 0.00016373484384328777
Position 1151: 0.00015920160938073983
Position 404: 0.00014676538401709415
Position 3487: 0.00014428149349220547
Position 368: 0.00012619565383924187
Position 1604: 0.00012195237444314813
Position 1480: 0.00011900350029285266
Position 1889: 0.00011099461075123892
Position 3386: 0.00010884688142861183
