Gene = Sbp2
index = 1470
Annotated 5SS: [530 812]
Annotated 3SS: [590 864]
SMsplice 5SS: [530 812]
SMsplice 3SS: [590 864]
top_k =  1000
Partition function (log Z): -3.489990853261538

Sorted 5' Splice Sites (High to Low Probability):
Position 530: 0.9821435880052679
Position 812: 0.7654583213144504
Position 244: 0.046854959856865615
Position 321: 0.005337284276790225
Position 763: 0.0036883582506780557
Position 498: 0.0027466200084892514
Position 393: 0.0022043362754215323
Position 390: 0.0013111401913140158
Position 544: 0.0009955378049202027
Position 457: 0.0007763366577974713
Position 308: 0.0007259954912860205
Position 816: 0.0006954393059179384
Position 113: 0.0005477130016374121
Position 317: 0.00040671837494419443
Position 438: 0.0002771205993530812
Position 397: 0.00017267181768796478
Position 327: 0.00010202832585123634
Position 547: 8.318940144268871e-05
Position 771: 5.1232621297699317e-05
Position 865: 4.478976214661656e-05
Position 384: 2.635862853604477e-05
Position 325: 2.3917007360805763e-05
Position 360: 2.3741692344830282e-05
Position 255: 1.5421501383327184e-05
Position 918: 1.3058064957589764e-05
Position 827: 6.490688904510686e-06
Position 990: 4.85727696358089e-06
Position 1067: 3.1294507750725146e-06
Position 165: 2.373952532105324e-06
Position 774: 1.8808971909710452e-06
Position 985: 1.6907236539365617e-06
Position 1088: 1.3385128493773673e-06
Position 642: 1.293512261749306e-06
Position 727: 1.1918474719976872e-06
Position 596: 1.1855340078221377e-06
Position 718: 1.148854922586977e-06
Position 868: 7.66062158384162e-07
Position 725: 4.658845258063941e-07
Position 1060: 2.6955247969231933e-07
Position 575: 2.1750027260487416e-07
Position 639: 1.7048681454746728e-07
Position 627: 1.1528902548007458e-07
Position 611: 1.1246480417834055e-07
Position 562: 1.0701385070500876e-07
Position 701: 9.599110535528215e-08
Position 72: 5.548477518356326e-08
Position 630: 4.226533309052579e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 590: 0.9968152475096085
Position 864: 0.6762434209595098
Position 911: 0.03424486973984906
Position 296: 0.02939582878067429
Position 908: 0.019630430169701847
Position 873: 0.015192327464171589
Position 293: 0.010116912551531746
Position 971: 0.006225317848984879
Position 888: 0.0057168773146443015
Position 885: 0.0049203537922220585
Position 457: 0.004413786860799099
Position 946: 0.0033638369723045214
Position 1032: 0.0027346149496121426
Position 307: 0.001750040684051921
Position 1050: 0.0007177158167156483
Position 839: 0.0007016788986590455
Position 299: 0.000662319810685818
Position 347: 0.0005086591958203858
Position 344: 0.0003669150814957388
Position 269: 0.00011685193999447032
Position 381: 0.00010925699025467096
Position 489: 0.00010579887175128427
Position 975: 9.377856814493662e-05
Position 943: 7.899783565665988e-05
Position 1126: 5.9645745646403883e-05
Position 526: 5.280252980982742e-05
Position 393: 5.066054001392325e-05
Position 390: 4.607784623700647e-05
Position 639: 4.4524847932087e-05
Position 666: 4.0317416815125804e-05
Position 498: 3.839549125414755e-05
Position 669: 3.6362624649327335e-05
Position 624: 2.11527666316792e-05
Position 1120: 1.7928405447483423e-05
Position 1052: 1.7786277729635915e-05
Position 1014: 1.638773948433783e-05
Position 1078: 1.133541990140744e-05
Position 173: 1.0281464993545496e-05
Position 431: 1.005634169930462e-05
Position 231: 8.50566996491905e-06
Position 317: 7.899382501644236e-06
Position 1132: 7.450109043179717e-06
Position 647: 5.852929520231516e-06
Position 366: 4.122853865013547e-06
Position 1135: 3.3877147540439603e-06
Position 438: 3.277392017292528e-06
Position 247: 3.020107364422107e-06
Position 360: 1.4622866861069019e-06
Position 812: 1.42247840063504e-06
Position 736: 1.1755647751713332e-06
Position 402: 1.04163646030755e-06
Position 221: 9.546578331689382e-07
Position 384: 7.215847998641711e-07
Position 243: 7.108463108666206e-07
Position 529: 6.116528058906517e-07
Position 697: 5.782241701474702e-07
Position 241: 5.546087487687332e-07
Position 627: 4.198452650078817e-07
Position 690: 3.961622823290635e-07
Position 255: 3.8619813544123377e-07
Position 918: 3.769169423791513e-07
Position 193: 3.626977969716509e-07
Position 203: 2.1586980401369598e-07
Position 314: 1.1229074967525177e-07
Position 1067: 8.622889760471227e-08
Position 368: 4.32404315126413e-08
Position 816: 4.012886590965829e-08
Position 733: 3.491056033000346e-08
Position 178: 3.454199429038718e-08
Position 752: 1.4152635388617334e-08
Position 130: 1.0357422982753035e-08
Position 125: 1.7465932234930627e-09
Position 762: 3.158645224017847e-10
Position 143: 7.664743346388804e-11
Position 357: 1.6787158076285002e-14
Position 140: 2.12151199110168e-15
Position 353: 7.265830818634781e-16
Position 355: 6.095066793861605e-19
