Gene = Nse4
index = 1333
Annotated 5SS: [ 180  449  673 1066]
Annotated 3SS: [ 230  504  735 1120]
SMsplice 5SS: [ 180  449  673 1066]
SMsplice 3SS: [ 230  504  735 1120]
top_k =  1000
Partition function (log Z): 14.561219998595133

Sorted 5' Splice Sites (High to Low Probability):
Position 180: 0.9999296884555828
Position 673: 0.9995235952575636
Position 449: 0.9709587333179813
Position 1066: 0.9154070938046583
Position 1501: 0.23072397237584527
Position 1172: 0.14593847102272056
Position 1505: 0.06911907597318451
Position 1061: 0.029135411306651607
Position 1279: 0.02354804988499951
Position 453: 0.019584238414296747
Position 1312: 0.017611094351550487
Position 1321: 0.012150304972456774
Position 434: 0.002945421700863663
Position 1176: 0.0024452060119622104
Position 795: 0.00152080965811613
Position 1483: 0.0007343851771494833
Position 861: 0.0006473802928571171
Position 799: 0.00043675579423072366
Position 1260: 0.0004088162019569427
Position 1070: 0.00039534526429605744
Position 1454: 0.0003850179825129512
Position 386: 0.0001957473822123867
Position 1463: 0.0001540425544900091
Position 974: 0.0001447157804723528
Position 372: 0.0001393769520817646
Position 1478: 0.00012554155808139719
Position 677: 0.00011879713924832256
Position 462: 0.00010467819328955998
Position 985: 8.759640169487327e-05
Position 1127: 8.587144803956037e-05
Position 628: 8.427144799235321e-05
Position 1040: 6.290091197002289e-05
Position 24: 5.7857211904054564e-05
Position 30: 5.5373816847354215e-05
Position 483: 5.348260268293786e-05
Position 389: 4.978256514942583e-05
Position 1251: 4.843773293890803e-05
Position 1199: 3.346569786104245e-05
Position 1212: 3.254412718008833e-05
Position 994: 3.048273823438735e-05
Position 419: 3.0355809764867095e-05
Position 1009: 2.5655578358741257e-05
Position 1221: 2.5433803178414915e-05
Position 1289: 2.477706141297115e-05
Position 184: 1.8885219120688766e-05
Position 1291: 1.8661578773941072e-05
Position 631: 1.8424322512299292e-05
Position 1156: 1.6634329468459497e-05
Position 488: 1.4600593867021134e-05
Position 634: 1.272939172988039e-05
Position 1026: 1.2092317449924036e-05
Position 684: 9.639529782109614e-06
Position 647: 9.155578116215847e-06
Position 1509: 8.266261814537693e-06
Position 1051: 6.7966479034591834e-06
Position 330: 5.327653795219487e-06
Position 514: 4.8026266713943085e-06
Position 460: 2.8642803557138754e-06
Position 1244: 2.630829940649402e-06
Position 567: 2.553002256737088e-06
Position 144: 2.2668409341885183e-06
Position 551: 1.9971471837428196e-06
Position 991: 1.7359273793228223e-06
Position 1377: 1.4751512900123224e-06
Position 1366: 1.4198669625215529e-06
Position 1084: 1.4154460964064206e-06
Position 1427: 1.2148492970563652e-06
Position 702: 1.1118175092328351e-06
Position 761: 1.0370284676845653e-06
Position 927: 8.038093668429978e-07
Position 70: 4.4107782012896453e-07
Position 616: 3.6935874222725514e-07
Position 262: 2.6594417090002343e-07
Position 732: 1.9973305520210483e-07
Position 736: 1.8233182871414585e-07
Position 934: 1.2239219748576813e-07
Position 924: 1.0339553029883228e-07
Position 65: 7.87247483422045e-08
Position 749: 6.004430727246774e-08
Position 904: 5.892613961864312e-08
Position 350: 5.797943750532575e-08
Position 97: 2.478227471903318e-09
Position 711: 6.942969624033296e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.998991805653059
Position 735: 0.9864204123217154
Position 504: 0.9862270015497753
Position 1120: 0.9384191072497057
Position 1562: 0.3185735849734847
Position 1240: 0.08184803597107296
Position 1363: 0.036688420758867725
Position 1377: 0.031694238011805556
Position 1366: 0.03162730474770563
Position 739: 0.010202157340304597
Position 567: 0.004863116613438948
Position 1519: 0.004226129944756999
Position 1312: 0.0028712038068253436
Position 523: 0.002542456370718692
Position 942: 0.0019584578863284974
Position 909: 0.0017549605677499535
Position 939: 0.0014942976102382637
Position 1251: 0.0012355934571055193
Position 1289: 0.0007310100450264901
Position 278: 0.0006028076722142562
Position 1132: 0.0005985812404723683
Position 292: 0.00026984616435463127
Position 596: 0.00024646969300350053
Position 780: 0.0001765651813837168
Position 747: 0.0001514006128198631
Position 1466: 0.0001392828851837881
Position 1533: 0.00012497287556799885
Position 1199: 0.0001236803712925215
Position 613: 0.00011782492095873849
Position 1212: 9.905675246966428e-05
Position 627: 6.677567546766728e-05
Position 70: 5.7486794093346504e-05
Position 296: 5.415568871419069e-05
Position 105: 5.339075824685266e-05
Position 1091: 4.1212994186771494e-05
Position 759: 3.390478738995419e-05
Position 1176: 3.278275851291343e-05
Position 1164: 2.726398552634051e-05
Position 1489: 2.1512245919333552e-05
Position 1469: 1.9851398250157028e-05
Position 535: 1.148688739009059e-05
Position 702: 9.586604681379044e-06
Position 754: 9.033649001944424e-06
Position 575: 8.843897569315754e-06
Position 1538: 5.593623365013802e-06
Position 309: 5.093470941471398e-06
Position 1032: 4.246087343296344e-06
Position 1186: 3.1268851163718084e-06
Position 1015: 2.970184855504205e-06
Position 969: 2.3639162748022155e-06
Position 532: 1.5513119035957786e-06
Position 232: 1.280204213649875e-06
Position 364: 1.0918688713621398e-06
Position 850: 1.0829504621555927e-06
Position 816: 1.0306903740233258e-06
Position 280: 7.67102803141828e-07
Position 128: 7.335175846244625e-07
Position 525: 7.288690647383621e-07
Position 386: 6.167050639508021e-07
Position 793: 3.744729169546654e-07
Position 787: 1.811460890575462e-07
Position 323: 1.2421205728957195e-07
Position 313: 1.150443687545749e-07
Position 260: 1.1165247517381721e-07
Position 838: 7.92056899132605e-08
Position 761: 3.213982393934354e-08
Position 790: 3.130072914103816e-08
Position 642: 2.816612114607803e-08
Position 398: 2.6886725695352527e-08
Position 852: 2.1643103518366317e-08
Position 824: 1.8507575574998026e-08
Position 1065: 1.3590309890770121e-08
Position 452: 1.1663235844578825e-08
Position 166: 1.0508355240627852e-08
Position 744: 5.933520596694105e-09
Position 527: 2.376238486511608e-09
Position 677: 2.044655299090511e-09
Position 262: 9.547275214932907e-10
Position 673: 5.587239349250676e-10
Position 175: 8.524846405549172e-11
Position 179: 9.751113917392836e-12
Position 184: 4.6341214929227215e-14
