Gene = Rab3-GAP
index = 1403
Annotated 5SS: [ 104  469 2316 2598 2787 3972 4355]
Annotated 3SS: [ 158  521 2380 2658 2845 4156 4417]
SMsplice 5SS: [ 104  469 2316 2598 2787 3972 4355]
SMsplice 3SS: [ 158  521 2380 2658 2845 4156 4417]
top_k =  1000
Partition function (log Z): 11.779754280901916

Sorted 5' Splice Sites (High to Low Probability):
Position 2787: 0.9990282295431172
Position 2598: 0.9922492921943797
Position 3972: 0.9862261131059259
Position 4355: 0.9753904206050296
Position 469: 0.844382356537169
Position 104: 0.7941728096175904
Position 2316: 0.7313086653991779
Position 3139: 0.3867946442006473
Position 3472: 0.293636737950451
Position 3128: 0.16278675197563452
Position 959: 0.09135610529499232
Position 4597: 0.0708768153047904
Position 2922: 0.061112411504961814
Position 1726: 0.04549876467240069
Position 4574: 0.038632704611122476
Position 735: 0.034558108124871936
Position 683: 0.034238222461721375
Position 1472: 0.0331443660099107
Position 2041: 0.023904508601609666
Position 2992: 0.020289991453975583
Position 2164: 0.01684675426771383
Position 449: 0.015824051742413487
Position 1387: 0.015079546382495566
Position 4076: 0.013848202331632134
Position 1780: 0.00903818285252472
Position 698: 0.006009992658674498
Position 169: 0.005705867624285224
Position 4621: 0.005620860075208905
Position 4564: 0.005441325755294254
Position 856: 0.005194779977326485
Position 298: 0.004707123767301002
Position 695: 0.004195682969805759
Position 2565: 0.0040053438990058105
Position 976: 0.00361407237085819
Position 3417: 0.0035026764070282697
Position 3045: 0.003499561326263963
Position 1194: 0.0032657779565291533
Position 938: 0.0030216977474449517
Position 1719: 0.0028766863723442794
Position 3126: 0.0028030078274060267
Position 4578: 0.002733574489495246
Position 3026: 0.002582097913930652
Position 2963: 0.002266943946113201
Position 3074: 0.002049777320107214
Position 1189: 0.001945498824837599
Position 3640: 0.0018562770466658215
Position 1484: 0.0017887258505907167
Position 2997: 0.0017215587909922155
Position 964: 0.0016738172614502445
Position 2304: 0.0016235313800780058
Position 673: 0.001570348427455055
Position 447: 0.001156879860467796
Position 886: 0.0011084394952485005
Position 3319: 0.0010613246568823306
Position 3980: 0.0009677727327838576
Position 2553: 0.0008981221074712308
Position 3242: 0.0008227411941181287
Position 2201: 0.0008034624025850306
Position 702: 0.0007007877805968223
Position 40: 0.0006093749845082644
Position 2521: 0.0005954544832210619
Position 4072: 0.00059139660651775
Position 3477: 0.0005876807704334111
Position 3304: 0.0005748857190478302
Position 4089: 0.0005636706443738172
Position 4679: 0.0004897735952585684
Position 721: 0.0003700016366671295
Position 1983: 0.000332751194728165
Position 1706: 0.00031163572239136227
Position 228: 0.0003088751610040156
Position 131: 0.0003026725432307337
Position 3942: 0.00027149254844107594
Position 718: 0.0002668252233934139
Position 1845: 0.0002648877328137401
Position 4729: 0.00023532374000426523
Position 473: 0.00021241353594184424
Position 425: 0.00020145014272225179
Position 62: 0.00016689387489037156
Position 2183: 0.00014759540800979098
Position 2602: 0.00014731986367175822
Position 1254: 0.00014711875269899193
Position 2145: 0.00014086154797149415
Position 741: 0.00013345537576948537
Position 842: 0.00011773287738951772
Position 3663: 0.00011491428865340798
Position 836: 0.00010531990387942496
Position 3226: 9.55360953848225e-05
Position 3934: 8.29695164091364e-05
Position 3464: 8.127096495610662e-05
Position 1198: 8.020683079687122e-05
Position 3184: 7.989515455768174e-05
Position 3596: 7.72823032030604e-05
Position 1425: 7.159846655127927e-05
Position 4330: 5.9952363492582426e-05
Position 1292: 5.830930891544717e-05
Position 4697: 5.7165833657924864e-05
Position 2974: 5.3681021399262235e-05
Position 4709: 4.796108109924704e-05
Position 3881: 4.7191508831044955e-05
Position 488: 4.203699175642111e-05
Position 3249: 3.915996648828668e-05
Position 287: 3.1645160620784644e-05
Position 4319: 3.112347236797668e-05
Position 76: 3.0867119408948876e-05
Position 118: 2.9279807881267352e-05
Position 2499: 2.3810174322784798e-05
Position 3254: 2.3156491555501737e-05
Position 329: 1.886550742647444e-05
Position 4263: 1.509064772723078e-05
Position 2446: 9.013434694617998e-06
Position 2486: 8.578132389308707e-06
Position 4180: 8.446796950738846e-06
Position 3443: 7.674788940288688e-06
Position 538: 7.434473943527002e-06
Position 153: 6.111007325913813e-06
Position 2791: 5.893347244697537e-06
Position 235: 4.8350897968921725e-06
Position 2544: 4.437071695310113e-06
Position 4534: 4.180299239103106e-06
Position 2845: 3.850251397427546e-06
Position 2871: 3.7695695339068104e-06
Position 2767: 3.502299817185956e-06
Position 3216: 2.7737502032332148e-06
Position 2929: 2.538524522837123e-06
Position 2908: 2.3924686296538857e-06
Position 9: 2.269742223086637e-06
Position 7: 2.155618009210889e-06
Position 3078: 1.6620602620260208e-06
Position 404: 1.6527279121171261e-06
Position 763: 1.5393308003884702e-06
Position 618: 1.5318476323673568e-06
Position 4359: 1.2933095656376843e-06
Position 2730: 1.0096113661875837e-06
Position 4300: 5.570005809946244e-07
Position 412: 5.09278997039811e-07
Position 4168: 4.807161112214416e-07
Position 476: 3.5385258606401914e-07
Position 558: 2.6664735888696083e-07
Position 2943: 2.398870333163351e-07
Position 2708: 1.3055013656637753e-07
Position 398: 9.055129182038006e-08
Position 4294: 8.450014453039177e-08
Position 820: 5.8682019369111976e-08
Position 3485: 9.759024052804458e-09
Position 4386: 5.465358433345839e-09
Position 4498: 2.5685681409226525e-09
Position 521: 1.8096080219540343e-09
Position 2761: 1.5237073987594416e-09
Position 3236: 4.1072124662204345e-10
Position 1481: 2.446089549944241e-11
Position 547: 1.8481700011801957e-11
