Gene = Svil
index = 1534
Annotated 5SS: [ 89615 107183 107574 117498 118075 118304 120382 120692]
Annotated 3SS: [106908 107417 117355 117563 118145 118362 120443 120750]
SMsplice 5SS: [   211    595  25302  37810  58574  62176  66184  66433  68447  82499
  83614 107183 107574 117498 118075 118304 120382 120692]
SMsplice 3SS: [   276  24899  37735  56970  61843  65734  66332  66843  81935  83490
 106908 107417 117355 117563 118145 118362 120443 120750]
top_k =  1000
Partition function (log Z): -115.02179378850312

Sorted 5' Splice Sites (High to Low Probability):
Position 25302: 0.9406588981116563
Position 211: 0.7675403790699541
Position 595: 0.716838695746342
Position 1789: 0.4800550074225893
Position 14511: 0.3086969772234559
Position 613: 0.21049171844342612
Position 37810: 0.20229415838136414
Position 7753: 0.12743763633495322
Position 7546: 0.10531440576166559
Position 24996: 0.08906542232629455
Position 12434: 0.06518539659410612
Position 174: 0.06433367644209476
Position 398: 0.022294287010183707
Position 20073: 0.019027168518301683
Position 4269: 0.013352129368201668
Position 2042: 0.008082145479619572
Position 607: 0.005176398222566326
Position 5892: 0.005127843980898963
Position 5198: 0.004359264987819645
Position 217: 0.004206384956219275
Position 6019: 0.004129574592652453
Position 5565: 0.0036960811720482675
Position 195: 0.00367221857889791
Position 7807: 0.003437970850423944
Position 187: 0.0031793916104428245
Position 277: 0.0030480981531541716
Position 1660: 0.002753097611464123
Position 402: 0.0027391238079807036
Position 1343: 0.002342772926123262
Position 4288: 0.0019800111330406343
Position 1302: 0.0019249076445723315
Position 4017: 0.0014552238294485238
Position 2093: 0.001411822419541158
Position 388: 0.0013511519913574556
Position 12180: 0.0012400267244522599
Position 769: 0.001201671874355319
Position 404: 0.0008946356988420851
Position 7224: 0.0008121903153459496
Position 948: 0.0007746533676632735
Position 225: 0.0006446083549248831
Position 198: 0.0005194435092431157
Position 474: 0.00031109393580433173
Position 249: 0.000286632370910076
Position 1491: 0.0002590737145053526
Position 189: 0.00022033837023555
Position 643: 0.00020853857096887174
Position 368: 0.0001794445060936278
Position 1221: 0.00017597423531630208
Position 1235: 0.00016557200234326868
Position 605: 0.00016077027448415166
Position 636: 0.00013260745146855915
