Gene = chinmo
index = 1648
Annotated 5SS: [16724 18932 27663 39498 43184 44119 44329]
Annotated 3SS: [18885 27610 38858 42965 43288 44180 44390]
SMsplice 5SS: [  455  2578 27663 43184 44119 44329 44617]
SMsplice 3SS: [ 1516 27610 42965 43288 44180 44390 50930]
top_k =  1000
Partition function (log Z): -6.222279805781225

Sorted 5' Splice Sites (High to Low Probability):
Position 27663: 0.9999999999999987
Position 44119: 0.9994887124691988
Position 44329: 0.9954926202166002
Position 43184: 0.9864301198832689
Position 44617: 0.9643738247001757
Position 2578: 0.6200084234982073
Position 455: 0.5083341203588638
Position 172: 0.3434339237726447
Position 52314: 0.11631165175346493
Position 19025: 0.11334587860907994
Position 18932: 0.10133993893863497
Position 13308: 0.07313465636051536
Position 495: 0.06681840952927309
Position 415: 0.059788729855213815
Position 404: 0.03859913156203191
Position 49674: 0.03185445839943294
Position 4106: 0.0314782813327511
Position 2195: 0.03047147139582189
Position 2044: 0.030006491707108854
Position 8618: 0.02999045177504075
Position 19788: 0.019953102210138827
Position 9187: 0.01961770105893884
Position 43188: 0.011554616208145107
Position 2201: 0.011333754207226735
Position 2809: 0.010796546826028389
Position 13303: 0.00849569740200386
Position 19697: 0.0064374619756818645
Position 444: 0.00643276319797859
Position 50998: 0.006257313528338722
Position 50324: 0.00605497122430759
Position 44565: 0.005013253163185405
Position 1103: 0.004166844386098634
Position 408: 0.003971015270309607
Position 689: 0.0039132272395186836
Position 2367: 0.0035741032054322688
Position 400: 0.002974830842657233
Position 684: 0.0023113175095272344
Position 163: 0.0021089939995317985
Position 44754: 0.0018909883531810262
Position 49801: 0.00188738496098751
Position 47020: 0.0018108523856556528
Position 1370: 0.0016935847119274362
Position 7333: 0.001545914643789516
Position 1034: 0.001154122781328607
Position 1914: 0.0009882464555618978
Position 1846: 0.0009731208557682377
Position 49407: 0.0008847888286916
Position 1021: 0.0008507943970790688
Position 50337: 0.0007898473040690137
Position 630: 0.0005953902595203311
Position 294: 0.000591940894374966
Position 1075: 0.0005877544408477994
Position 2197: 0.0005740170583238315
Position 49428: 0.0005299263791886491
Position 1233: 0.0004083203449500794
Position 44333: 0.0003936954831261719
Position 591: 0.0003365838765167304
Position 465: 0.00033484009773935463
Position 2160: 0.0003255950894515461
Position 1377: 0.00031311273867818307
Position 1023: 0.00030804743388786676
Position 285: 0.0002489122658518002
Position 1870: 0.00020478332327198142
Position 881: 0.00019618617152680615
Position 891: 0.0001950250161541824
Position 46869: 0.0001933876019738392
Position 7347: 0.0001899100607676632
Position 269: 0.00018146506855981948
Position 597: 0.00017800929323458914
Position 225: 0.0001734366983050018
Position 2464: 0.00016975457343859976
Position 595: 0.00015858830928884148
Position 599: 0.00015624129511085087
Position 492: 0.00015539863582901222
Position 85: 0.00014543280976102966
Position 49210: 0.0001428164161967541
Position 3923: 0.00013554157553846284
Position 593: 0.00013422440132644398
Position 8636: 0.00011869292390310529
Position 387: 0.00011448171459763889
Position 2273: 0.00011302694149480715
Position 787: 8.413264914040331e-05
Position 549: 7.787389476342258e-05
Position 901: 6.574115633952853e-05
Position 903: 6.324665379750062e-05
Position 1763: 6.187529484084183e-05
Position 518: 6.169645163508148e-05
Position 899: 6.127107812552119e-05
Position 893: 6.121494182242785e-05
Position 2065: 6.023880272803081e-05
Position 44351: 5.805983553992002e-05
Position 486: 5.803731402218144e-05
Position 905: 5.680460690125957e-05
Position 134: 5.637420106886711e-05
Position 897: 5.605607554919929e-05
Position 895: 5.599892255438881e-05
Position 44336: 4.954288401244252e-05
Position 46313: 4.95109662971318e-05
Position 44319: 4.876326911360273e-05
Position 1562: 4.8121062272498765e-05
Position 2684: 4.746744975926464e-05
Position 907: 4.7321922848300697e-05
Position 1757: 4.2483067871385486e-05
Position 4697: 4.137737102967822e-05
Position 1109: 3.417712998966045e-05
Position 1042: 3.1005602331214466e-05
Position 47007: 2.6034783348841104e-05
Position 49: 2.3382028398109128e-05
Position 46315: 2.2356311543344258e-05
Position 2554: 2.230879398386728e-05
Position 553: 2.0232303916585822e-05
Position 1095: 2.0150325300482123e-05
Position 46076: 1.7556746139336496e-05
Position 46676: 1.750266511442602e-05
Position 334: 1.621943377952905e-05
Position 46561: 1.4382885001000342e-05
Position 44651: 1.3929668563234466e-05
Position 46459: 1.3712363684001724e-05
Position 41: 1.2871683835492221e-05
Position 44524: 1.2674600433276896e-05
Position 48775: 1.1704659778342103e-05
Position 46541: 1.1527426711711797e-05
Position 1044: 9.982569104301193e-06
Position 62: 9.181044092827743e-06
Position 1193: 8.232220658934126e-06
Position 46214: 7.938333972934608e-06
Position 3251: 7.35727657341403e-06
Position 435: 7.308969594379812e-06
Position 1245: 7.211559535872439e-06
Position 856: 7.131868455335057e-06
Position 89: 7.0269102920205686e-06
Position 45582: 6.800181679055817e-06
Position 50660: 6.114074346412913e-06
Position 46163: 6.032541281746426e-06
Position 1000: 5.407698887305705e-06
Position 50678: 5.397669116365873e-06
Position 603: 5.24368954868388e-06
Position 45331: 4.87597946013662e-06
Position 419: 4.80985128907507e-06
Position 45420: 4.775548733197937e-06
Position 46697: 4.656200593884581e-06
Position 44962: 3.910441975449265e-06
Position 2582: 2.9504857460480608e-06
Position 2518: 2.694635241556225e-06
Position 2148: 2.3210338267184737e-06
Position 44251: 1.9163043990851088e-06
Position 46853: 1.6603996176572753e-06
Position 2459: 1.2848879725141337e-06
Position 1203: 5.614423165443096e-07
Position 957: 5.605613355452748e-07
Position 412: 5.536790954916718e-07
Position 33: 5.108331849430285e-07
Position 948: 4.892644343156608e-07
Position 2295: 4.593969824602638e-07
Position 601: 4.5142738537275395e-07
Position 421: 4.0774546887830536e-07
Position 46188: 3.5950889673160865e-07
Position 2396: 3.582352789729155e-07
Position 44276: 3.0795728258013e-07
Position 56: 2.6241939128667455e-07
Position 35: 2.0413982286740943e-07
Position 46245: 2.0375629251744387e-07
Position 65: 1.8032768919940038e-07
Position 44806: 1.4075874899402809e-07
Position 22: 3.2748143388774497e-08
Position 46679: 2.7233767865523315e-08
Position 716: 2.5440861626738797e-08
Position 127: 2.5315202340234292e-08
Position 44630: 2.381066839125803e-08
Position 20: 2.164411225930724e-08
Position 329: 1.1134279373995187e-08
Position 106: 8.618996860676753e-09
Position 44601: 7.929962670319747e-09
Position 560: 6.8454904144144115e-09
Position 44632: 6.768304901119393e-09
Position 379: 5.093752353767153e-09
Position 3: 4.201024432768468e-09
Position 45399: 2.6977813178287926e-09
Position 389: 2.248807410491495e-09
Position 45246: 1.5670180644806586e-09
Position 340: 1.3661701971286066e-09
Position 44647: 1.1702837524989488e-09
Position 46226: 7.535226315557186e-10
Position 338: 6.090499705180256e-10
Position 381: 6.083938708215538e-10
Position 345: 2.956930195770749e-10
Position 44919: 2.794914146145593e-11
Position 391: 1.8091873014442164e-11
Position 374: 4.700478682724172e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 27610: 0.9999999999999983
Position 42965: 0.9999999999999982
Position 44180: 0.9968249582048675
Position 43288: 0.996687593938108
Position 44390: 0.9700591637688386
Position 1516: 0.5590545866760022
Position 50930: 0.25702123023943885
Position 18885: 0.24107638173353566
Position 53332: 0.17855151081784343
Position 2092: 0.0781387275202519
Position 53303: 0.07713757116314815
Position 13059: 0.05457971388317983
Position 49735: 0.05328347895380199
Position 50388: 0.0516010106244821
Position 225: 0.050839114509293064
