Gene = Mdh1
index = 1274
Annotated 5SS: [118]
Annotated 3SS: [1387]
SMsplice 5SS: [118]
SMsplice 3SS: [479]
top_k =  1000
Partition function (log Z): -8.769398996360245

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.7914574426886619
Position 265: 0.19706492781550405
Position 616: 0.010392268019435973
Position 962: 0.009094693682063608
Position 675: 0.00725541990137628
Position 154: 0.0070537694164084
Position 1899: 0.0040342107601250565
Position 948: 0.003423309817541462
Position 593: 0.003100203529341879
Position 5: 0.0025259389547648966
Position 955: 0.0024581969416137993
Position 370: 0.00222736249391821
Position 608: 0.0021452331026780474
Position 1251: 0.002007552713388354
Position 1523: 0.0016561733135762918
Position 149: 0.001491679700107108
Position 1760: 0.001042560182226903
Position 980: 0.0007616568246848245
Position 32: 0.0007247478747366819
Position 1189: 0.0006695825097273666
Position 528: 0.0005098353506911415
Position 1982: 0.000504948279803644
Position 1140: 0.0004926390914105864
Position 2395: 0.00037241888379950874
Position 78: 0.00029302960607516
Position 93: 0.00026885245588002696
Position 25: 0.00023488191961308207
Position 8: 0.00020782625917768733
Position 269: 0.00019796721681406105
Position 872: 0.00016272555735212345
Position 1022: 0.0001598194021323445
Position 271: 0.0001475136728098308
Position 810: 0.00014091092043433723
Position 670: 0.00013178750248347496
Position 253: 0.00012507961979672653
Position 665: 0.00012300744065337857
Position 204: 0.00011233674062734582
Position 1260: 0.00011232026013879582
Position 2413: 0.00011034451907976433
Position 1995: 7.100645461950135e-05
Position 538: 7.0660303411726e-05
Position 1766: 6.057061295027434e-05
Position 936: 4.9216344341934806e-05
Position 102: 4.9138776449522464e-05
Position 1586: 4.858641234231217e-05
Position 1149: 4.7691597536244966e-05
Position 39: 3.737324299633313e-05
Position 547: 3.6892127244263254e-05
Position 459: 3.478405371302829e-05
Position 1152: 3.2622710936831256e-05
Position 718: 2.5380743232107573e-05
Position 1738: 2.5281897013634026e-05
Position 557: 2.335094189387117e-05
Position 1916: 2.3139567225368505e-05
Position 751: 2.230678119315551e-05
Position 1700: 2.184648822953426e-05
Position 1799: 2.015578402990126e-05
Position 251: 1.3796659427781045e-05
Position 239: 1.1560981791281448e-05
Position 234: 1.0203402863392511e-05
Position 256: 9.66804501445813e-06
Position 353: 6.3417963140915185e-06
Position 358: 3.519224511227279e-06
Position 278: 3.5018404460115697e-06
Position 82: 8.824503444755291e-07
Position 65: 2.7981341629313086e-07
Position 86: 2.7675243490896337e-07
Position 1037: 1.0376035963891748e-07
Position 382: 1.0111336489682656e-07
Position 970: 3.932623268079389e-08
Position 2005: 2.995925760478236e-08
Position 1048: 2.272719634756435e-08
Position 1769: 1.7652092671872854e-08
Position 779: 1.5354585268040728e-08
Position 684: 1.5296123354503233e-08
Position 765: 1.1716451014348146e-08
Position 470: 8.45309491348581e-09
Position 462: 6.660179843371187e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 479: 0.39013038186344856
Position 394: 0.14312088446740062
Position 1387: 0.1397358741471549
Position 1059: 0.08561286044875903
Position 732: 0.06501086564029615
Position 691: 0.06464975306941365
Position 353: 0.050089387357220655
Position 1957: 0.02619013034264677
Position 675: 0.015125193054357375
Position 1975: 0.008834802944222417
Position 788: 0.008189392266506591
Position 1251: 0.006912943001172821
Position 2044: 0.006561888840555855
Position 494: 0.006516763656050871
Position 779: 0.0062529221051772586
Position 234: 0.005553436569543585
Position 256: 0.004723683907666318
Position 748: 0.0030394659328838655
Position 78: 0.0027748811412785356
Position 209: 0.0026476079468047385
Position 1152: 0.002126655497210767
Position 2298: 0.0016343043160792663
Position 1355: 0.0016207930504074234
Position 2068: 0.001467353309080822
Position 2480: 0.0009042787382077237
Position 2071: 0.0007356158642040378
Position 1281: 0.000592480331235015
Position 524: 0.0005415028780822674
Position 2211: 0.00040273816236517554
Position 1159: 0.00036688516991589094
Position 1921: 0.00026655429133367497
Position 1022: 0.0002541521445971061
Position 905: 0.0002244459415126876
Position 396: 0.00019579388299223807
Position 1207: 0.00019223167702419998
Position 1265: 0.0001741940977661733
Position 2005: 0.00014616402712697542
Position 1705: 0.00014472776630778742
Position 1260: 0.00014292811299601766
Position 2179: 0.00011679750179833903
Position 2544: 0.0001125498738854709
Position 2311: 0.00010993091158263263
Position 590: 0.00010532441476334742
Position 2537: 0.00010223133483808802
Position 154: 9.982980663398902e-05
Position 1621: 9.11937417862169e-05
Position 2521: 8.594236903487854e-05
Position 2444: 7.871589588972163e-05
