Gene = hgo
index = 1726
Annotated 5SS: [  55  683  938 1124 1309 1656 1893]
Annotated 3SS: [ 412  750 1002 1177 1373 1710 1955]
SMsplice 5SS: [ 683  938 1124 1309 1656 1893]
SMsplice 3SS: [ 750 1002 1177 1400 1710 1955]
top_k =  1000
Partition function (log Z): 13.273752160340809

Sorted 5' Splice Sites (High to Low Probability):
Position 1124: 0.9878663534855076
Position 683: 0.9862106118417211
Position 1893: 0.9784696669775003
Position 1309: 0.9666877750995946
Position 938: 0.9443201976924057
Position 1656: 0.9162659547649168
Position 1477: 0.1257769394594121
Position 55: 0.09051689137937491
Position 1458: 0.08554975467848883
Position 1511: 0.07362239691725263
Position 1499: 0.051940856602548276
Position 188: 0.03151915076424897
Position 1615: 0.028029877548827214
Position 199: 0.026111571773743302
Position 110: 0.020065870833643685
Position 923: 0.018392146077963606
Position 1302: 0.015589648751046552
Position 130: 0.014428840663870401
Position 974: 0.011123704472606185
Position 1101: 0.008586949619441609
Position 244: 0.003354991572423648
Position 695: 0.003143717879186534
Position 393: 0.0024356202270153114
Position 332: 0.002236219929458459
Position 1492: 0.00193678464924824
Position 1660: 0.001914387339078836
Position 1897: 0.00120195725408348
Position 250: 0.0011833610280590878
Position 1286: 0.0011102105859066244
Position 823: 0.0010331814714017013
Position 166: 0.0009717115612327433
Position 1611: 0.0006901747598186073
Position 268: 0.0005744736486343709
Position 1107: 0.0005349931367890164
Position 430: 0.0004469532794843471
Position 412: 0.00043552117407910266
Position 321: 0.00031496209133040397
Position 382: 0.00027934102727695566
Position 325: 0.00026569183745390036
Position 91: 0.00026452906634470035
Position 164: 0.0002593844088055493
Position 357: 0.0002582391296765255
Position 423: 0.0002498690926890006
Position 1843: 0.00023130093151189302
Position 42: 0.00018557488006109294
Position 857: 0.00017630815530343382
Position 1382: 0.0001473322397463908
Position 258: 0.00014296649906274608
Position 457: 0.00014091120899309187
Position 1929: 0.00013041266434339038
Position 497: 0.000126184771747409
Position 89: 0.00011558924984961514
Position 83: 9.452614777101498e-05
Position 1283: 8.254487187014253e-05
Position 281: 6.368790770993169e-05
Position 637: 6.111523660966972e-05
Position 1445: 5.9215102880999674e-05
Position 265: 5.728513352191336e-05
Position 142: 5.5533238476134183e-05
Position 1527: 4.616147614713998e-05
Position 1619: 3.999206553415635e-05
Position 1595: 3.904837944935119e-05
Position 298: 3.808309408263557e-05
Position 327: 3.4525999680396256e-05
Position 476: 3.4472109200059495e-05
Position 312: 2.969108761338886e-05
Position 950: 2.894918751246024e-05
Position 1442: 2.63030162829172e-05
Position 120: 1.9491047114692756e-05
Position 1246: 1.5039093647895554e-05
Position 1074: 1.472700379778711e-05
Position 537: 1.4685048812976226e-05
Position 1466: 1.371872057562668e-05
Position 1912: 1.2716159548185859e-05
Position 1135: 1.1677508320068297e-05
Position 203: 1.089196853377699e-05
Position 645: 8.912729386805886e-06
Position 1049: 8.582334613044533e-06
Position 1486: 7.612285125496225e-06
Position 287: 6.7728273500492305e-06
Position 1863: 5.9861527756273396e-06
Position 175: 5.1881195424369355e-06
Position 966: 4.85027135957889e-06
Position 574: 4.288208703551564e-06
Position 1997: 4.201850908080868e-06
Position 225: 3.898375303242694e-06
Position 1547: 3.822558491715144e-06
Position 1751: 3.4579456374958046e-06
Position 1194: 2.2953861590791954e-06
Position 10: 2.2625890745562598e-06
Position 1832: 2.146473420785074e-06
Position 1237: 1.3680886613142057e-06
Position 589: 1.330279542551359e-06
Position 851: 1.3008573936391777e-06
Position 1937: 1.1049675673300044e-06
Position 953: 8.905960143775407e-07
Position 499: 8.124159994274909e-07
Position 1228: 7.654061941549537e-07
Position 1433: 4.4978470786695873e-07
Position 1037: 4.284148918236709e-07
Position 796: 4.2818318671789343e-07
Position 964: 3.676191687365243e-07
Position 1180: 2.962923313414501e-07
Position 1401: 2.7117096349303073e-07
Position 1017: 2.458617202801195e-07
Position 1278: 2.2697770007947322e-07
Position 1875: 1.76575531739552e-07
Position 1819: 1.557416922114273e-07
Position 827: 1.2997074053932716e-07
Position 1053: 1.2597613741850443e-07
Position 1694: 8.48901444096143e-08
Position 1827: 4.3892863644469743e-08
Position 1981: 2.5163627808125528e-08
Position 1964: 1.9714967866005302e-08
Position 1170: 1.7203491079030725e-08
Position 755: 1.4401246745180958e-08
