Gene = c(2)M
index = 1639
Annotated 5SS: [ 219  462  799 1042 1481 1841 2034]
Annotated 3SS: [ 297  517  857 1095 1532 1898 2090]
SMsplice 5SS: [ 219  462  799 1042 1841]
SMsplice 3SS: [ 297  517  857 1095 1898]
top_k =  1000
Partition function (log Z): 16.972671103603158

Sorted 5' Splice Sites (High to Low Probability):
Position 462: 0.9988641975955191
Position 1841: 0.9967845621431558
Position 219: 0.9966472012391677
Position 799: 0.989444387816265
Position 1042: 0.9763226597040068
Position 2034: 0.5207963913800486
Position 1481: 0.3490364725151247
Position 1465: 0.10889141322282621
Position 1472: 0.09321400873196979
Position 1233: 0.05223870846256527
Position 19: 0.04043120327038176
Position 2202: 0.016519162384643172
Position 529: 0.01140670251601578
Position 2057: 0.008931818229688554
Position 1534: 0.005557715582268037
Position 1245: 0.005078036101095271
Position 3: 0.002639645669470306
Position 205: 0.002116574520554613
Position 658: 0.002034765953870863
Position 8: 0.0019789209636035887
Position 1691: 0.0019635682074897595
Position 1413: 0.0018557004862849022
Position 1777: 0.000899563052507656
Position 2170: 0.0007132381215651249
Position 637: 0.0005750138731838874
Position 2011: 0.0005382954523812269
Position 2073: 0.0005080425538900607
Position 2387: 0.00047944590491949757
Position 1823: 0.00047374196853615207
Position 466: 0.00044797400702752235
Position 1368: 0.00039444726864090995
Position 2212: 0.0003481623060954371
Position 2029: 0.00032876805732199134
Position 778: 0.0003206771785321396
Position 446: 0.0002895954630353726
Position 1069: 0.0002451237085537047
Position 2146: 0.00023010989644236664
Position 1249: 0.00022381217153475124
Position 22: 0.00022001500586734144
Position 1269: 0.0001768678772363274
Position 199: 0.00017045716772703395
Position 2038: 0.00016753111238029242
Position 1938: 0.00016246950019336266
Position 49: 0.00015817249458147754
Position 2032: 0.0001441352212362406
Position 2595: 0.0001368359784091598
Position 2257: 0.00011946093290675842
Position 1332: 0.00010043347931791708
Position 2282: 9.533849299865923e-05
Position 2285: 9.41094199341582e-05
Position 589: 8.846220187651638e-05
Position 1845: 8.105651164584447e-05
Position 1635: 7.902651953244687e-05
Position 545: 7.626124926666798e-05
Position 664: 7.075620665357465e-05
Position 1666: 5.14157391770531e-05
Position 1910: 3.2973594242545326e-05
Position 2452: 3.125092238732594e-05
Position 1577: 3.055881797720973e-05
Position 2478: 2.798881559503579e-05
Position 2419: 2.7472148005470154e-05
Position 781: 2.619574899460224e-05
Position 595: 2.1324435421205752e-05
Position 1419: 2.105050867077567e-05
Position 568: 1.959627871235362e-05
Position 1987: 1.930829227054544e-05
Position 2580: 1.8166187640948174e-05
Position 806: 1.7117338412928254e-05
Position 1769: 1.593937659547358e-05
Position 1095: 1.5252293494310609e-05
Position 1256: 1.5231041553077775e-05
Position 1529: 1.462035388325225e-05
Position 674: 1.2455781893460026e-05
Position 551: 1.1900770516857647e-05
Position 803: 1.0986578059717263e-05
Position 857: 1.0686380229757999e-05
Position 386: 9.590899338024541e-06
Position 413: 9.362731366835928e-06
Position 817: 7.662679415238576e-06
Position 2501: 7.303023033528889e-06
Position 2061: 7.075425845259713e-06
Position 2059: 6.82929876709511e-06
Position 2288: 6.714629524236811e-06
Position 208: 6.4944721546953995e-06
Position 967: 5.817392589120586e-06
Position 893: 5.662938866091246e-06
Position 2260: 4.920269375021801e-06
Position 1745: 4.475161245379182e-06
Position 422: 4.44109789718319e-06
Position 2521: 4.420260332866174e-06
Position 2508: 3.680122918719614e-06
Position 1087: 3.2242072966334898e-06
Position 896: 2.424199551253106e-06
Position 79: 2.095514037346112e-06
Position 2459: 1.520273887471814e-06
Position 1873: 1.4939061323657419e-06
Position 472: 1.1415542365601338e-06
Position 887: 1.0501534871064918e-06
Position 1170: 1.0120951160410223e-06
Position 67: 9.745214701092595e-07
Position 82: 9.205395857048474e-07
Position 592: 8.717156321511466e-07
Position 877: 7.633212660254347e-07
Position 1735: 6.90047221070822e-07
Position 765: 6.002344216780661e-07
Position 1259: 4.296734557678398e-07
Position 359: 2.716780446877308e-07
Position 1856: 2.3720417904299597e-07
Position 485: 1.673031071137235e-07
Position 1920: 1.4338571442634875e-07
Position 76: 1.1098124683847566e-07
Position 1747: 9.190407972633399e-08
Position 753: 1.4962312633169677e-08
Position 2300: 3.796023266584135e-09
Position 2096: 1.6992441597854423e-09
Position 2293: 3.294160771270036e-10
Position 272: 2.6382669262114795e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 517: 0.9985649299693515
Position 1898: 0.9973725791395966
Position 297: 0.9958977264883874
Position 857: 0.9538561137075419
Position 1095: 0.7856363842655079
Position 2090: 0.45936737579160425
Position 1532: 0.3001720639665806
Position 1546: 0.2605394456545362
Position 1113: 0.13932789150236435
Position 82: 0.04497897380126082
Position 1680: 0.03564967187775571
Position 2114: 0.03238486519032838
Position 1300: 0.03088778031989328
Position 1100: 0.026106015160294326
Position 2349: 0.02301555071365661
Position 2260: 0.015291712540065982
Position 921: 0.01184462245701372
Position 592: 0.011087895468485463
Position 1572: 0.010628303858420752
Position 939: 0.009461409649989328
Position 2225: 0.008385530747168754
Position 1694: 0.0030276786559873927
Position 301: 0.0028331214678261815
Position 887: 0.002623635279338918
Position 1364: 0.002610692947028361
Position 2557: 0.002557393177359316
Position 2431: 0.0025033451126420096
Position 1153: 0.0024788433466269638
Position 2501: 0.0024413337568113033
Position 1764: 0.0016755940915782182
Position 1538: 0.0014576414047620112
Position 732: 0.001454322637851075
Position 2328: 0.0013943187276858869
Position 2078: 0.0011489600371746454
Position 1179: 0.0010221514898678683
Position 628: 0.0010191611219654533
Position 1657: 0.0010107368684018885
Position 2668: 0.000911175616437333
Position 750: 0.0008651798792574879
Position 1719: 0.0008341768131860155
Position 946: 0.0007726259606937291
Position 1908: 0.0006574958153626753
Position 2240: 0.0005377064910058882
Position 1287: 0.0005162586311388661
Position 1118: 0.0004511645553519675
Position 680: 0.0004186431149241745
Position 2521: 0.00026575104222159904
Position 2449: 0.00025795464392220025
Position 1577: 0.00023372996045732997
Position 1008: 0.000232533563281689
Position 1408: 0.00023111694700164983
Position 1995: 0.00019966780840796535
Position 1227: 0.0001915335796226898
Position 2102: 0.00018608277367620514
Position 1785: 0.00017898383950023746
Position 1741: 0.00015169342063500827
Position 346: 0.00014072611919780251
Position 687: 0.0001389565359296932
Position 2654: 0.00013646715330703913
Position 1735: 0.00013566701001612323
Position 1335: 0.00013195703950190065
Position 877: 0.00013016667740510879
Position 136: 0.0001196477498152957
Position 1603: 0.00011936494690692108
Position 108: 0.0001184140743674144
Position 1325: 0.00010514716344171046
Position 2168: 0.00010372707107955507
Position 777: 9.957148248578074e-05
Position 978: 8.171749221257661e-05
Position 322: 8.122574706259482e-05
Position 729: 7.924586146305895e-05
Position 2580: 7.293173975291882e-05
Position 893: 6.997566889023749e-05
Position 923: 6.457445769756742e-05
Position 664: 5.496198582139836e-05
Position 372: 5.230751340420908e-05
