Gene = Wnk
index = 1602
Annotated 5SS: [  375   904  2725  3129  6020  6208  8374  9051 10185 10370 10603]
Annotated 3SS: [  747  1334  2955  3189  6075  7539  8630  9124 10304 10430 10659]
SMsplice 5SS: [  904  2725  3129  3525  8374  9051 10185 10370 10603]
SMsplice 3SS: [ 1334  2955  3189  7539  8630  9124 10304 10430 10659]
top_k =  1000
Partition function (log Z): 15.340120143593044

Sorted 5' Splice Sites (High to Low Probability):
Position 904: 0.9987401228128087
Position 10185: 0.9878836667912237
Position 10370: 0.9609118539095706
Position 10603: 0.944190847248695
Position 3129: 0.9374149123089567
Position 8374: 0.9356812228305071
Position 2725: 0.8132817416320286
Position 6020: 0.7685085403026447
Position 6208: 0.6893562550183823
Position 3525: 0.5897110601475332
Position 6846: 0.5790131300620917
Position 8814: 0.3533678264957137
Position 590: 0.2406473509326618
Position 1291: 0.1928075103651667
Position 548: 0.16330532798497396
Position 9884: 0.1269933863899143
Position 363: 0.11226489489051672
Position 6700: 0.10541629307349548
Position 375: 0.09945186431999439
Position 9308: 0.09893951595614646
Position 3470: 0.09291336196942866
Position 8850: 0.06350248003692073
Position 100: 0.059147197851142135
Position 3135: 0.051237303634367
Position 6327: 0.035180332451593584
Position 9065: 0.0351749424056474
Position 3439: 0.034825499261521106
Position 3560: 0.022844709161995845
Position 6424: 0.020580063807067537
Position 2712: 0.01939439713997198
Position 3411: 0.017826394517892124
Position 2905: 0.016273802665307632
Position 7313: 0.016261866911538227
Position 2573: 0.014472744347586134
Position 8406: 0.013683241490808485
Position 140: 0.01263388683908965
Position 3460: 0.011409368760455974
Position 6535: 0.010386972772297035
Position 8766: 0.009139424870143418
Position 1613: 0.008585645807460646
Position 3224: 0.007653269393846253
Position 7662: 0.007065349181612987
Position 3631: 0.006779168715696571
Position 3464: 0.006446647264200163
Position 6872: 0.006235503404168785
Position 8534: 0.006037000363892338
Position 9497: 0.005805752744344142
Position 1060: 0.005730635085106513
Position 594: 0.0042813500250806534
Position 5990: 0.0042211236337899635
Position 8532: 0.004030613121124141
Position 3865: 0.0038725468588766397
Position 3611: 0.0035236391962897243
Position 3596: 0.0031308912016361897
Position 1762: 0.0030186729275197594
Position 4050: 0.0029617444980463824
Position 1196: 0.002842643409102906
Position 18: 0.002514236892478096
Position 1282: 0.0024273893543302902
Position 9887: 0.0022570417129584193
Position 8673: 0.0022503005242575868
Position 8944: 0.0022201377146691004
Position 2869: 0.0021157012013010533
Position 674: 0.0019983520154062896
Position 1890: 0.0017661743264459995
Position 2631: 0.0016623061537769548
Position 8469: 0.00165671961995669
Position 465: 0.001637519307950861
Position 254: 0.0015576845302081447
Position 9632: 0.0014545451143840565
Position 6307: 0.0014121130298196019
Position 8743: 0.0014047411889313373
Position 8188: 0.0012910820052202188
Position 3300: 0.0012789342906110268
Position 6852: 0.0011970413506860232
Position 8902: 0.0011671702290111973
Position 3342: 0.001164007830008519
Position 3162: 0.0011132838633871656
Position 7892: 0.0010087062265956297
Position 4535: 0.0009690934727420411
Position 1285: 0.0009585749103914313
Position 7020: 0.0009478008145457502
Position 3312: 0.0009355676379860017
Position 9453: 0.0009252715005319513
Position 379: 0.000762354157541162
Position 1400: 0.0007531088832872803
Position 3708: 0.0007417231280036832
Position 2066: 0.0006947891770875955
Position 3088: 0.0006205253646494229
Position 1035: 0.0005852306870381187
Position 10179: 0.0005811393628976836
Position 1147: 0.00047894878533300857
Position 10427: 0.000448528266674313
Position 2374: 0.0004466727302990873
Position 1267: 0.00044035027497767626
Position 7839: 0.00043156168648985456
Position 4119: 0.00041982640616862184
Position 596: 0.000391938040021297
