Gene = Ilp4
index = 1227
Annotated 5SS: [316]
Annotated 3SS: [376]
SMsplice 5SS: [316]
SMsplice 3SS: [376]
top_k =  1000
Partition function (log Z): -4.6226178657166885

Sorted 5' Splice Sites (High to Low Probability):
Position 316: 0.9991552109306924
Position 790: 0.0031705709925695215
Position 462: 0.0004884774693121592
Position 326: 0.0004828115904274818
Position 500: 0.00028613786421418036
Position 531: 0.0001885535323164635
Position 410: 0.00015122125916334247
Position 796: 0.00012170253008918363
Position 113: 0.00011719126534573767
Position 270: 0.00010149794667476895
Position 673: 9.037347798905883e-05
Position 313: 7.369463449455584e-05
Position 320: 7.214935897150796e-05
Position 705: 2.573571742441638e-05
Position 57: 1.8667409758515834e-05
Position 514: 1.303536976981758e-05
Position 239: 9.503750370739076e-06
Position 564: 9.436995536134912e-06
Position 37: 9.203940211609011e-06
Position 566: 8.306550263507824e-06
Position 816: 7.308123367660794e-06
Position 279: 6.275966388629253e-06
Position 521: 4.781025329332172e-06
Position 300: 3.7173517661699207e-06
Position 394: 3.5375820547411586e-06
Position 206: 3.1358471701452055e-06
Position 378: 1.8316847713889462e-06
Position 277: 1.7356610979813831e-06
Position 707: 1.226556253281611e-06
Position 298: 8.425477576688363e-07
Position 133: 5.180912552576685e-07
Position 502: 1.4454522556679225e-07
Position 198: 1.331162367163402e-07
Position 11: 7.245959435064799e-08
Position 219: 5.96571452078126e-08
Position 200: 5.819350494805516e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9555794096190787
Position 828: 0.015353263932033526
Position 420: 0.009599853512639063
Position 414: 0.008441817585719507
Position 858: 0.006436869315376579
Position 384: 0.00466678798549132
Position 423: 0.0016976497645961033
Position 444: 0.0010690224734760051
Position 392: 0.0006198030622858158
Position 855: 0.0005934468109776699
Position 673: 0.0001474769419584897
Position 651: 0.00013545052966160381
Position 471: 3.8393286728824396e-05
Position 861: 3.378255990589815e-05
Position 658: 3.335375660637639e-05
Position 163: 3.138667632336362e-05
Position 461: 2.717492698399195e-05
Position 215: 2.4707853688176976e-05
Position 206: 2.4208993859958882e-05
Position 117: 1.837301459075293e-05
Position 679: 1.2265129338704486e-05
Position 741: 1.1837563598953149e-05
Position 622: 1.0448593573717842e-05
Position 498: 7.931434648863475e-06
Position 474: 3.288427577249217e-06
Position 304: 3.083197080844887e-06
Position 468: 1.477024084120311e-06
Position 843: 1.2856678562231958e-06
Position 576: 9.586202183273372e-07
Position 148: 7.528381753781408e-07
Position 531: 5.497904049586138e-07
Position 224: 5.31138078786245e-07
Position 495: 4.824320537898515e-07
Position 573: 4.4723532220560015e-07
Position 521: 2.5385522287694735e-07
Position 236: 2.396263563235163e-07
Position 139: 1.4567605832444947e-07
Position 260: 1.3789956128707493e-07
Position 83: 1.2588276842117638e-07
Position 91: 9.697823042818135e-08
Position 400: 3.72445717138128e-08
Position 699: 3.4094479583264814e-08
Position 94: 3.401966207031019e-08
Position 313: 3.203140203067796e-08
Position 310: 3.0891176418784734e-08
Position 394: 2.7296806538270916e-08
Position 432: 1.6776115379626662e-08
Position 145: 8.451078320535363e-09
Position 564: 6.23698074039593e-09
Position 67: 3.813007426208552e-09
Position 833: 2.431633853822049e-09
Position 57: 9.806419462836014e-10
Position 74: 8.706055855429949e-10
Position 76: 8.662765302677351e-10
Position 85: 5.495417975274878e-10
Position 54: 3.7302551032190717e-10
Position 133: 3.7695209551301806e-11
Position 63: 3.3956652644858455e-11
Position 248: 4.412093960195961e-12
Position 154: 3.676322555220488e-12
Position 119: 1.3631145438027199e-12
Position 320: 5.888591880756879e-14
