Gene = Nle
index = 1323
Annotated 5SS: [1033 1442 1624]
Annotated 3SS: [1090 1496 1682]
SMsplice 5SS: [1033 1442 1624]
SMsplice 3SS: [1090 1496 1682]
top_k =  1000
Partition function (log Z): 5.42801309962325

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9978160911606234
Position 1033: 0.9910948357693246
Position 1442: 0.9801814508310045
Position 1212: 0.04011978557702213
Position 369: 0.006403513726058378
Position 483: 0.0047788595343636045
Position 1305: 0.004116955148939423
Position 311: 0.0032989076059649724
Position 825: 0.003031168183284902
Position 542: 0.0029272303796082345
Position 1334: 0.0024747980572654006
Position 205: 0.0017177667828432125
Position 581: 0.0013567190602277188
Position 1273: 0.0013209650893389053
Position 1309: 0.001311393751634283
Position 1613: 0.0013069396138169307
Position 939: 0.0012366842199394517
Position 551: 0.0011408548938066363
Position 1024: 0.0009873777583814963
Position 330: 0.0006201387372966797
Position 491: 0.0004760151015521235
Position 1450: 0.0004587351855028035
Position 634: 0.00041814925644944
Position 768: 0.00041108057672462745
Position 448: 0.00037026903120361624
Position 469: 0.0003087105463494329
Position 532: 0.000290542923909042
Position 20: 0.0002848982726357629
Position 344: 0.00023807423242616088
Position 658: 0.00018825914069015015
Position 1389: 0.00018208788368565413
Position 698: 0.0001812013680123154
Position 996: 0.00017372332883990214
Position 1628: 0.00015460178692393547
Position 1243: 0.00011744942444600352
Position 378: 0.00011310487116641188
Position 360: 0.00010930704054611219
Position 816: 0.00010670198844584394
Position 420: 0.00010221004837922959
Position 1634: 7.734063681285077e-05
Position 1147: 7.689703190718289e-05
Position 1255: 7.286973703858459e-05
Position 1246: 6.736171119011493e-05
Position 342: 6.346368344992964e-05
Position 1381: 5.9267358714569516e-05
Position 463: 5.071713760402066e-05
Position 299: 4.3428821804300505e-05
Position 555: 3.822243780892147e-05
Position 716: 2.687294734845041e-05
Position 782: 2.1775038901826212e-05
Position 1166: 2.1561236615462865e-05
Position 261: 1.6738729339422e-05
Position 423: 1.471658371098206e-05
Position 739: 1.4478480893135113e-05
Position 1599: 1.4152724610423165e-05
Position 1216: 1.4122604956724192e-05
Position 835: 1.2895657015686784e-05
Position 1363: 1.13507930710663e-05
Position 1411: 1.082079610297244e-05
Position 1338: 1.0631938635332932e-05
Position 30: 1.0497487696289562e-05
Position 1313: 1.042985478284819e-05
Position 592: 9.978888300274036e-06
Position 59: 8.803618022862396e-06
Position 546: 8.776911203396684e-06
Position 1453: 4.830588571647433e-06
Position 315: 4.783266803510507e-06
Position 394: 3.276720290713043e-06
Position 1287: 2.8837545932415625e-06
Position 982: 1.9618498681737684e-06
Position 254: 1.7374876608241806e-06
Position 1063: 1.6726939025237044e-06
Position 876: 1.6279045018579182e-06
Position 1589: 9.106235374681946e-07
Position 1159: 7.042681972688927e-07
Position 1358: 4.667218027690037e-07
Position 42: 4.6046671663856823e-07
Position 1372: 3.8066866721761464e-07
Position 1191: 3.5346941582335387e-07
Position 1642: 3.0459155933887786e-07
Position 917: 2.525017163008932e-07
Position 1132: 2.4918831382457407e-07
Position 969: 1.739954690008818e-07
Position 908: 1.266621334271274e-07
Position 135: 1.0867206806401751e-07
Position 1553: 9.841182965425509e-08
Position 1152: 9.195077588832746e-08
Position 32: 5.877740074806415e-08
Position 1317: 5.443902675269383e-08
Position 1672: 3.397869630901176e-08
Position 1555: 1.4240102294330077e-08
Position 1562: 6.077234346157142e-09
Position 1503: 3.466169686588008e-11
Position 1134: 5.311754900149939e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1682: 0.9991640230443857
Position 1496: 0.996189429385363
Position 1090: 0.953764311608524
Position 1104: 0.03766372682469058
Position 1278: 0.024813201077287003
Position 867: 0.010576271576690435
Position 439: 0.006764333343760523
Position 1368: 0.005830941098187138
Position 531: 0.005690874244982797
Position 876: 0.0021217746260288124
Position 1305: 0.0018345295928971924
Position 1076: 0.0013486505933846245
Position 1128: 0.0008621062438401681
Position 1309: 0.0008479629085856264
Position 507: 0.0006200129772589823
Position 1510: 0.0005721016668834959
Position 1503: 0.0005362832833499617
Position 1119: 0.0004172870639183136
Position 822: 0.000349469966701036
Position 825: 0.00032880310829636256
Position 739: 0.00026416388187849
Position 1001: 0.000243666882638666
Position 1516: 0.00019910253759700594
Position 1721: 0.0001849815925835607
Position 74: 0.00017725689077162577
Position 894: 0.00016624502968373952
Position 629: 0.00012637826615057693
Position 356: 0.0001243670941896083
Position 1528: 0.0001181164126967466
Position 881: 9.664588507471028e-05
Position 721: 8.758695159510106e-05
Position 378: 6.356197917862486e-05
Position 668: 6.343894144541513e-05
Position 83: 6.260114182120448e-05
Position 350: 6.058721830997637e-05
Position 1421: 5.924869588710209e-05
Position 641: 3.97833340704665e-05
Position 463: 3.584079130702206e-05
Position 1095: 3.4721859321515545e-05
Position 275: 2.594301204587625e-05
Position 1467: 2.561697885715338e-05
Position 1732: 2.2333654072541677e-05
Position 1078: 2.0665398339970292e-05
Position 542: 1.9096135362729124e-05
Position 716: 1.8859279390965584e-05
Position 369: 1.8320072418763532e-05
Position 1328: 1.224849944586592e-05
Position 744: 9.146620351034038e-06
Position 125: 7.950987436546874e-06
Position 1231: 7.483564606742215e-06
Position 1206: 5.94512622464995e-06
Position 385: 5.285309983775477e-06
Position 589: 5.251852518135678e-06
Position 1441: 3.519886077067081e-06
Position 1531: 3.4968363559970725e-06
