Gene = Bet3
index = 49
Annotated 5SS: [ 144 3118]
Annotated 3SS: [2706 3215]
SMsplice 5SS: [ 144 3118]
SMsplice 3SS: [1977 3215]
top_k =  1000
Partition function (log Z): -9.483758108687146

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.5850085592244428
Position 220: 0.2472520128986028
Position 3108: 0.07503394580310334
Position 300: 0.0658461848136906
Position 2482: 0.051407062986240065
Position 186: 0.04712808767726125
Position 38: 0.04434033950406373
Position 215: 0.03425907160287541
Position 3097: 0.027962928377680656
Position 2069: 0.022628659795192792
Position 181: 0.010938618799729533
Position 759: 0.010149366504303434
Position 1588: 0.007438298374595493
Position 2148: 0.005113829568401088
Position 2600: 0.0030136349153092206
Position 3132: 0.002606912361176496
Position 3085: 0.0020258140001887933
Position 543: 0.0017102764822990665
Position 1900: 0.001641546693401469
Position 17: 0.0015148588368057003
Position 600: 0.0013001357208205567
Position 2977: 0.0011174022364198574
Position 990: 0.0011104872055797755
Position 304: 0.0010032255560689426
Position 3312: 0.0009712331311685065
Position 1251: 0.0009474115654732084
Position 1017: 0.0008300748647824657
Position 2108: 0.0005729420654937287
Position 3563: 0.0005459537589519697
Position 2407: 0.0005241253947752821
Position 306: 0.000431645090541262
Position 3361: 0.0004241133226813059
Position 326: 0.0004105603349407676
Position 1896: 0.0003507457823005591
Position 308: 0.00023504156505674674
Position 1792: 0.00022256719267104165
Position 900: 0.0002074219003705224
Position 1074: 0.00018781062082114835
Position 682: 0.00018088576417563335
Position 664: 0.00017851470858712355
Position 2355: 0.00017592009749930023
Position 212: 0.00015556585160417125
Position 1273: 0.0001498094850317961
Position 2259: 0.00013297005283615382
Position 141: 0.00011749611095339578
Position 2475: 0.00011629997772017329
Position 1612: 0.00011204590863139501
Position 541: 9.37285042685922e-05
Position 4: 9.28087284629586e-05
Position 1122: 8.509861247590166e-05
Position 1265: 8.30334350915541e-05
Position 1131: 6.520510858398356e-05
Position 1180: 4.8428625726659185e-05
Position 1337: 4.449367280191121e-05
Position 1875: 4.284557655824611e-05
Position 3610: 4.197662542651068e-05
Position 1038: 3.352226056297723e-05
Position 6: 1.78732342394385e-05
Position 190: 1.726562122209165e-05
Position 2575: 1.436677226822507e-05
Position 2233: 1.3613156334586752e-05
Position 237: 9.142031244349472e-06
Position 966: 6.500895715196737e-06
Position 2231: 6.114938826961863e-06
Position 1504: 5.624934650183087e-06
Position 1029: 4.934988491179383e-06
Position 444: 4.701606208629844e-06
Position 1331: 4.615690466226663e-06
Position 90: 3.530877851558813e-06
Position 75: 1.8255383281921402e-06
Position 312: 7.515978495166987e-07
Position 148: 6.758340750662869e-07
Position 229: 1.561612664174573e-07
Position 310: 1.1841754549935859e-07
Position 260: 9.564217314884011e-08
Position 448: 7.0759941458050914e-09
Position 362: 3.022265760304553e-10
Position 107: 2.7659895005436217e-11
Position 124: 2.384460072608067e-11
Position 425: 1.06716589417951e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1977: 0.44518586917432856
Position 2706: 0.22145773004855404
Position 3215: 0.19462538714123945
Position 300: 0.06566538786840846
Position 391: 0.06527850624205904
Position 97: 0.04529226996786033
Position 1986: 0.03552218689136353
Position 2309: 0.0324252674501956
Position 3385: 0.021083903055130703
Position 1782: 0.01976617333141012
Position 3433: 0.01632808823438289
Position 2987: 0.012770593178784631
Position 2751: 0.008554111196498562
Position 3733: 0.00759017707355859
Position 1879: 0.007135165273224664
Position 2231: 0.0069364808704144324
Position 3044: 0.006444099822921168
Position 2551: 0.005405386337583793
Position 1935: 0.00465887212710548
Position 2605: 0.004042911405764913
Position 3453: 0.0031897759760364406
Position 400: 0.0025421198932040288
Position 1412: 0.0023901069876629284
Position 1743: 0.0018635950898034182
Position 1914: 0.0015962898110340777
Position 656: 0.0015957121803335385
Position 2041: 0.0015021953010665983
Position 831: 0.0013626993993616605
Position 710: 0.001306540991139723
Position 974: 0.0011632069057791272
Position 206: 0.0011004867616796672
Position 2101: 0.0010920078392174914
Position 325: 0.0009600948794891861
Position 797: 0.0009136340076462327
Position 3388: 0.0009089704944708911
Position 2345: 0.0007818781970795394
Position 371: 0.0007480884914283119
Position 1292: 0.0007061675484226773
Position 2186: 0.0006932903565173935
Position 304: 0.0006408383970685809
Position 349: 0.0005941878939531391
Position 2528: 0.0005639445602923919
Position 411: 0.0005021262800441841
Position 731: 0.0004886359008525062
Position 3172: 0.0004567135642403538
Position 1061: 0.0004409788343328482
Position 2588: 0.0003615982246971539
Position 345: 0.0003205917755004398
Position 421: 0.00031693907010808917
Position 1058: 0.0003156334925770132
Position 2737: 0.00029297227608794554
Position 2454: 0.00022550927878145816
Position 2931: 0.0001963742734565616
Position 662: 0.0001500296675196872
Position 2189: 0.00014974236683545523
Position 190: 0.00014491327362762684
Position 237: 0.00014282653751813604
Position 212: 0.00012641402693219049
Position 1721: 0.00012625450839155633
Position 896: 0.00011670017936400335
Position 945: 9.935513663159311e-05
Position 1957: 8.978402996797692e-05
Position 2057: 7.606538985474793e-05
Position 2148: 6.713299219433236e-05
Position 1204: 6.471791518644313e-05
Position 978: 6.376462394563413e-05
Position 600: 6.348229598564993e-05
Position 1265: 6.119882411266296e-05
Position 2116: 5.900286831698417e-05
Position 2024: 4.816056533372262e-05
Position 1883: 4.5455671146651564e-05
Position 541: 4.305170238769008e-05
Position 956: 3.8903369281658424e-05
Position 224: 3.744336242782859e-05
Position 1085: 3.611643045104063e-05
Position 3748: 3.277857358253613e-05
Position 1174: 3.251780590277796e-05
Position 2067: 3.057054252715945e-05
Position 219: 2.692730805918135e-05
Position 653: 2.4149745509088882e-05
Position 200: 2.1909625011529605e-05
Position 496: 2.180562469287341e-05
Position 245: 2.1581229476294418e-05
Position 1097: 2.0631826843468964e-05
Position 555: 1.8945655310025078e-05
Position 117: 1.7372935791086563e-05
Position 1100: 1.335860347547567e-05
Position 858: 1.0200923335462392e-05
Position 782: 8.922304018289176e-06
Position 502: 6.102372313711475e-06
Position 547: 5.698748803615951e-06
Position 137: 5.5554349482253585e-06
Position 56: 3.1093432560065605e-06
Position 47: 1.533077407454418e-07
Position 579: 8.765827553926183e-08
