Gene = ssp3
index = 1892
Annotated 5SS: [  684  3273  4780  5207  5399  7536 23490 23682 24036 26771]
Annotated 3SS: [ 1001  3332  4948  5274  7395 23343 23588 23943 26443 26871]
SMsplice 5SS: [  684  3273  4780  5207  5399  7536 23490 23682 24036 26771]
SMsplice 3SS: [ 3140  3332  4948  5274  7395 23343 23588 23943 26443 26871]
top_k =  1000
Partition function (log Z): 22.742951412293777

Sorted 5' Splice Sites (High to Low Probability):
Position 23490: 0.9986156753213125
Position 24036: 0.9939453185036415
Position 26771: 0.9898778838911022
Position 7536: 0.9887406822105402
Position 5207: 0.9882470345028649
Position 4780: 0.9809488316882918
Position 3273: 0.9636253257719007
Position 23682: 0.9610427721267497
Position 684: 0.7933874438178007
Position 5399: 0.7580402730250557
Position 6943: 0.4445351194127795
Position 2246: 0.24473064707138048
Position 3063: 0.2257484190566827
Position 678: 0.14634106546592934
Position 26963: 0.1342904286437494
Position 16675: 0.12336676385111084
Position 12023: 0.10124087685090188
Position 3087: 0.08861610236456476
Position 3072: 0.07009502515543073
Position 4377: 0.06173912550735301
Position 14034: 0.06173062813753627
Position 840: 0.061322625487724415
Position 9880: 0.05504699825113723
Position 1491: 0.037975091927595496
Position 23823: 0.03238622564243897
Position 12259: 0.0309618858873498
Position 3263: 0.030273030317891744
Position 17111: 0.028742557829033805
Position 27200: 0.027294158575217223
Position 24742: 0.02654160938467503
Position 3742: 0.02554340869035452
Position 718: 0.024566309889382208
Position 2960: 0.022574926911116525
Position 1100: 0.01838938314346507
Position 2846: 0.016872247030907745
Position 7311: 0.015777638862578883
Position 6947: 0.015338789650443134
Position 1125: 0.01496719743204556
Position 24691: 0.014858687097912038
Position 1168: 0.014447804149853359
Position 5590: 0.013823574931361285
Position 25023: 0.01188071424987864
Position 5583: 0.011559847575778501
Position 24244: 0.01102544574967789
Position 1400: 0.00966676606484908
Position 17139: 0.009437410482717193
Position 6872: 0.009139300202610296
Position 12731: 0.008375076743147076
Position 17771: 0.007529367623326035
Position 21374: 0.00701705022914741
Position 5777: 0.006212294999327735
Position 17248: 0.005610432308434718
Position 772: 0.005566748697600238
Position 2696: 0.005552799112908578
Position 14644: 0.005245115387485289
Position 14016: 0.0052225052253400996
Position 7130: 0.005100984080335907
Position 5775: 0.00501624975847281
Position 2496: 0.004654288514483541
Position 6282: 0.0046161475064256255
Position 18112: 0.004525599791467348
Position 24173: 0.004469767956141281
Position 5726: 0.004415845930686207
Position 937: 0.004295032211420656
Position 6929: 0.00409182035797899
Position 26045: 0.004062973807670222
Position 1838: 0.004031803512951159
Position 12533: 0.0039062003160488636
Position 9240: 0.0038160508140101116
