Gene = strat
index = 1897
Annotated 5SS: [204]
Annotated 3SS: [273]
SMsplice 5SS: [204]
SMsplice 3SS: [273]
top_k =  1000
Partition function (log Z): -4.776772303269253

Sorted 5' Splice Sites (High to Low Probability):
Position 204: 0.9992541264681977
Position 539: 0.051144260549208766
Position 650: 0.005540890435358963
Position 655: 0.005489655047740463
Position 830: 0.003705080443094193
Position 499: 0.0008013851836214687
Position 502: 0.0007495253053331001
Position 596: 0.0006691037305614614
Position 23: 0.0006513429166701305
Position 644: 0.0005300448323534802
Position 421: 0.00018606208635682127
Position 864: 0.00016560317190727968
Position 844: 0.00014565754362576045
Position 414: 0.00013216394236542327
Position 791: 0.00011720051402091351
Position 782: 0.00010805488131634697
Position 6: 9.574037099400966e-05
Position 400: 8.089324141310516e-05
Position 815: 7.599417393714277e-05
Position 448: 6.347498390829214e-05
Position 663: 2.867261188806806e-05
Position 208: 2.6473005597217906e-05
Position 355: 2.5999105125149887e-05
Position 823: 2.1040411590365548e-05
Position 387: 1.653709015323222e-05
Position 548: 1.4524566657278363e-05
Position 3: 1.4206857451808784e-05
Position 138: 6.737537936939889e-06
Position 688: 5.391349655548011e-06
Position 274: 5.051238642923897e-06
Position 13: 4.028510570634605e-06
Position 543: 3.6394450902826e-06
Position 602: 3.131742025747686e-06
Position 716: 2.8981004638582247e-06
Position 160: 2.3099362699022945e-06
Position 541: 2.0365412630727133e-06
Position 731: 1.1995210294715137e-06
Position 765: 9.853793339338303e-07
Position 786: 1.32908011084973e-07
Position 51: 9.015766559780275e-08
Position 149: 6.564389007416742e-08
Position 706: 3.6466496873419085e-08
Position 875: 2.518165080713498e-08
Position 252: 1.218059116780528e-09
Position 280: 5.884600726984092e-10
Position 258: 2.905229284586019e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 273: 0.9857254049405686
Position 706: 0.02629029225252995
Position 731: 0.016542024797397633
Position 908: 0.015260504386464917
Position 644: 0.007919447416443052
Position 602: 0.007468241945459855
Position 648: 0.0034011187350069354
Position 713: 0.001959681734150843
Position 297: 0.0013045340870602206
Position 622: 0.0006696435145513981
Position 300: 0.0006684044228113392
Position 87: 0.0006068363060654923
Position 716: 0.0005605738884246476
Position 917: 0.0004659365320514492
Position 736: 0.0003805539404907752
Position 303: 0.00013449846165186632
Position 625: 7.97721249456633e-05
Position 410: 6.988445870388172e-05
Position 875: 6.0271138090335187e-05
Position 103: 5.6089540056609504e-05
Position 329: 5.5304733531552615e-05
Position 776: 4.024868805535346e-05
Position 320: 3.733241544286429e-05
Position 64: 3.691226446765108e-05
Position 149: 2.7850601390987335e-05
Position 89: 1.5580304561414503e-05
Position 343: 1.048888920236715e-05
Position 782: 8.826491558256127e-06
Position 834: 6.543257899754899e-06
Position 548: 6.260021975646053e-06
Position 360: 5.467231704437435e-06
Position 495: 4.974598562474583e-06
Position 864: 4.891353689945036e-06
Position 93: 1.603110332331469e-06
Position 796: 1.2242741136121082e-06
Position 655: 1.1938075785572097e-06
Position 414: 1.1480624303137714e-06
Position 197: 4.935708246086244e-07
Position 174: 3.5968127930764097e-07
Position 803: 2.933027901222278e-07
Position 850: 2.3595894392280675e-07
Position 378: 1.8429811484996375e-07
Position 510: 1.3556681627328306e-07
Position 519: 1.2736808252950627e-07
Position 791: 3.327047758896766e-08
Position 180: 2.867608292784453e-08
Position 107: 1.2853486450591341e-08
Position 200: 3.12999214007118e-09
Position 241: 1.406943499913663e-09
Position 525: 6.364883542886727e-10
Position 467: 2.317200153494104e-10
Position 442: 2.1403136403101446e-10
Position 438: 1.7254818061294778e-10
Position 333: 1.2503255336956527e-10
Position 497: 3.3886459935288256e-11
Position 182: 4.904934654258953e-13
Position 208: 3.2119611895145177e-14
Position 203: 9.796340182374631e-18
