Gene = Pomp
index = 1386
Annotated 5SS: [130 460]
Annotated 3SS: [193 746]
SMsplice 5SS: [130 460]
SMsplice 3SS: [193 746]
top_k =  1000
Partition function (log Z): -1.2992473592512992

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9470772685757821
Position 460: 0.79016305910451
Position 431: 0.19022628840339215
Position 986: 0.061475331688629675
Position 657: 0.003716674948908843
Position 630: 0.0026149699714169174
Position 1198: 0.0007068735518752983
Position 665: 0.0006190390591880664
Position 1129: 0.0005526904809861554
Position 476: 0.0005326753430317465
Position 970: 0.0005238001848462844
Position 426: 0.00039628861179288036
Position 1351: 0.0003754205441897105
Position 23: 0.0003668135027993228
Position 677: 0.0003658831563059728
Position 1219: 0.0003615459223001884
Position 1276: 0.00025478274561545664
Position 66: 0.0002404876790550864
Position 853: 0.00021622910602295747
Position 648: 0.000200697005412054
Position 39: 0.0001957115813921625
Position 134: 0.0001839542899668022
Position 646: 0.0001177262873217729
Position 1065: 0.00011745790043671213
Position 343: 0.00010679031902843784
Position 389: 8.26151136580115e-05
Position 898: 7.233548436667431e-05
Position 850: 7.011833779336433e-05
Position 836: 6.890612554639553e-05
Position 1032: 6.274547498858957e-05
Position 1369: 5.3827854635355566e-05
Position 492: 3.796742480428647e-05
Position 883: 3.1266570822883646e-05
Position 254: 2.503123129904877e-05
Position 1025: 2.1378357840641285e-05
Position 229: 1.6662110406742624e-05
Position 1241: 1.3694524900536296e-05
Position 299: 1.1778143673038129e-05
Position 1135: 7.314937425579838e-06
Position 12: 5.715431028358363e-06
Position 227: 5.047210726199808e-06
Position 539: 4.869241122609755e-06
Position 1178: 4.1034553893000255e-06
Position 1150: 3.180150714897973e-06
Position 1069: 2.8987872583131767e-06
Position 155: 2.6247306369046005e-06
Position 212: 2.5504450461229374e-06
Position 252: 2.09708760651406e-06
Position 1036: 1.7480533118699223e-06
Position 146: 1.7432950068933233e-06
Position 454: 1.4112188779119264e-06
Position 70: 1.151735879927574e-06
Position 779: 6.726917486764828e-07
Position 1132: 3.4586848636820255e-07
Position 193: 3.1095269405977416e-07
Position 233: 1.1187717953312202e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 746: 0.9901280067893076
Position 193: 0.9220756470077051
Position 1065: 0.04669769882607276
Position 199: 0.016341725160537963
Position 1250: 0.010059564850053727
Position 677: 0.0060232121429576145
Position 1396: 0.0030209306930681057
Position 1125: 0.0020660055999828786
Position 1338: 0.0014694172668519852
Position 1436: 0.000930558037419251
Position 212: 0.0006078567465952306
Position 700: 0.0004891742268650114
Position 1263: 0.00043549944584029844
Position 361: 0.00034485126189179256
Position 1128: 0.0002795522465502316
Position 79: 0.0001936813898508508
Position 217: 0.0001859139636879336
Position 115: 0.00013637343450240478
Position 554: 0.00012447383079703474
Position 1340: 0.00010060880460784786
Position 920: 6.478268632321048e-05
Position 589: 6.339621038025625e-05
Position 492: 5.5088183522086124e-05
Position 1169: 4.07431733418952e-05
Position 226: 3.692063259943628e-05
Position 1369: 3.4740848099624345e-05
Position 657: 3.458180282617132e-05
Position 322: 3.095900086998455e-05
Position 1285: 2.6647103149108332e-05
Position 501: 2.605006911457328e-05
Position 946: 2.440085164113506e-05
Position 514: 2.4358082966010167e-05
Position 1145: 2.1603361274214855e-05
Position 459: 2.1449968784508392e-05
Position 1213: 1.6847212530659595e-05
Position 158: 1.580737029962983e-05
Position 979: 1.0531263464057074e-05
Position 343: 8.147501095704856e-06
Position 400: 7.696768146855616e-06
Position 824: 7.4786063179043125e-06
Position 155: 6.282988178133899e-06
Position 271: 5.918150894930298e-06
Position 1215: 5.891173246921551e-06
Position 522: 5.05958131082496e-06
Position 430: 5.010670465254022e-06
Position 935: 4.6646172579943765e-06
Position 1351: 2.430602207087485e-06
Position 951: 1.6283995214222601e-06
Position 819: 1.289012134891748e-06
Position 898: 1.0749976847721802e-06
Position 883: 9.27043226984813e-07
Position 798: 7.658980607679464e-07
Position 134: 3.2890109287009747e-07
Position 529: 1.9233123159589e-07
Position 337: 4.591382611476669e-08
Position 412: 3.790238692891935e-08
Position 146: 2.8176383955374953e-08
Position 379: 1.2972377981845225e-08
Position 840: 1.109894279773135e-08
Position 983: 3.2720912465361257e-10
Position 471: 1.2336028386374816e-11
Position 573: 4.955063408389021e-12
Position 564: 2.783056358613797e-12
Position 160: 1.2571917809701013e-14
