Gene = nwk
index = 1827
Annotated 5SS: [  30  838 1143 1761 2929 3649 3984 5464 6435]
Annotated 3SS: [ 721  912 1232 2045 2990 3926 5437 5666 6533]
SMsplice 5SS: [ 838 1143 1761 2929 3160 3649 3984 5806 6007]
SMsplice 3SS: [ 912 1232 2045 2990 3263 3926 5666 5877 6069]
top_k =  1000
Partition function (log Z): 27.057353875375604

Sorted 5' Splice Sites (High to Low Probability):
Position 1761: 0.9910224960826103
Position 3649: 0.9896110273246104
Position 3984: 0.9773389511976724
Position 2929: 0.9755672567161724
Position 838: 0.9560781572049986
Position 5806: 0.897027653937591
Position 6007: 0.6769776999418237
Position 3160: 0.6627389748386857
Position 1143: 0.6346071228175442
Position 1052: 0.4301446387891315
Position 5464: 0.41372380410209375
Position 4746: 0.22534960643989968
Position 30: 0.10019198885072554
Position 6391: 0.06373252653408151
Position 6030: 0.05563456239204181
Position 6387: 0.043874358180507854
Position 4187: 0.04055100750484091
Position 4331: 0.03387751869863977
Position 304: 0.02933724253832345
Position 833: 0.029308847250353848
Position 2933: 0.024195113101236666
Position 6384: 0.024121157739633758
Position 4566: 0.023874222552164485
Position 1147: 0.021233321716599807
Position 4912: 0.016002341337629122
Position 6184: 0.015611662002250193
Position 1342: 0.013333222266816996
Position 731: 0.01257925834027164
Position 517: 0.012282908591881006
Position 3421: 0.011838421624112088
Position 354: 0.011406323489344245
Position 5184: 0.011391170136538382
Position 4570: 0.009420845591104477
Position 1168: 0.00904964836953815
Position 4568: 0.008683943341598973
Position 105: 0.007773981315723634
Position 4951: 0.005920346092815679
Position 158: 0.005664983868412296
Position 181: 0.005647685433615518
Position 1817: 0.005562572143386099
Position 4618: 0.005551879450291948
Position 6484: 0.005437787204891879
Position 6259: 0.005296754224033606
Position 5760: 0.005162873862091436
Position 190: 0.004298443462852318
Position 554: 0.0042019988763674935
Position 1309: 0.004153744978705688
Position 2734: 0.0037134941212288992
Position 6860: 0.0033968860258750066
Position 4820: 0.0033604117638542656
Position 4014: 0.0032677813097410583
Position 6018: 0.0030599431623746145
Position 7707: 0.002597252907899362
Position 6126: 0.0024439099037752376
Position 5976: 0.002216971923079042
Position 6498: 0.002166811251432573
Position 156: 0.001974922779996525
Position 449: 0.0015213397796743342
Position 4452: 0.0013916030533009773
Position 1929: 0.0013347667010353353
Position 1975: 0.0013181104736711086
Position 7699: 0.0013091509218804789
Position 1483: 0.0011991990425460838
Position 667: 0.0011918524619438018
Position 5782: 0.001176552105579442
Position 2511: 0.0010699168424317283
Position 7449: 0.0010269668336155236
Position 4154: 0.000967459541613377
Position 167: 0.0009444973330045067
Position 1967: 0.000890568816233091
Position 6439: 0.0008445395338030325
Position 3425: 0.0007691195535093536
Position 3454: 0.0007550439932529513
Position 281: 0.0007405550163264577
Position 4808: 0.0006787475533678991
Position 184: 0.000646746166538943
Position 4561: 0.0006177443716993796
Position 4287: 0.0006098134450713157
Position 662: 0.0005878484373889756
Position 2221: 0.00043122890671999794
Position 6280: 0.00042835557308542374
Position 6458: 0.000422926113522645
Position 4687: 0.00037642612623069405
Position 2717: 0.0003737749380843142
Position 3826: 0.0003176154690532043
Position 736: 0.0003000773593449666
Position 1173: 0.0002811951488602549
Position 4472: 0.00026104071568069167
Position 4206: 0.0002598854635610142
Position 188: 0.00023518262340588785
Position 2212: 0.00022659226591136732
Position 1423: 0.0001920507577451491
Position 4572: 0.00018823206659565836
Position 169: 0.00018735953633735995
Position 3039: 0.00018149369711268568
Position 1393: 0.00015989404157880905
Position 7703: 0.00014662918731621572
Position 1376: 0.00014661350947599603
Position 1399: 0.00014392498474571927
Position 1767: 0.00013857635212358928
Position 1359: 0.00013346834596132274
Position 75: 0.0001270251392618248
Position 3065: 0.00011956283886362127
Position 1044: 0.0001097503939870748
Position 268: 0.00010045611737645223
Position 2904: 0.00010014180618487915
Position 1752: 9.740025745742364e-05
Position 1472: 9.480467718725984e-05
Position 3853: 8.738201273096374e-05
Position 4454: 8.375504376237144e-05
Position 3587: 8.361321053405142e-05
Position 404: 7.98043449287624e-05
Position 4498: 7.842279524557378e-05
Position 1432: 7.425912051595303e-05
Position 3797: 7.352528953987696e-05
Position 581: 7.187285198586653e-05
Position 3793: 6.877000284506752e-05
Position 1636: 6.742607321021976e-05
Position 6336: 6.563185363010366e-05
Position 2539: 5.806104625769597e-05
Position 4085: 5.380714977334732e-05
Position 1743: 5.301070583029874e-05
Position 681: 4.7225744674649956e-05
Position 2127: 4.683205283102843e-05
Position 3482: 4.540440180619264e-05
Position 1080: 4.5017077307200036e-05
Position 721: 4.28522873223486e-05
Position 3216: 4.228298127072964e-05
Position 384: 4.1137289957183924e-05
Position 3449: 3.936695707782641e-05
Position 3204: 3.8190350080440336e-05
Position 3626: 3.7187141812476646e-05
Position 7: 3.511972410548715e-05
Position 3834: 3.4510141452830447e-05
Position 1765: 3.2938834986036126e-05
Position 346: 2.7764979648842784e-05
Position 573: 2.7537511914924104e-05
Position 2423: 2.657152853808055e-05
Position 1985: 2.6229830709781317e-05
Position 3657: 2.5889048785992928e-05
Position 5823: 2.4806353434543648e-05
Position 871: 1.8705121976419983e-05
Position 3631: 1.828912365840952e-05
Position 2515: 1.77196974315967e-05
Position 375: 1.6601899536454546e-05
Position 2161: 1.5970380311741353e-05
Position 3326: 1.5279076487345568e-05
Position 781: 1.4173002447533981e-05
Position 358: 1.3629308618515696e-05
