Gene = Cbl
index = 1055
Annotated 5SS: [ 909 1860 2073 2260 2450]
Annotated 3SS: [1451 1947 2137 2317 4086]
SMsplice 5SS: [ 909 1860 2073 2260 2450]
SMsplice 3SS: [1451 1947 2137 2317 3825]
top_k =  1000
Partition function (log Z): 14.183614681770909

Sorted 5' Splice Sites (High to Low Probability):
Position 2260: 0.9997384346381198
Position 2073: 0.9994430169862456
Position 909: 0.9894780778630655
Position 1860: 0.9629978837089227
Position 2450: 0.6456327429361951
Position 2546: 0.3191644113581117
Position 3756: 0.21496977368021433
Position 5832: 0.20885473006573702
Position 4921: 0.11276130446410561
Position 4024: 0.10245445765196945
Position 2901: 0.09722558759978465
Position 5582: 0.08519919582247237
Position 2895: 0.062035359723288205
Position 6045: 0.045107155137784044
Position 1870: 0.03171262195263505
Position 5868: 0.024893387788508477
Position 2905: 0.02350786614209326
Position 2805: 0.02229273501021884
Position 1314: 0.017152232000710834
Position 6676: 0.014662237273352518
Position 169: 0.012499269894588909
Position 3485: 0.006697057046496451
Position 6012: 0.0057849318352717
Position 1329: 0.004104255510300167
Position 3404: 0.003939232338319198
Position 3569: 0.0037624475991457373
Position 3760: 0.0032621629460239626
Position 3113: 0.0030805528048805687
Position 988: 0.0030752772631741604
Position 2880: 0.0027989779595704177
Position 514: 0.0025868546950417372
Position 2917: 0.0024835885736321146
Position 3281: 0.0022889903253844684
Position 1876: 0.0021498933074162543
Position 3310: 0.0020131401078074497
Position 4439: 0.0019750836806361077
Position 979: 0.0019525223450616899
Position 1495: 0.001845363338718254
Position 902: 0.001818316711865107
Position 3532: 0.0013817677536576015
Position 2762: 0.0012975885414770768
Position 1690: 0.0012237756098815251
Position 3047: 0.0011634565284663228
Position 3019: 0.0011628654534815365
Position 59: 0.0011146696328943342
Position 2890: 0.0010090817031710388
Position 5402: 0.000878284799536743
Position 2670: 0.0008315057573018608
Position 1581: 0.0008258595149044259
Position 3912: 0.0008207653573441157
Position 1156: 0.0008185738341670272
Position 4515: 0.0007934352001908797
Position 2885: 0.0007246919201838461
Position 3131: 0.0006599179985434347
Position 3243: 0.00050993737783338
Position 3408: 0.00044694034358398825
Position 2814: 0.00044062902951520587
Position 2808: 0.00041147227703943075
Position 116: 0.00040723386488134754
Position 3059: 0.00037563572114997505
Position 2455: 0.00036383888626241714
Position 177: 0.0003599341559227367
Position 1901: 0.000351951436804129
Position 3917: 0.00034970893423832527
Position 2504: 0.00031333457115499945
Position 3123: 0.00029880910720932364
Position 4044: 0.00029387452758563253
Position 4454: 0.0002917374028205137
Position 2064: 0.00027956328036640027
Position 132: 0.00027251600126971046
Position 3169: 0.00027069957300322885
Position 2899: 0.00024349598074252656
Position 970: 0.00018300583472411085
Position 4004: 0.00015907427655389067
Position 2242: 0.00013705088130527073
Position 1827: 0.00013320783944863171
Position 45: 0.00012289370151788944
Position 2550: 0.0001207345821085076
Position 2559: 0.0001131105646843938
Position 1007: 0.00011203235340968799
Position 501: 0.00010065357415714297
Position 2914: 9.788005972881055e-05
Position 557: 9.684068664227537e-05
Position 738: 7.677788819446291e-05
Position 2682: 7.111934992873733e-05
Position 1615: 7.024269149132217e-05
Position 2460: 6.989906070602836e-05
Position 1297: 5.628890782560903e-05
Position 2829: 5.5530307240076864e-05
Position 2269: 5.408313914724788e-05
Position 190: 5.2038493109058833e-05
Position 711: 4.805471393992146e-05
Position 1891: 4.59016662695111e-05
Position 564: 4.427499737567043e-05
Position 1899: 4.2948193089335105e-05
Position 2660: 4.21312428214184e-05
Position 327: 4.022660429996655e-05
Position 525: 3.7544713765832156e-05
Position 517: 3.673388280074066e-05
Position 2846: 3.3124772342844936e-05
Position 1129: 3.2230880894127256e-05
Position 1783: 3.0928816907466205e-05
Position 941: 3.0776034708273085e-05
Position 1134: 2.9596983789233704e-05
Position 2674: 2.9423294520798387e-05
Position 1671: 2.6766460192390502e-05
Position 2959: 2.5196080228024603e-05
Position 1588: 2.2602465996520808e-05
Position 198: 2.023613302552055e-05
Position 1735: 1.817278882142112e-05
Position 380: 1.658491440091666e-05
Position 693: 1.638148745729465e-05
Position 57: 1.4629940197510312e-05
Position 2036: 1.4144221266623737e-05
Position 371: 1.3962190329696017e-05
Position 951: 1.361823914484697e-05
Position 1049: 1.1328644377342345e-05
Position 1164: 1.0717922485152892e-05
Position 3396: 1.0692026017704483e-05
Position 1648: 1.0027796489788245e-05
Position 63: 9.93278279693038e-06
Position 1337: 9.738046450176453e-06
Position 833: 9.177525761856952e-06
Position 1012: 8.622531370341784e-06
Position 1025: 8.500014116415803e-06
Position 1268: 8.356045878877855e-06
Position 4166: 7.098876531103852e-06
Position 3345: 7.097408437242138e-06
Position 2083: 7.034729735318823e-06
Position 2628: 6.654179802862129e-06
Position 461: 6.547481991528881e-06
Position 2640: 6.515945846151864e-06
Position 93: 5.975428341542242e-06
Position 1221: 5.909335978014711e-06
Position 2653: 5.231987341965993e-06
Position 913: 4.975343387965791e-06
Position 2621: 4.883389538399094e-06
Position 1339: 4.618097894769059e-06
Position 1833: 4.5480810409128385e-06
Position 20: 4.452559422760487e-06
Position 787: 4.301206027988773e-06
Position 1224: 3.585570989910145e-06
Position 164: 3.2005504029985364e-06
Position 1027: 3.1999825488721408e-06
Position 667: 2.7360815265925813e-06
Position 2611: 2.144302517027847e-06
Position 714: 2.0105319010468626e-06
Position 2211: 1.8039729517702899e-06
Position 451: 1.6952129392202416e-06
Position 3181: 1.301068540879706e-06
Position 591: 1.0438247297642252e-06
Position 1914: 7.918881343504453e-07
Position 1912: 7.889069630026579e-07
Position 1104: 6.670145551405921e-07
Position 3231: 5.887423161397848e-07
Position 2647: 5.810556101110721e-07
Position 3235: 5.590205861888488e-07
Position 382: 5.519031075499179e-07
Position 835: 5.418792218844827e-07
Position 1279: 4.969952198858283e-07
Position 669: 4.4285308445522943e-07
Position 1666: 4.3605033081015506e-07
Position 2013: 3.327010273889648e-07
Position 2405: 2.7543082900236175e-07
Position 2278: 2.1654902921890893e-07
Position 1459: 2.0337272444601e-07
Position 3068: 1.8959636737129505e-07
Position 80: 1.7700940657102367e-07
Position 8: 1.7096744352404713e-07
Position 2102: 1.7010291802489588e-07
Position 2363: 1.5390879444003682e-07
Position 1255: 9.89809430494958e-08
Position 2214: 9.734033713209949e-08
Position 2331: 9.476244024941428e-08
Position 1920: 8.98567560471189e-08
Position 2969: 7.579988597994108e-08
Position 1999: 3.1519383661003745e-08
Position 1963: 1.0823829538798265e-08
Position 1981: 6.882394768238423e-09
Position 2006: 5.74566854619443e-09
Position 2366: 5.4017699269133184e-09
Position 2118: 5.317873605336113e-09
Position 2165: 3.4104432308719664e-09
Position 2104: 3.3977752016383883e-09
Position 1996: 2.9506507215870116e-09
Position 2779: 1.0992512051791177e-09
Position 2921: 8.727471912338575e-10
Position 2909: 6.374233537366419e-10
Position 2865: 3.604099441412039e-10
Position 2201: 2.3072612146732816e-10
Position 2154: 5.7177166686006966e-11
Position 465: 1.613409020113761e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2317: 0.9994472095482676
Position 1947: 0.9965971121235088
Position 1451: 0.9756567694663962
Position 2137: 0.9526004315307964
Position 3825: 0.5278334513599867
Position 5886: 0.23163006841080938
Position 5757: 0.18130086539095364
Position 2729: 0.17092491881939398
Position 4086: 0.11429457219896734
Position 6178: 0.09402171440517122
Position 2593: 0.0811645537816875
Position 5686: 0.07583073771261821
Position 2702: 0.07405847868021087
Position 2679: 0.06330639779369125
Position 5921: 0.05773664094733456
Position 3629: 0.05772723549676584
Position 5634: 0.04809041175954727
Position 7051: 0.04783853611430459
Position 3791: 0.0461187791028608
Position 2141: 0.029840989892337386
Position 4608: 0.019005759418533705
Position 3092: 0.015882753315149132
Position 2151: 0.013631111701445564
Position 6136: 0.013504542299871738
Position 1608: 0.011080640584747822
Position 1119: 0.00926848181798514
Position 3806: 0.008741415439628154
Position 230: 0.008683542753186307
Position 5699: 0.008601344066774732
Position 3221: 0.007763200150067017
Position 7119: 0.007180536616962222
Position 4324: 0.005842429549010074
Position 3198: 0.005556902605640372
Position 6535: 0.005267679376170235
Position 3656: 0.005101877366297288
Position 1482: 0.004810336081485434
Position 6394: 0.0047706266338539615
Position 1638: 0.004614220926502764
Position 4998: 0.004473446908610569
Position 3149: 0.004416825632809913
Position 5039: 0.004294245844325869
Position 6112: 0.004264959807062897
Position 3860: 0.004226532772403702
Position 1075: 0.004125096112984454
Position 1140: 0.003963696661282822
Position 3505: 0.003729850410023606
Position 2118: 0.003646618981654317
Position 1191: 0.0032365150769539395
Position 3026: 0.0031385143711009813
Position 1970: 0.0028845143701785032
Position 2633: 0.0028616971040355877
Position 3982: 0.0025389178429199677
Position 3636: 0.002392369212659416
Position 621: 0.002288901669040893
Position 6920: 0.002221702749712216
Position 6309: 0.0017798737797531641
Position 3288: 0.0017173492570694276
Position 3123: 0.0016094888528956463
Position 4971: 0.0014671531715765565
Position 260: 0.0013989433812665686
Position 4133: 0.0013527531753668859
Position 3557: 0.0012127675290432005
Position 1276: 0.0011716556104556955
Position 6822: 0.0011422383217293657
Position 115: 0.0009639161176779939
Position 1007: 0.0009537045575170545
Position 6670: 0.0007746833427119906
Position 6713: 0.0007390087549735099
Position 970: 0.0006777234676928155
Position 5042: 0.0006777113408895479
Position 1390: 0.0006427743444515632
Position 1025: 0.0005521978737117024
Position 5889: 0.0005416187025036213
Position 423: 0.0005329559422285906
Position 4365: 0.0005301688845340194
Position 1408: 0.00038773019813005856
Position 4108: 0.0003568596279768727
Position 806: 0.00035464402565910265
Position 1145: 0.0003273091177194051
Position 597: 0.00027872839559123534
Position 284: 0.0002669796369728442
Position 1707: 0.00026400992994438685
Position 281: 0.0002619252121099523
Position 5786: 0.00026131385440109376
Position 3285: 0.0002571727859243501
Position 1314: 0.00024926171943100687
Position 3396: 0.00024110651558570024
Position 1233: 0.00022891915684915932
Position 2640: 0.00020377508086875083
Position 1910: 0.000190550962600457
Position 4677: 0.00018518400023309706
Position 2621: 0.00016684836148358578
Position 627: 0.00012645230502165346
Position 1154: 0.00012273171463146094
Position 173: 0.00010944949161109462
Position 3231: 0.00010720464940577725
Position 2756: 0.00010612464460026057
Position 393: 9.296813742068607e-05
Position 198: 9.258250109069607e-05
Position 777: 9.257818715683966e-05
Position 1821: 8.974348003714053e-05
Position 1419: 7.956924364688581e-05
Position 693: 7.918409396978587e-05
Position 633: 7.203036905203592e-05
Position 2814: 7.031315071981935e-05
Position 702: 6.87436623790062e-05
Position 2347: 6.733928033010967e-05
Position 2829: 5.5381335950051554e-05
Position 723: 5.024045637897747e-05
Position 2808: 4.911510543782072e-05
Position 459: 4.456528782927858e-05
Position 3967: 3.861143327395993e-05
Position 266: 3.749282563583569e-05
Position 1722: 3.601601409712658e-05
Position 3241: 3.386955482540286e-05
Position 2914: 3.297822943835209e-05
Position 1730: 3.1512159353217036e-05
Position 2559: 2.8895509100597335e-05
Position 255: 2.686587521111434e-05
Position 782: 2.6657467044750014e-05
Position 4004: 2.6014727974018626e-05
Position 480: 2.5962706092386366e-05
Position 720: 2.3445332988295513e-05
Position 699: 2.2630184415297488e-05
Position 2389: 2.1514442785528828e-05
Position 729: 1.9973227287106775e-05
Position 557: 1.925222205056132e-05
Position 868: 1.880343298180147e-05
Position 445: 1.5910233959426073e-05
Position 1255: 1.581883619608154e-05
Position 3238: 1.493623849317074e-05
Position 1521: 1.484223861780672e-05
Position 3439: 1.4108610040540262e-05
Position 3400: 1.332008282713602e-05
Position 96: 1.1552034177107215e-05
Position 1695: 1.0265583127206145e-05
Position 2172: 8.012165001498181e-06
Position 735: 7.74012214917021e-06
Position 534: 7.5918080776196955e-06
Position 2013: 6.986201487601918e-06
Position 1581: 6.953043224545725e-06
Position 477: 6.674802526062325e-06
Position 1328: 6.419733368862643e-06
Position 1949: 5.354127694312645e-06
Position 399: 4.826435931026521e-06
Position 158: 3.7451080474106352e-06
Position 1979: 3.619652713004532e-06
Position 1689: 3.6077620752124542e-06
Position 816: 3.485935927906577e-06
Position 2021: 2.9576534146322972e-06
Position 2182: 2.8789730495488315e-06
Position 657: 2.5296072309888958e-06
Position 732: 1.9959921396512582e-06
Position 891: 1.7947529860859648e-06
Position 711: 1.5193602739478623e-06
Position 1536: 1.4174881701315508e-06
Position 2762: 1.3018556702386502e-06
Position 908: 1.2658969521774123e-06
Position 1325: 1.237108170632005e-06
Position 1912: 1.1391482626190862e-06
Position 552: 1.0315626725650878e-06
Position 1485: 1.0200276475227085e-06
Position 1827: 7.248573456887685e-07
Position 2467: 6.486121982589609e-07
Position 2425: 5.75228929743282e-07
Position 1809: 3.937754995112771e-07
Position 2422: 3.2008379432816295e-07
Position 1899: 2.7405090881108885e-07
Position 2660: 2.4007946034461384e-07
Position 2792: 1.6633870673088322e-07
Position 531: 1.4938860164158627e-07
Position 1495: 1.387390262215815e-07
Position 2647: 1.2676154866216524e-07
Position 2653: 1.2294198478461608e-07
Position 941: 1.1935091729769514e-07
Position 513: 8.91473296339964e-08
Position 540: 7.203789528029824e-08
Position 297: 6.606873448725828e-08
Position 2242: 5.880023903400272e-08
Position 122: 5.235540033006534e-08
Position 492: 4.051948552117683e-08
Position 2428: 3.9596839308034e-08
