Gene = Mettl14
index = 1277
Annotated 5SS: [183 772]
Annotated 3SS: [254 827]
SMsplice 5SS: [183 772]
SMsplice 3SS: [254 827]
top_k =  1000
Partition function (log Z): -6.0154040561976805

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.8377075262344147
Position 772: 0.8291744896700497
Position 940: 0.061808592447157654
Position 726: 0.04890893936152476
Position 548: 0.03674227829110753
Position 730: 0.010379306315348155
Position 1061: 0.006263472227317622
Position 337: 0.006030492842018816
Position 361: 0.0017945574137084447
Position 484: 0.0009198110484699305
Position 1013: 0.0006989744947903051
Position 539: 0.0006414184014750573
Position 925: 0.0004394670424344485
Position 1242: 0.00039422147073934875
Position 187: 0.0003504361737468746
Position 92: 0.00028568622193782316
Position 295: 0.0002608195326275363
Position 608: 0.00022318950852831163
Position 659: 0.00013594708257948386
Position 954: 6.42786354979259e-05
Position 776: 5.919507006499149e-05
Position 508: 5.474623451359197e-05
Position 198: 3.991180686982188e-05
Position 744: 3.845695582769172e-05
Position 490: 3.716411399681295e-05
Position 1474: 3.549782956750874e-05
Position 316: 2.9674192520701398e-05
Position 44: 2.8993160076851366e-05
Position 41: 2.8770317627453687e-05
Position 1464: 2.1787894151859918e-05
Position 1253: 1.7894744304784152e-05
Position 239: 1.202541977113806e-05
Position 800: 1.1524587017374663e-05
Position 210: 1.0689207801674467e-05
Position 216: 1.067028024612558e-05
Position 666: 1.0373376824542397e-05
Position 115: 1.0048277116876536e-05
Position 1416: 9.44423500980463e-06
Position 1338: 9.190584323716854e-06
Position 221: 8.15433432804711e-06
Position 513: 7.379575796054206e-06
Position 877: 7.293188677264522e-06
Position 858: 5.943666859059462e-06
Position 87: 4.720601040570538e-06
Position 717: 4.580329487512369e-06
Position 1462: 4.469872440374132e-06
Position 58: 3.5568927375145115e-06
Position 160: 3.0891063075640976e-06
Position 437: 2.520745446813082e-06
Position 163: 1.9703896867624557e-06
Position 862: 1.8157672593629618e-06
Position 1230: 1.4206871662046032e-06
Position 1135: 1.0698753174414762e-06
Position 254: 1.0662389817698813e-06
Position 1100: 9.78461117871479e-07
Position 1213: 2.239847290062761e-07
Position 126: 1.7932819463986949e-07
Position 474: 1.6239379906109657e-07
Position 270: 1.4997604624369323e-07
Position 1385: 1.4801959484736512e-07
Position 1472: 1.4414471316453267e-07
Position 96: 1.2867049742367614e-07
Position 639: 7.534039489154263e-08
Position 783: 6.07438159101085e-08
Position 319: 2.7924070483545392e-08
Position 836: 1.3487400089322849e-09
Position 263: 1.1140012819049835e-09
Position 866: 2.5807130091314316e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.8958753566061621
Position 254: 0.7823908099978261
Position 1124: 0.07440621832485632
Position 617: 0.03925305044655246
Position 406: 0.023389250867586926
Position 428: 0.009419020915322686
Position 1221: 0.0036122571215140777
Position 467: 0.0025570449429385494
Position 636: 0.0024073274049225147
Position 522: 0.0015054391377362713
Position 1010: 0.0011523512375588415
Position 497: 0.000945576189591223
Position 1030: 0.0008267017901254143
Position 1241: 0.0006340154946702886
Position 287: 0.0005799951508445538
Position 488: 0.0005645551598364334
Position 437: 0.0005560088271129911
Position 316: 0.0005514651902361602
Position 306: 0.000504801508849373
Position 1300: 0.0003882815928480859
Position 1126: 0.0003089867079651208
Position 1521: 0.00024412837466234374
Position 319: 0.0002375735287082148
Position 1472: 0.00018296068852372477
Position 1380: 9.401489007064094e-05
Position 572: 9.015804602756749e-05
Position 1055: 8.677876148439252e-05
Position 994: 8.376081721370346e-05
Position 848: 8.085015496912632e-05
Position 174: 7.592880946491172e-05
Position 1341: 7.225562554328008e-05
Position 690: 6.83983872718854e-05
Position 644: 6.317309424935398e-05
Position 783: 6.114807851392395e-05
Position 326: 4.8600308179822796e-05
Position 380: 4.638792645763581e-05
Position 659: 3.671155189858222e-05
Position 729: 3.484839623982565e-05
Position 1130: 3.063416446108176e-05
Position 115: 2.9085740836481635e-05
Position 548: 2.8718185065257564e-05
Position 1496: 2.4205635288844208e-05
Position 539: 2.336343745777837e-05
Position 1135: 2.3253093991641936e-05
Position 892: 2.2438191388373297e-05
Position 87: 2.1196664242063986e-05
Position 1153: 1.3341189341236537e-05
Position 350: 1.0967715281165168e-05
Position 588: 1.0672618296022922e-05
Position 134: 1.0012072427218808e-05
Position 772: 9.317134993093334e-06
Position 1291: 9.034347683575529e-06
Position 979: 8.708159598048917e-06
Position 788: 7.938777215978355e-06
Position 1322: 4.473438183401527e-06
Position 1385: 3.649763368491425e-06
Position 720: 3.505212507127427e-06
Position 1502: 3.497564692016694e-06
Position 92: 3.27872300022418e-06
Position 703: 3.0707311219800995e-06
Position 1132: 2.6520815830653158e-06
Position 1143: 2.375730555411008e-06
Position 922: 2.0087247373939285e-06
Position 1338: 1.7751238673154431e-06
Position 143: 1.5487409618638674e-06
Position 1488: 1.4309312724712206e-06
Position 1363: 1.3057878358721476e-06
Position 1508: 1.2910977115302315e-06
Position 692: 1.0898101216027e-06
Position 1230: 1.051125149274208e-06
Position 925: 9.446376009863051e-07
Position 536: 6.898087187273185e-07
Position 158: 6.794987298065777e-07
Position 353: 6.387843678308142e-07
Position 1480: 4.6931539569590977e-07
Position 356: 2.8882132046421475e-07
Position 268: 2.0368636011568283e-07
Position 210: 1.3610129820671975e-07
Position 708: 1.0676844368029111e-07
Position 146: 4.794893451246705e-08
Position 207: 4.241530825501877e-09
Position 221: 1.0514928918886753e-09
Position 136: 8.252274722456494e-10
Position 121: 3.772402265171825e-10
Position 187: 4.69918589941086e-11
