Gene = CkIIalpha-i3
index = 1076
Annotated 5SS: [ 298  870 1051 1275 1396 1528 1617]
Annotated 3SS: [ 359  993 1112 1323 1452 1583 1678]
SMsplice 5SS: [ 870 1051 1396 1528]
SMsplice 3SS: [ 993 1112 1452 1583]
top_k =  1000
Partition function (log Z): -0.6477285632407004

Sorted 5' Splice Sites (High to Low Probability):
Position 1396: 0.9144266275494702
Position 870: 0.88263205847033
Position 1528: 0.7850077912272715
Position 1051: 0.7830326048621679
Position 1617: 0.42950572279299337
Position 1275: 0.370099004130311
Position 532: 0.2411621908048382
Position 573: 0.18027416970166615
Position 82: 0.09319807056914946
Position 304: 0.07605292425773878
Position 15: 0.053144878230347345
Position 1200: 0.04369864752599416
Position 648: 0.02990007538982584
Position 162: 0.02588733794065292
Position 1400: 0.024208021145655845
Position 1042: 0.01831630237982813
Position 23: 0.013447303735655248
Position 298: 0.00738565236133925
Position 279: 0.006235685288913487
Position 1141: 0.0058233071829705205
Position 101: 0.00514309279148133
Position 602: 0.003702005575416999
Position 170: 0.0036291268557496416
Position 1195: 0.0033559030097077194
Position 310: 0.0021110936157900176
Position 879: 0.0020223516078607595
Position 1055: 0.0014598900834409147
Position 1148: 0.0011886348107322381
Position 445: 0.0008789104738327448
Position 1091: 0.0008041463840508903
Position 729: 0.0006933391721236611
Position 181: 0.0006739468918376877
Position 580: 0.0006639344866128144
Position 152: 0.0006483146403997974
Position 187: 0.0006439759161176124
Position 147: 0.00048655826280638505
Position 1621: 0.0004392072693795885
Position 788: 0.00030006890115306185
Position 315: 0.0002880883220807268
Position 672: 0.00026826640682844617
Position 1718: 0.0002498721598103322
Position 1351: 0.0002489156313797894
Position 1410: 0.00016800644055763226
Position 1204: 0.00016168240956673774
Position 1345: 0.00015829288212576635
Position 1214: 0.00014628241139578622
Position 1355: 0.0001266593055425586
Position 1404: 8.493154807082987e-05
Position 365: 6.149593526213935e-05
Position 1532: 4.484626177308267e-05
Position 536: 4.395015696591074e-05
Position 1787: 3.4216724806168486e-05
Position 1611: 2.645124755656358e-05
Position 1135: 2.6234071136446712e-05
Position 434: 1.737778702932594e-05
Position 1798: 1.6806935371252605e-05
Position 551: 1.4189520161783037e-05
Position 1629: 1.3063812579488727e-05
Position 750: 9.567101234872309e-06
Position 1029: 8.665106244562123e-06
Position 1758: 6.956292371436098e-06
Position 1080: 6.124994459028672e-06
Position 1922: 5.910142188356972e-06
Position 27: 5.737331898683935e-06
Position 1781: 5.455856051778914e-06
Position 1807: 4.4580943431130874e-06
Position 804: 4.432705919791548e-06
Position 930: 3.137742994655637e-06
Position 1654: 2.886454692394639e-06
Position 1329: 2.3462140172937248e-06
Position 501: 2.326374133640318e-06
Position 722: 1.874870814750258e-06
Position 1293: 1.6524753497419156e-06
Position 1421: 1.013750275794615e-06
Position 1535: 6.631767068956595e-07
Position 1150: 5.145807048549885e-07
Position 400: 3.7257778936902583e-07
Position 1457: 3.2874700949666807e-07
Position 1485: 1.6372113873449852e-07
Position 1555: 1.2068716903895714e-07
Position 379: 4.546140697539658e-08
Position 359: 3.108860248723313e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9475252543659747
Position 993: 0.8589099239308723
Position 1583: 0.7765859213921444
Position 1112: 0.7710805941340836
Position 1323: 0.46756479855810407
Position 1678: 0.4266823439558993
Position 629: 0.34562875252587416
Position 359: 0.2507289447103251
Position 716: 0.073909004484443
Position 755: 0.01969717508321573
Position 1199: 0.012624306837221693
Position 588: 0.007044289177515703
Position 1681: 0.006903256499529544
Position 663: 0.006676759943822897
Position 761: 0.006240851549596359
Position 607: 0.00543234852533069
Position 393: 0.0038561976154861946
Position 787: 0.003201626406974285
Position 1135: 0.00286205004800448
Position 695: 0.0024586620326498003
Position 213: 0.0018425710761948567
Position 1646: 0.0013979148209056986
Position 332: 0.0011573757823360791
Position 647: 0.0011057478878551887
Position 1795: 0.0010142596141528013
Position 1001: 0.0009990225173204697
Position 81: 0.0008033256952226535
Position 170: 0.0007921225607855402
Position 1798: 0.0007815393657981341
Position 1608: 0.0007458484033438211
Position 1029: 0.0006467637975490103
Position 1474: 0.0005745796894879451
Position 1628: 0.0005602431977293303
Position 1786: 0.0005531597897774594
Position 429: 0.0004964912950583968
Position 1329: 0.00043860832090572793
Position 137: 0.00038545636319995357
Position 602: 0.0003618988205000942
Position 1145: 0.0003264755787209611
Position 1611: 0.0003264345077637571
Position 62: 0.0003123258072004511
Position 1721: 0.00030603168685437086
Position 1236: 0.0003030472678927981
Position 701: 0.0002335355667271585
Position 187: 0.00019932110309203556
Position 1230: 0.0001874972470501122
Position 1162: 0.00018648733623016108
Position 181: 0.0001555724368887777
Position 147: 0.00015423978067734438
Position 1166: 0.0001360455482904201
Position 1876: 0.00012496417075962013
Position 722: 0.00011579822915735534
Position 1345: 0.00011144342565359069
Position 512: 0.00011115900095477658
Position 1120: 0.00010492602744623531
Position 279: 9.913337662541647e-05
Position 291: 9.269387283300108e-05
Position 1074: 9.018044016231596e-05
Position 1847: 6.630858374864238e-05
Position 1342: 6.421674297397509e-05
Position 310: 5.843974280101207e-05
Position 1293: 5.5121542040933605e-05
Position 736: 4.612370174117877e-05
Position 509: 4.344523256238915e-05
Position 491: 3.6724555500320055e-05
Position 1060: 3.3023615527987526e-05
Position 1718: 2.7826275408125214e-05
Position 729: 2.3564747479893608e-05
Position 545: 1.7898163762605727e-05
Position 1983: 1.6424632719692053e-05
Position 114: 1.4615912603473763e-05
Position 1497: 1.2893724828740013e-05
Position 1859: 1.2121271762604445e-05
Position 1147: 1.0628089057184367e-05
Position 573: 9.079424429252988e-06
Position 515: 8.711452065818365e-06
Position 1927: 8.431909981573068e-06
Position 1242: 8.104478501734101e-06
Position 304: 6.7633878885871594e-06
Position 1700: 6.732219183692197e-06
Position 860: 3.5254704643909133e-06
Position 93: 3.148091128554851e-06
Position 518: 2.079165376047356e-06
Position 888: 1.8360352140992984e-06
Position 1091: 1.6411605045686712e-06
Position 1393: 1.6084205273109637e-06
Position 1922: 1.5971296008154333e-06
Position 809: 1.4649181649879275e-06
Position 665: 1.3999772589182346e-06
Position 551: 1.383954615628367e-06
Position 1513: 1.2925873775109612e-06
Position 1039: 7.320461398897316e-07
Position 1035: 5.04048016617105e-07
Position 88: 3.404226614463732e-07
Position 773: 2.1999055600518276e-07
Position 530: 1.57845302754339e-08
Position 434: 1.5954836830855195e-11
Position 482: 2.2973574835865205e-12
