Gene = bol
index = 1631
Annotated 5SS: [ 4509 21360 21772 26274 26450 26787 27064]
Annotated 3SS: [20917 21617 26213 26331 26709 27029 31597]
SMsplice 5SS: [  128 21360 21772 22244 26274 26450 26787 27064 28027]
SMsplice 3SS: [20917 21617 22036 26213 26346 26709 27029 27887 32837]
top_k =  1000
Partition function (log Z): -4.032429602820477

Sorted 5' Splice Sites (High to Low Probability):
Position 26450: 0.9973692974167409
Position 21772: 0.9967147290433847
Position 26274: 0.9892457739353592
Position 21360: 0.9248623145618419
Position 26787: 0.9151299013474165
Position 23031: 0.74644029176716
Position 128: 0.5127124600418818
Position 23471: 0.4606969087862269
Position 27064: 0.4600507194143766
Position 23167: 0.35319984554345185
Position 8820: 0.3514519490910615
Position 28027: 0.30748018320338816
Position 861: 0.259433330262109
Position 28231: 0.25246879359133806
Position 23212: 0.24374245104748798
Position 22244: 0.22967353256288117
Position 27452: 0.21058728707466823
Position 33370: 0.18191187673331197
Position 1748: 0.17707794499410132
Position 1332: 0.15396540116735388
Position 28277: 0.1372636092368939
Position 28134: 0.11089220745063404
Position 28273: 0.08718656406845497
Position 27279: 0.08664944132606311
Position 27250: 0.04877382817743486
Position 27144: 0.04679858569869854
Position 33849: 0.037281302117553726
Position 27743: 0.035034772259758026
Position 23501: 0.0349286813004532
Position 27606: 0.032734927233956726
Position 816: 0.030533491291860528
Position 144: 0.027437164607421165
Position 33650: 0.021180108498473998
Position 377: 0.018569754173570662
Position 26817: 0.01673764290725145
Position 494: 0.015225007819118291
Position 1110: 0.013312299908634435
Position 31714: 0.012916218635088954
Position 131: 0.009517937875355317
Position 29070: 0.009046467868853441
Position 2693: 0.008726897555560893
Position 1146: 0.008585925755813868
Position 27723: 0.0073682274685810505
Position 2322: 0.006628890995871597
Position 27091: 0.006328728156677761
Position 29353: 0.006048345859334537
Position 27621: 0.005991345725436653
Position 26904: 0.005663340497967613
Position 27750: 0.004919797810623851
Position 31745: 0.004794065548708469
Position 1757: 0.00457791052508263
Position 2179: 0.003863610787926949
Position 4999: 0.003675322832738744
Position 2951: 0.0033439576500582774
Position 27616: 0.0027481387907337305
Position 2183: 0.0024601485862182863
Position 28545: 0.002381486552174853
Position 27798: 0.0023566413854381814
Position 26927: 0.002303909853860217
Position 27098: 0.002029084677882883
Position 2132: 0.0019070080082932404
Position 27542: 0.0016993630735256365
Position 618: 0.0016235728570700807
Position 27120: 0.0015140106183805081
Position 4509: 0.0014010265313600715
Position 1469: 0.0013996688375124146
Position 27610: 0.0010775853871479745
Position 457: 0.0010340406183650546
Position 424: 0.0010304082774370857
Position 272: 0.0008266312666510144
Position 27499: 0.0008094783658329647
Position 27753: 0.0007299095668894346
Position 1363: 0.0006738358817645566
Position 21776: 0.0006315417432836004
Position 22381: 0.0005692547858883895
Position 199: 0.0005680394547629149
Position 295: 0.0004400226127983448
Position 1037: 0.0004145277225262464
Position 164: 0.0004092809005266038
Position 613: 0.00040575244525515106
Position 446: 0.0003639968225428082
Position 1062: 0.00036399235862718144
Position 27127: 0.00033715896565726384
Position 404: 0.0003351198601400012
Position 690: 0.0003225053047077742
Position 26892: 0.00031093644489785883
Position 2482: 0.0003011849735823497
Position 31: 0.0002893149826238052
Position 28711: 0.0002725020379439025
Position 1121: 0.0002717089468745459
