Gene = BicD
index = 50
Annotated 5SS: [ 1119  9026  9228 10184 10478 10787 11048]
Annotated 3SS: [ 8659  9089  9332 10259 10531 10872 11371]
SMsplice 5SS: [ 1119  9026  9228 10184 10478 10787 11048]
SMsplice 3SS: [ 8659  9089  9332 10259 10531 10872 11371]
top_k =  1000
Partition function (log Z): 17.101011901565226

Sorted 5' Splice Sites (High to Low Probability):
Position 9228: 0.9987900543560196
Position 10787: 0.9978701971208125
Position 1119: 0.9973073144940724
Position 10478: 0.9946575052279153
Position 9026: 0.986790840644731
Position 11048: 0.8702772045211443
Position 10188: 0.6895824984900687
Position 634: 0.33706137880546905
Position 12259: 0.2510063122795422
Position 12263: 0.2294987906185251
Position 9469: 0.20220751926944647
Position 12088: 0.12494409908016844
Position 11747: 0.11759282980070113
Position 11322: 0.08252094876788021
Position 390: 0.07362833453866897
Position 2381: 0.06369385997173033
Position 8567: 0.043633067047388
Position 9616: 0.04253802681689204
Position 501: 0.03874179722562205
Position 2220: 0.0382678178376729
Position 11470: 0.03476829522648611
Position 6684: 0.03346116874407327
Position 585: 0.026900436320376406
Position 9951: 0.018849113605149206
Position 4836: 0.014602146495183403
Position 11509: 0.01441824492264829
Position 9836: 0.013464102964143224
Position 11091: 0.012798381998331476
Position 12648: 0.012319290431473551
Position 6680: 0.011854524719966897
Position 11185: 0.01177937378703553
Position 396: 0.011632302481114116
Position 394: 0.011442213266654745
Position 9388: 0.010617705788694632
Position 7125: 0.01055767099630525
Position 370: 0.0077230690227323515
Position 6705: 0.00726611075043975
Position 12044: 0.007046974499391272
Position 3459: 0.005691547804999004
Position 11990: 0.005556943334126207
Position 11072: 0.005311241689053948
Position 2678: 0.005159894518661221
Position 50: 0.005079212944888495
Position 11276: 0.00506054190427437
Position 211: 0.0046109254679146915
Position 2203: 0.004469368248283287
Position 2322: 0.004411803848977662
Position 392: 0.003476202462613942
Position 10377: 0.0034491273287209786
Position 7042: 0.0027623455746579005
Position 6671: 0.0026112220135883664
Position 2682: 0.002611178072894364
Position 4242: 0.0025415959523463483
Position 2397: 0.0022384027869435563
Position 2650: 0.002135204633007553
Position 6992: 0.0020703981543482206
Position 12092: 0.002064901068922596
Position 6014: 0.0019869124639152833
Position 683: 0.0018243790864238016
Position 374: 0.001809947762812525
Position 9824: 0.0018072262775210323
Position 11052: 0.0017355141539189052
Position 696: 0.0015296870985923615
Position 11273: 0.001495916342092416
Position 11609: 0.0013418679574363583
Position 5939: 0.0012741591893751457
Position 10695: 0.0012164572010877255
Position 11659: 0.0012065979133954418
Position 8946: 0.0011099251675844618
Position 9547: 0.0010768590363035974
Position 270: 0.0010454880840421415
Position 3393: 0.000914177836497123
Position 9047: 0.0008622840846529896
Position 457: 0.0008297068871467686
Position 1792: 0.0008245910457404759
Position 5250: 0.000807685229114654
Position 11094: 0.0007994928677135239
Position 9002: 0.0007776434840668445
Position 426: 0.0007166946320701855
Position 629: 0.0007040351807275486
Position 3344: 0.0006898346302519441
Position 2448: 0.0006890634197099917
Position 6732: 0.0006840118555325508
Position 822: 0.0006248153610833718
Position 6011: 0.000595032433326568
Position 9784: 0.0005771559244435478
Position 640: 0.0005743184311852978
Position 12675: 0.0005517426595480452
Position 12216: 0.000544942781687649
Position 382: 0.0005251202778822424
Position 400: 0.000521482088160504
Position 7497: 0.0005075210433855044
Position 10742: 0.0004694083724840012
Position 10390: 0.0004467760741357356
Position 12986: 0.00044179875599283406
Position 10791: 0.0004300378940486165
Position 11663: 0.0004232902987339167
Position 9848: 0.00038447231771333764
Position 11672: 0.0003791850648130157
Position 398: 0.00037074413409355733
Position 12057: 0.00035861692363252335
Position 10152: 0.00033423877139458557
Position 10072: 0.0003332524434074215
Position 6987: 0.0003170273358076494
Position 196: 0.0003096002165747029
Position 11062: 0.0003051834631136321
Position 5083: 0.00030048184881919507
Position 272: 0.00028122682074469446
Position 12948: 0.00027446670296917713
Position 9496: 0.0002732828832815964
Position 11065: 0.00026970189963977247
Position 11880: 0.00025389493353334774
Position 11667: 0.0002494669462217
Position 301: 0.00024752168192325084
Position 638: 0.00024169229514105561
Position 11737: 0.0002275973369499648
Position 9103: 0.00017647181309591236
Position 11502: 0.0001734378521875713
Position 6349: 0.0001669187112278848
Position 11546: 0.00016371131535204074
Position 10054: 0.00014922144865801276
Position 1653: 0.00013366477758761203
Position 10907: 0.00013303818860797923
Position 645: 0.00011565679495161501
Position 11691: 0.00011382362773194925
Position 8911: 0.00011291320219290904
Position 10602: 0.00011062228542468795
Position 368: 0.0001094979726100107
Position 11526: 0.00010731974375103208
Position 13012: 0.00010492129088682997
Position 10805: 9.448575917656714e-05
Position 9992: 9.269254553539855e-05
Position 10232: 9.2418636343826e-05
Position 10669: 9.187660013622259e-05
Position 2410: 9.168083448136952e-05
Position 9159: 9.127943751809322e-05
Position 10469: 8.467059522344402e-05
Position 10407: 8.054431170608394e-05
Position 632: 6.945476948447221e-05
Position 9762: 6.844444917060617e-05
Position 10109: 6.643692953218955e-05
Position 1414: 6.312144762848646e-05
Position 827: 6.253895064570157e-05
Position 624: 5.361737402125857e-05
Position 11821: 5.1580109147032325e-05
Position 13445: 4.6477432013640237e-05
Position 70: 4.642783471150517e-05
Position 161: 4.510250048250722e-05
Position 9671: 4.4636665768434846e-05
Position 10080: 4.247483445820756e-05
Position 9340: 3.870808755969458e-05
Position 10150: 3.756632581337678e-05
Position 443: 3.6405272741134366e-05
Position 10128: 3.38323115141685e-05
Position 10920: 3.235486832317324e-05
Position 9288: 3.1935396600277655e-05
Position 10543: 3.17253701686973e-05
Position 10482: 3.167416726276295e-05
Position 277: 3.0624181505590604e-05
Position 10350: 3.0419645031080162e-05
Position 6712: 1.9287598402211243e-05
Position 351: 1.9001212320822748e-05
Position 2351: 1.8622386096991305e-05
Position 1645: 1.762734366229627e-05
Position 10485: 1.754874589173138e-05
Position 9661: 1.705845432239246e-05
Position 10014: 1.6791534352199362e-05
Position 8822: 1.5783393574094086e-05
Position 10119: 1.530276400702031e-05
Position 1761: 1.4864271408311124e-05
Position 11931: 1.4827360601073302e-05
Position 10639: 1.4264223068766942e-05
Position 1510: 1.4096248363603204e-05
Position 505: 1.4004477840766194e-05
Position 10819: 1.3917592348147423e-05
Position 9398: 1.3369332922354876e-05
Position 10647: 1.3175635895137433e-05
Position 10606: 1.3003958351220592e-05
Position 1700: 1.2109845722987513e-05
Position 335: 1.163691548468747e-05
Position 1423: 1.1582385533293284e-05
Position 1744: 1.0888455886891898e-05
Position 954: 1.0456599248097126e-05
Position 1763: 9.60894963984894e-06
Position 9138: 7.937638353950822e-06
Position 557: 7.154792960050315e-06
Position 1704: 6.810276045251486e-06
Position 25: 6.744800123063651e-06
Position 193: 6.605940491912333e-06
Position 11638: 6.571888895800011e-06
Position 748: 6.3562837786005996e-06
Position 2987: 5.8567484286811704e-06
Position 1428: 5.8143899432417544e-06
Position 9: 5.801909796955157e-06
Position 10423: 5.59173405018269e-06
Position 6001: 5.477189720744368e-06
Position 10717: 5.2360295451214834e-06
Position 1766: 5.171980441488899e-06
Position 10394: 4.99309272703129e-06
Position 1123: 4.660017486260481e-06
Position 1497: 4.538092772648936e-06
Position 10595: 4.5217958927679755e-06
Position 9334: 4.4445968388521375e-06
Position 1562: 4.123717316958943e-06
Position 9599: 4.072526290250823e-06
Position 1696: 4.0467780723932546e-06
Position 328: 3.7318525183733346e-06
Position 10381: 3.32727763634069e-06
Position 10689: 3.11867071379722e-06
Position 289: 2.9376597421153597e-06
Position 10582: 2.913895234156594e-06
Position 3265: 2.0030177112269728e-06
Position 10587: 1.9542676442955946e-06
Position 1058: 1.3678365866555588e-06
Position 11678: 1.277059769094008e-06
Position 9698: 1.2234933771695955e-06
Position 1502: 1.194606596475001e-06
Position 11696: 1.1647703224167813e-06
Position 146: 9.98729466806556e-07
Position 1527: 9.02615650727068e-07
Position 1260: 8.567056314981907e-07
Position 10333: 8.454496020822056e-07
Position 1984: 7.928565802670226e-07
Position 1541: 6.072576796524105e-07
Position 2475: 6.024936774233843e-07
Position 12126: 5.710339110023204e-07
Position 2355: 3.798920561979848e-07
Position 1492: 3.5224529976696487e-07
Position 1172: 3.5216047067414644e-07
Position 11199: 3.4585349384920205e-07
Position 10731: 2.2176560189269452e-07
Position 9090: 1.1549805251029198e-07
Position 1164: 1.0088217197927643e-07
Position 9051: 6.996725068168858e-08
Position 11213: 4.790476452657505e-08
Position 10982: 4.4903321584909405e-08
Position 2975: 2.906977870626332e-08
Position 1875: 1.1502815348302771e-08
Position 11426: 4.865190170716324e-09
Position 1373: 2.3242157061026544e-09
Position 478: 2.0757542068147375e-09
Position 1505: 2.0473992130540834e-09
Position 1013: 8.920150858374561e-10
Position 1144: 1.296639172301834e-10
Position 10363: 1.1868781338609472e-10
Position 1040: 2.285303047935025e-11
Position 984: 1.7913803611203516e-11
Position 9392: 1.5883554228769404e-11
