Gene = bip1
index = 1629
Annotated 5SS: [ 253  834 2838]
Annotated 3SS: [ 666 2539 3273]
SMsplice 5SS: [ 253  834 2838]
SMsplice 3SS: [ 666 2539 3273]
top_k =  1000
Partition function (log Z): 1.3788833177699586

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.9834498529882025
Position 2838: 0.9828309664221198
Position 834: 0.9714711278963828
Position 1086: 0.20075297331012099
Position 2493: 0.1342149772121004
Position 2405: 0.10502975521891808
Position 550: 0.0630538635478613
Position 3548: 0.04888504328927881
Position 3477: 0.04238401208416669
Position 1798: 0.040598416270473676
Position 1254: 0.032721613986857565
Position 3200: 0.02605409805729037
Position 1867: 0.025902554688385124
Position 1584: 0.019465047429842765
Position 3213: 0.015363720838461539
Position 3512: 0.014868236415530565
Position 1258: 0.010226561627412978
Position 2148: 0.007253982322068791
Position 3718: 0.006796640136741342
Position 3034: 0.006607386393883707
Position 301: 0.006489162874549489
Position 1785: 0.006377567116183281
Position 57: 0.006035558546245272
Position 46: 0.005353288046714579
Position 1886: 0.004899375647796209
Position 1535: 0.004473492941211099
Position 502: 0.0035424147850862627
Position 2887: 0.003054200362605837
Position 1319: 0.0030036966841263573
Position 3736: 0.0029961562174612385
Position 1599: 0.0026274230344140452
Position 1682: 0.0026076792444656547
Position 362: 0.002445453318726812
Position 1735: 0.0023089405135215428
Position 2490: 0.0021108285543714094
Position 1618: 0.0020630797705429105
Position 787: 0.0020168626308196746
Position 1495: 0.0019749662966189207
Position 1419: 0.0019023494542322339
Position 1145: 0.0018720660427309715
Position 2883: 0.0018632573173759219
Position 3555: 0.001712248551258682
Position 3739: 0.0011642682836483997
Position 492: 0.001115039469478014
Position 2438: 0.0008636199072575906
Position 865: 0.0008242876446585317
Position 1365: 0.0007102105358409021
Position 2329: 0.0006879308718176938
Position 1750: 0.0006802507923893655
Position 2158: 0.0006671131104223607
Position 483: 0.000604541396713225
Position 1242: 0.0005982344704027959
Position 1697: 0.0005794434277340279
Position 30: 0.0005555482385534247
Position 1273: 0.0005042971265295196
Position 3876: 0.00046546234686277167
Position 2988: 0.0004587272079496327
Position 3093: 0.00043268584608061484
Position 4288: 0.0004310987148431182
Position 554: 0.00043100059314807093
Position 2497: 0.00040792976042210025
Position 1038: 0.00039105539808489406
Position 1157: 0.0003701516092328768
Position 266: 0.00035558210491788467
Position 838: 0.00028790247792492705
Position 4046: 0.0002875621302981919
Position 1478: 0.00027375755506080235
Position 4247: 0.0002724196234281192
Position 4303: 0.0002634327230111595
Position 3481: 0.00024450514697383035
Position 1415: 0.00023044770152939778
Position 2866: 0.00021717635682138006
Position 1580: 0.00020616779510263946
Position 3099: 0.00018087966694087536
Position 2770: 0.0001779087830992367
Position 1892: 0.00017529763732108405
Position 224: 0.0001720910757342646
Position 1659: 0.00016773789360292955
Position 4297: 0.00015165845113335744
Position 1789: 0.000150289057276912
Position 1964: 0.00013694441821254983
Position 2268: 0.00013521168214791115
Position 1370: 0.00012618745617833357
Position 274: 0.0001197284181412646
Position 3164: 0.00011903672731842408
Position 1456: 0.00010654837819085028
Position 447: 0.00010312143477197724
Position 321: 9.640147237443083e-05
Position 3074: 9.218124134166496e-05
Position 435: 8.488611375529463e-05
Position 4175: 8.148826024690018e-05
Position 1802: 7.754855817565265e-05
Position 2288: 7.468306779062311e-05
Position 1119: 6.922600837212002e-05
Position 116: 6.560723435705184e-05
Position 955: 6.411979721632968e-05
Position 2735: 5.615883212265633e-05
Position 2832: 4.9667730205607986e-05
Position 3006: 4.5200795179257456e-05
Position 949: 4.2446905892598335e-05
Position 969: 3.556973709307502e-05
Position 632: 3.205690966006199e-05
Position 4215: 3.0302807536858525e-05
Position 22: 2.73555374346704e-05
Position 202: 2.594016752000595e-05
Position 569: 2.3369675875206194e-05
Position 3367: 1.9466473822547004e-05
Position 3559: 1.830275260437697e-05
Position 3562: 1.7874909502778183e-05
Position 17: 1.6325438427741547e-05
Position 1338: 1.4930269817637121e-05
Position 244: 1.3008425613157775e-05
Position 1125: 1.2651354973525285e-05
Position 422: 6.851038133412185e-06
Position 1686: 6.802690293419911e-06
Position 1079: 6.0329619097517615e-06
Position 257: 5.610568356584805e-06
Position 160: 5.398241834137569e-06
Position 151: 5.313132949083373e-06
Position 316: 4.785753810048235e-06
Position 348: 4.074605853168237e-06
Position 1668: 3.524356680206511e-06
Position 246: 2.9576195467823372e-06
Position 3: 2.868947691629702e-06
Position 1053: 2.8509650029687255e-06
Position 165: 2.653818659839903e-06
Position 355: 2.5843843229027523e-06
Position 2798: 2.042505097335239e-06
Position 197: 1.8159963008741346e-06
Position 395: 1.4688556353242196e-06
Position 776: 1.1512189692789989e-06
Position 1624: 9.492608777651314e-07
Position 806: 8.83759740614642e-07
Position 1713: 7.606456736324336e-07
Position 742: 7.162738549476323e-07
Position 869: 5.825736563627877e-07
Position 1360: 5.273519536189435e-07
Position 188: 5.003880540929182e-07
Position 416: 4.0647255818037035e-07
Position 767: 3.920956617575463e-07
Position 2805: 3.6464070071760426e-07
Position 3332: 2.8491247410920764e-07
Position 280: 1.6893456755884234e-07
Position 1708: 1.1937369554107525e-07
Position 809: 7.516443793273837e-08
Position 3455: 5.933577570239094e-08
Position 3715: 4.811971763319205e-08
Position 817: 4.439479103664868e-08
Position 329: 3.679163531566728e-08
Position 708: 3.2752017328247406e-08
Position 1133: 1.0609181883393093e-08
Position 706: 8.514146947956787e-09
Position 1211: 9.65184085971071e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3273: 0.9769924820057497
Position 2539: 0.8415217591023468
Position 666: 0.8356575156337062
Position 906: 0.6084559138084596
Position 702: 0.11567852011368863
Position 361: 0.06609286908779541
Position 2987: 0.04731242341351341
Position 3981: 0.035603795375155387
Position 3840: 0.035391938081204236
Position 1173: 0.03178662721198408
Position 3681: 0.025744715589905744
Position 2043: 0.021977155344324654
Position 1782: 0.01974524382175511
Position 348: 0.015234218786402114
Position 123: 0.011178947368830424
Position 1021: 0.011141970694214989
Position 1005: 0.010599413573446036
Position 1157: 0.010513340886285583
Position 1303: 0.00928176325260032
Position 2911: 0.007505762778451049
Position 3801: 0.007295234678590293
Position 3780: 0.006427569073439512
Position 1406: 0.00498717835568964
Position 1954: 0.00462054519177566
Position 761: 0.004128658307401227
Position 2469: 0.004078032469511521
Position 1867: 0.0038913901493517747
Position 3150: 0.0038838852997238947
Position 2209: 0.003826745761214887
Position 3639: 0.003043930151139567
Position 3858: 0.0023694070646581985
Position 4023: 0.002297861736160445
Position 2609: 0.0022226177246710004
Position 722: 0.002219434554986378
Position 3573: 0.002123881747046713
Position 2748: 0.002067488953353423
Position 1216: 0.0017903835828465844
Position 1895: 0.0017748488966827316
Position 2466: 0.0014163610355726274
Position 2635: 0.0013695174007151752
Position 384: 0.0013512752456874934
Position 582: 0.001238889228548049
Position 3330: 0.0011826660220574073
Position 4359: 0.0011340126733796318
Position 3347: 0.0011081959176845045
Position 2572: 0.001102683876278178
Position 408: 0.0010865305511989795
Position 3121: 0.0009998169297947765
Position 3752: 0.000954900536263937
Position 1983: 0.0008966076895362613
Position 3412: 0.0008824918550724353
Position 3537: 0.0007738959438264788
Position 1750: 0.000704812256022557
Position 3618: 0.0006814525211459353
Position 4370: 0.0006800697650451163
Position 452: 0.0006716561446009308
Position 3624: 0.0005879421725732851
Position 1415: 0.0005183090772997349
Position 2733: 0.0005034637246440351
Position 2669: 0.0004916901955192674
Position 2626: 0.00047502777770080836
Position 2497: 0.00045179581325698655
Position 366: 0.0004072189411558069
Position 609: 0.0003899615842138638
Position 2934: 0.00035932951892902196
Position 1700: 0.00035929497621461665
Position 4115: 0.00028848215702606165
Position 3818: 0.00028796416285286236
Position 1729: 0.00027652217529990406
Position 186: 0.00026941846359761565
Position 1456: 0.0002334293804441246
Position 300: 0.0002284401994397315
Position 4118: 0.00022734524585622635
Position 4208: 0.00022308009135909042
Position 1838: 0.00019731872308902194
Position 3284: 0.00016517107066733774
Position 3876: 0.000146140838634993
Position 3194: 0.0001448520319328715
Position 4157: 0.00013091291570534408
Position 175: 0.00013001723651997275
Position 3867: 0.00012965936581406994
Position 4242: 0.0001259073439408056
Position 160: 0.00011631714653701044
Position 2058: 0.00011551935333684466
Position 2351: 0.00010554870309694794
Position 1439: 0.00010013194457850806
Position 3362: 9.79590533007232e-05
Position 3127: 9.633046556195766e-05
Position 969: 9.028379805252516e-05
Position 868: 8.416965648985349e-05
Position 606: 8.162176949673094e-05
Position 1682: 7.97640908973844e-05
Position 2333: 7.863767059316315e-05
Position 1557: 6.877971770886098e-05
Position 2916: 6.47161086111903e-05
Position 3546: 6.34676144976058e-05
Position 1079: 6.011031862085469e-05
Position 783: 5.385893198685667e-05
Position 389: 5.281324787307238e-05
Position 4374: 4.860475381554512e-05
Position 89: 4.450903451314674e-05
Position 3823: 4.325030816350937e-05
Position 3418: 4.087773154511614e-05
Position 475: 3.8195089781187214e-05
Position 3099: 3.764840747938136e-05
Position 1211: 3.7183475099668983e-05
Position 3594: 3.4570490986241955e-05
Position 945: 3.0931498508987195e-05
Position 2920: 2.6776846329673426e-05
Position 883: 2.383025798351531e-05
Position 817: 2.1998080164387324e-05
Position 501: 2.1014620595284105e-05
Position 395: 1.954171151971759e-05
Position 92: 1.8464379936987628e-05
Position 3055: 1.659612404167168e-05
Position 2900: 1.5731110978343556e-05
Position 519: 1.5671970836981844e-05
Position 1531: 1.435578589390292e-05
Position 3297: 1.1797892725715977e-05
Position 1875: 1.0872208117612713e-05
Position 1608: 1.0184734522954983e-05
Position 632: 9.640213677335428e-06
Position 295: 9.464451614372895e-06
Position 742: 9.129264253345981e-06
Position 1637: 8.182514529729762e-06
Position 3032: 7.108920617353756e-06
Position 457: 6.8900692362271845e-06
Position 1200: 6.434715483010371e-06
Position 1735: 6.177084459682266e-06
Position 215: 5.862579457629777e-06
Position 290: 5.545132694619141e-06
Position 1085: 5.162741900617454e-06
Position 523: 2.8399451781413303e-06
Position 74: 7.170319346542631e-07
Position 96: 5.658834373175775e-07
Position 3429: 3.594394039944297e-07
Position 543: 2.757776838019485e-07
Position 792: 2.0134122709323668e-07
Position 461: 1.451817567330786e-07
Position 584: 1.2721644872094865e-07
Position 917: 1.1663031618674803e-07
Position 252: 8.014310853162335e-08
Position 228: 6.104179480679107e-08
Position 66: 5.73911843340704e-08
Position 531: 3.318443320204427e-08
Position 3394: 2.9550828501517917e-08
Position 3291: 2.3777262983499417e-08
Position 477: 1.47535065329006e-08
Position 235: 1.1361378414299757e-08
Position 908: 6.957135623540982e-09
Position 483: 6.754387002191569e-09
Position 188: 6.7386856772400145e-09
Position 52: 3.6189700684446044e-09
Position 230: 1.9393482539669256e-09
Position 257: 1.8942731664349757e-10
Position 238: 1.424047301618987e-12
