Gene = cutlet
index = 1660
Annotated 5SS: [1012 1647 1932 2115 2274 2473 2771 3258 3451 3734 4233]
Annotated 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
SMsplice 5SS: [1012 1647 1875 2115 2274 2473 2771 3258 3451 3734 4233]
SMsplice 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
top_k =  1000
Partition function (log Z): 27.753850731734357

Sorted 5' Splice Sites (High to Low Probability):
Position 2115: 0.9940996602813469
Position 2473: 0.9934463566832241
Position 4233: 0.993194001826291
Position 3451: 0.990622051588858
Position 3258: 0.9689678761154119
Position 1012: 0.9622971451642397
Position 1647: 0.923728339808188
Position 2771: 0.8295289106039608
Position 3734: 0.6897935489315026
Position 2274: 0.6302952939939422
Position 1879: 0.2022512076824432
Position 2284: 0.20053080398313122
Position 2242: 0.15460781157158573
Position 1919: 0.09823322526270016
Position 2970: 0.09657761357163984
Position 2673: 0.06071545490686515
Position 4112: 0.029367850062938072
Position 580: 0.027696952220634802
Position 781: 0.027449323735952828
Position 1350: 0.02386892930737039
Position 2944: 0.012331365015570375
Position 1896: 0.008237711640810764
Position 4037: 0.0067760172881008674
Position 1777: 0.006490991394077923
Position 1289: 0.0062669194216051815
Position 1888: 0.004842600752500359
Position 2692: 0.004668547824457726
Position 1670: 0.004649482905441604
Position 971: 0.004167795451712423
Position 2697: 0.003971282062747844
Position 34: 0.0038193086385465407
Position 4237: 0.0034181689702629373
Position 222: 0.0034107393402313204
Position 2255: 0.00331810135177666
Position 2457: 0.003256357792823346
Position 1234: 0.0029840837553236957
Position 1473: 0.0029603604013703918
Position 1448: 0.0027956548135234984
Position 889: 0.002628691443354163
Position 2080: 0.0023581919162898365
Position 3969: 0.0020620507154293817
Position 28: 0.001922081651102506
Position 63: 0.0019112851375090245
Position 2119: 0.00178209573384536
Position 1159: 0.001733072012913322
Position 1962: 0.0015448693744956115
Position 1640: 0.0015043561233606673
Position 2444: 0.001471970455327034
Position 1042: 0.0014195898653378857
Position 1891: 0.0013412637153945553
Position 454: 0.0012964690875015136
Position 3812: 0.0011413875909365735
Position 3947: 0.0011320857610165461
Position 3606: 0.0010847697210656763
Position 2435: 0.0010464412520095046
Position 2677: 0.0009710175692345247
Position 1023: 0.0009098443962232598
Position 1050: 0.0007971360373836971
Position 415: 0.0006596685424309196
Position 1247: 0.0005945306102280711
Position 3717: 0.0005768448019248547
Position 584: 0.0005558942234068898
Position 3828: 0.000503328095558609
Position 1607: 0.0005017608550749077
Position 4097: 0.0004454637515232908
Position 2483: 0.000439865802389213
Position 374: 0.00042997772204362525
Position 2989: 0.0004290714026834702
Position 1810: 0.0003687077450932893
Position 3262: 0.0003615581314573947
Position 1016: 0.00035592201478500156
Position 2602: 0.0003278361171988757
Position 2639: 0.00032659069543755143
Position 3964: 0.0003256618875909187
Position 955: 0.0003207676337714876
Position 1749: 0.00031227367048687523
Position 2090: 0.00031168343179208743
Position 1518: 0.00030840799643692377
Position 2620: 0.00028607153365670064
Position 828: 0.00028281184123767745
Position 2683: 0.00026674114062605927
Position 1112: 0.00025499401211467453
Position 2253: 0.00023607326857194797
Position 2246: 0.0002002495411307688
Position 3865: 0.00018784230142028914
Position 3238: 0.00017553365546318597
Position 1103: 0.00016904939656249468
Position 446: 0.00016071076084991467
Position 3354: 0.00014840934127542554
Position 1418: 0.0001477150777213916
Position 3348: 0.0001382693405772003
Position 1244: 0.0001376789337355021
Position 3455: 0.00012097815644193099
Position 952: 0.00011726227435772505
Position 2719: 0.00011054657978359088
Position 2551: 9.851101252355612e-05
Position 1846: 9.207212043879037e-05
Position 465: 8.869692840246158e-05
Position 2600: 8.632697389821065e-05
