Gene = ifc
index = 1734
Annotated 5SS: [545]
Annotated 3SS: [1267]
SMsplice 5SS: [ 545 1147 2169]
SMsplice 3SS: [1053 1267 2235]
top_k =  1000
Partition function (log Z): -4.587476453518072

Sorted 5' Splice Sites (High to Low Probability):
Position 545: 0.7960430163765916
Position 1147: 0.7248497010753602
Position 2169: 0.2499245497854223
Position 2173: 0.18712612969955056
Position 1352: 0.15182079782352143
Position 278: 0.13277913644175118
Position 2089: 0.10325974060785335
Position 1871: 0.09541192431336042
Position 1151: 0.09301583564688794
Position 2425: 0.07534930908944527
Position 1855: 0.06352444250730159
Position 1882: 0.025942306833807476
Position 1695: 0.020727004659661555
Position 1131: 0.014326914158265891
Position 2059: 0.013465059607088953
Position 1356: 0.011849512865700042
Position 2075: 0.009333251894548386
Position 559: 0.008823316265575861
Position 798: 0.005725563726257346
Position 948: 0.005405081656027143
Position 827: 0.004300889201099198
Position 179: 0.00423669035478544
Position 109: 0.0036620792189280696
Position 918: 0.0035999036381332136
Position 1108: 0.002996785319747079
Position 233: 0.0027495991989092894
Position 1142: 0.002460924802344474
Position 983: 0.002456386112797455
Position 1609: 0.0024355097504984787
Position 1635: 0.0022633198515486013
Position 642: 0.0022078336988203004
Position 1760: 0.0019405934721653112
Position 73: 0.001638637932440407
Position 2159: 0.001448709109444408
Position 2171: 0.0014237350283516173
Position 524: 0.001094696108176189
Position 908: 0.000996970905264729
Position 999: 0.0008911116462706902
Position 2372: 0.0008707997340196115
Position 1276: 0.0007891980364014483
Position 1803: 0.0006740179270021044
Position 734: 0.000669587548781283
Position 1671: 0.0006559024559473573
Position 2402: 0.000650635482880148
Position 1907: 0.00047768670702772863
Position 2084: 0.00044106733397905086
Position 1785: 0.0004197967416131006
Position 2073: 0.0004056305404683885
Position 1443: 0.0002885407878423601
Position 1990: 0.00027555361371037375
Position 1440: 0.0002744360052558994
Position 1218: 0.000247468410574116
Position 1920: 0.00024727483225744207
Position 981: 0.00021265006890482696
Position 320: 0.0001687727358281849
Position 1245: 0.00015946218283051407
Position 1325: 0.00015820009099496628
Position 923: 0.0001379417921023449
Position 1005: 0.00013530086053417263
Position 757: 0.0001348736293769839
Position 1516: 0.00010817565214352767
Position 1120: 0.00010385029277903394
Position 1054: 0.00010253707034358138
Position 986: 9.887650520211971e-05
Position 4: 9.858370646020184e-05
Position 2052: 9.455469509406189e-05
Position 395: 9.35418574359724e-05
Position 631: 8.97188414947251e-05
Position 727: 8.73343891166239e-05
Position 64: 8.717669819059053e-05
Position 1755: 6.731976215818315e-05
Position 497: 6.520542897622475e-05
Position 1595: 6.34228356935539e-05
Position 830: 5.1868405286269394e-05
Position 1574: 4.967505637979433e-05
Position 37: 4.859592050264783e-05
Position 297: 4.7780683072261e-05
Position 992: 4.6234716387582534e-05
Position 2043: 3.932577692427709e-05
Position 870: 3.8868235512959965e-05
Position 878: 3.4977529277967795e-05
Position 95: 3.341052519373378e-05
Position 1358: 3.1735993734149615e-05
Position 2392: 2.7800561725121117e-05
Position 159: 2.6745984848704174e-05
Position 802: 2.4968083269852028e-05
Position 282: 2.2115283090417408e-05
Position 185: 2.203898665689428e-05
Position 1470: 1.8453652392084034e-05
Position 773: 1.7571856017501578e-05
Position 698: 1.409982815547973e-05
Position 327: 1.300325840311385e-05
Position 183: 1.196057392454749e-05
Position 1225: 1.1691064942811215e-05
Position 842: 1.0957779227556609e-05
Position 833: 1.0131978397427466e-05
Position 46: 9.370537828192479e-06
Position 1505: 9.274891868669557e-06
Position 701: 8.863088709258712e-06
Position 102: 6.978363310042026e-06
Position 696: 5.956200513319088e-06
Position 30: 5.150214289679963e-06
Position 549: 5.1450095285393945e-06
Position 2356: 4.654901761840746e-06
Position 1093: 4.620337018326918e-06
Position 357: 4.582648389545958e-06
Position 913: 3.2566458026462516e-06
Position 840: 2.7141380458509935e-06
Position 408: 2.6321120354958373e-06
Position 324: 2.2492828595508217e-06
Position 1027: 2.121487311566507e-06
Position 347: 1.822522374026418e-06
Position 341: 1.5639753458872897e-06
Position 344: 1.1899081528393105e-06
