Gene = Uggt
index = 1583
Annotated 5SS: [432]
Annotated 3SS: [614]
SMsplice 5SS: [432 800]
SMsplice 3SS: [ 614 4828]
top_k =  1000
Partition function (log Z): -9.016435076142969

Sorted 5' Splice Sites (High to Low Probability):
Position 432: 0.7338400034839649
Position 800: 0.6243669452416948
Position 665: 0.19189543773104156
Position 515: 0.09693685597999295
Position 166: 0.04576306751115384
Position 109: 0.04164832248810066
Position 490: 0.03314067689868895
Position 1070: 0.027550138011857253
Position 1466: 0.01763065376242541
Position 561: 0.015116874379508267
Position 5040: 0.013512477000606968
Position 102: 0.011288363780980908
Position 921: 0.01124637322336227
Position 521: 0.010983545027931333
Position 398: 0.010874116784567168
Position 1729: 0.009986591638090686
Position 2082: 0.009161879122749286
Position 2018: 0.008489501792049246
Position 416: 0.00800152818452669
Position 3565: 0.006485527349936306
Position 2382: 0.00481718136934719
Position 4260: 0.0046846929169079106
Position 161: 0.004373533616668921
Position 3101: 0.0037714466691839347
Position 406: 0.003524794333139771
Position 225: 0.002979533888456184
Position 944: 0.0028475250645169634
Position 3729: 0.0027578812890571196
Position 223: 0.0025655318377977953
Position 5061: 0.002234613622990363
Position 3578: 0.001512389476263817
Position 4135: 0.0014234183975955323
Position 4424: 0.0013084867875439957
Position 229: 0.0011389797776488937
Position 446: 0.0009900514024039008
Position 3752: 0.0009673775573228098
Position 5043: 0.0008742593543222949
Position 4588: 0.0006213237622551683
Position 173: 0.0005334669432512841
Position 436: 0.0005118564397748458
Position 1365: 0.0005077472073347552
Position 155: 0.0003554335577974845
Position 701: 0.00030759123922026167
Position 4: 0.00028571386959467767
Position 349: 0.0002819227258563413
Position 170: 0.00026488437762514026
Position 31: 0.0002628367516927237
Position 579: 0.00024412287183062627
Position 1859: 0.00023557921248628448
Position 194: 0.0002214593621161778
Position 1634: 0.00020583333748976153
Position 3718: 0.00016923357112627366
Position 276: 0.00015915667342599827
Position 438: 0.00010646690201889356
Position 3000: 0.00010103240674028252
Position 1626: 9.984112619723999e-05
Position 184: 8.673375273755707e-05
Position 941: 6.841412009317482e-05
Position 205: 6.397264555229762e-05
Position 1781: 5.384861938627791e-05
Position 138: 4.893611376745393e-05
Position 233: 4.762375165115807e-05
Position 1442: 4.257155185847561e-05
Position 1816: 3.770879349847399e-05
Position 1329: 3.736739016476427e-05
Position 236: 3.50456727652253e-05
Position 698: 3.158338180889412e-05
Position 631: 2.8318066901770042e-05
Position 389: 2.7020542388240802e-05
Position 851: 1.8227803049437373e-05
Position 1125: 1.2423598186730138e-05
