Gene = heix
index = 1724
Annotated 5SS: [987]
Annotated 3SS: [1664]
SMsplice 5SS: [ 987 1457]
SMsplice 3SS: [1348 1664]
top_k =  1000
Partition function (log Z): -9.059041409320075

Sorted 5' Splice Sites (High to Low Probability):
Position 987: 0.8149862425362696
Position 1457: 0.56336588408723
Position 655: 0.1805492257528415
Position 3212: 0.10181963249882349
Position 1817: 0.1008187040603713
Position 2561: 0.06698106386688427
Position 616: 0.05952032258825787
Position 1839: 0.05929782474453248
Position 2396: 0.05359511543780463
Position 1073: 0.024335162139466897
Position 3031: 0.02232093542166636
Position 2318: 0.019054548442595076
Position 624: 0.01868591404743092
Position 1089: 0.0149107694984305
Position 2010: 0.012252293843850182
Position 1442: 0.008134673117174872
Position 224: 0.0076591908425108525
Position 247: 0.007587017771179823
Position 2136: 0.006928154939975755
Position 2054: 0.00660306936090389
Position 2243: 0.005079018952048066
Position 460: 0.004423605040026224
Position 2806: 0.004244575889008692
Position 451: 0.0038331353613863697
Position 2346: 0.003019539888000622
Position 1492: 0.002763263436848025
Position 1220: 0.0027228461165970603
Position 1330: 0.0027047381272790653
Position 1810: 0.002629537820781494
Position 894: 0.002095816452969818
Position 429: 0.0019667485448729466
Position 1025: 0.0016454435474275125
Position 2860: 0.0014438265398267589
Position 2035: 0.0010556105235503715
Position 1897: 0.0010349966017189328
Position 2101: 0.001023823508483687
Position 669: 0.001004929140282352
Position 2555: 0.0009453243140583865
Position 2311: 0.0008659246489595533
Position 3411: 0.0008073536382269968
Position 257: 0.0007368807446437789
Position 2120: 0.0005953837648954013
Position 1241: 0.0005087100711297914
Position 2117: 0.00039145208791224197
Position 40: 0.0003653536210861216
Position 818: 0.0002887858523269603
Position 960: 0.0002856285992309531
Position 34: 0.00027911895934513
Position 2108: 0.00026081930081045665
Position 1334: 0.00023694258759832177
Position 520: 0.00022169460552437197
Position 69: 0.0002073605600869321
Position 1793: 0.00019411117322850244
Position 347: 0.00018091875005511127
Position 867: 0.0001630987922633086
Position 646: 0.00014652607856992372
Position 48: 0.00010945931891120197
Position 29: 8.524670137865133e-05
Position 260: 8.264854449913836e-05
Position 633: 8.140998614040816e-05
Position 526: 6.054296311291832e-05
Position 636: 4.3156069447608076e-05
Position 1153: 3.7893370643075853e-05
Position 897: 3.417286757276803e-05
Position 1869: 3.051778760181149e-05
Position 716: 2.1145288645478187e-05
Position 386: 1.7846712754126853e-05
Position 502: 1.6045087265769063e-05
Position 15: 1.4838821411699354e-05
Position 1556: 1.0556996630114172e-05
Position 1245: 8.109975126730576e-06
Position 345: 7.560062283761234e-06
Position 777: 6.669680006831619e-06
Position 177: 6.449840048740448e-06
Position 830: 5.9513075583454435e-06
Position 2384: 5.473243031011943e-06
Position 764: 5.1276750223611065e-06
Position 870: 2.937227508503639e-06
Position 2087: 2.8160740871903107e-06
Position 1338: 2.719390635037736e-06
Position 534: 2.6393048707852973e-06
Position 772: 2.4830158981899336e-06
Position 497: 1.449373602673197e-06
Position 1121: 1.1245614274287346e-06
Position 1665: 1.0331890810699454e-06
Position 1328: 6.47772263551883e-07
Position 876: 6.166857636289639e-07
Position 758: 5.951807491522209e-07
Position 1778: 3.6718876959836687e-07
Position 1393: 1.6006683494294342e-07
Position 1732: 1.4788057209105457e-07
Position 751: 1.3293541228132635e-07
Position 1368: 1.1668891677317716e-07
Position 584: 7.199966507980059e-08
Position 1688: 1.9782452484373653e-08
Position 566: 5.152273518081609e-13
Position 1035: 3.809945638390845e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1664: 0.90578466980364
Position 1348: 0.49255453748233025
Position 744: 0.21518321046234215
Position 1896: 0.16805548527461123
Position 3292: 0.12829445967339098
Position 2641: 0.05605929485637369
Position 3105: 0.02932212450022836
Position 2186: 0.027355834350707754
Position 2859: 0.0271165040093079
Position 1542: 0.019732370978026104
Position 1153: 0.016541686763377833
Position 2588: 0.013859429331449296
Position 3630: 0.012573866149527005
Position 1384: 0.009787065738014458
Position 2383: 0.009625601498822946
Position 2370: 0.0060122786809499945
Position 2928: 0.005543802504935125
Position 2108: 0.005491392627093962
Position 2790: 0.005433908424088618
Position 3589: 0.004633214887915223
Position 3461: 0.003285666660738323
Position 1328: 0.0031226852302741657
Position 339: 0.003109887383389042
Position 520: 0.0029868054285615265
Position 2518: 0.0028862226555039965
Position 693: 0.002869213101637383
Position 3134: 0.002470865543832356
Position 923: 0.0022299327235727907
Position 1368: 0.0016700009370857998
Position 2444: 0.0014559714079413538
Position 1603: 0.0014461351089200582
Position 1356: 0.0013966313092037962
Position 2817: 0.001379123435235586
