Gene = Cpr73D
index = 1102
Annotated 5SS: [15094 16089 17054]
Annotated 3SS: [15950 16871 17105]
SMsplice 5SS: [ 475  665 1429 2364]
SMsplice 3SS: [  568   855  2156 16871]
top_k =  1000
Partition function (log Z): -10.276846379771056

Sorted 5' Splice Sites (High to Low Probability):
Position 2364: 0.9065423150880213
Position 665: 0.8293400205690596
Position 9568: 0.6098754423337072
Position 475: 0.5838474501481509
Position 1429: 0.5179702839885454
Position 7964: 0.24102025185990542
Position 7199: 0.21536195802699215
Position 8702: 0.1974928139260644
Position 3204: 0.10585137773451103
Position 51: 0.09510794313493559
Position 62: 0.08227968850984838
Position 16089: 0.04475241376662509
Position 1954: 0.0406966917704684
Position 115: 0.04040027118901616
Position 2781: 0.03728858268852138
Position 9918: 0.03683724329673092
Position 6968: 0.03282220751426124
Position 2052: 0.029953140134057248
Position 805: 0.02531306045867276
Position 1997: 0.020107337592931433
Position 3068: 0.019151777555029875
Position 1400: 0.018769617362884662
Position 1167: 0.018243516639927695
Position 2045: 0.01737109439313923
Position 3081: 0.014621788297343216
Position 2006: 0.012330051547047034
Position 8269: 0.012327882529835745
Position 359: 0.011484626259847969
Position 1693: 0.01075137523076895
Position 2853: 0.0103957264791275
Position 1416: 0.010151747675175384
Position 76: 0.009178859823332377
Position 691: 0.008458810084061349
Position 2368: 0.008108464061981877
Position 95: 0.006332551095106398
Position 2813: 0.006153707829448016
Position 487: 0.005898267922490613
Position 2360: 0.005277433980996162
Position 764: 0.00523271630259956
Position 5828: 0.004764000697888433
Position 2353: 0.004476540144111601
Position 1440: 0.004300425247798897
Position 361: 0.004249657665934641
Position 1030: 0.0039048698078881614
Position 2271: 0.0036935712491332653
Position 1130: 0.0034474563877720044
Position 440: 0.0032068442541335063
Position 887: 0.0028755856361748116
Position 363: 0.00273430893510514
Position 1016: 0.0027087333872020036
Position 2375: 0.002474050722466168
Position 879: 0.00239627039621204
Position 3691: 0.002325763472870416
Position 7370: 0.002181756103174515
Position 216: 0.0021171580034028987
Position 470: 0.002029383711322816
Position 1043: 0.0019528110312564309
Position 1592: 0.0016642031506190267
Position 540: 0.0016369853238706474
Position 280: 0.00157843370188778
Position 1033: 0.0015347491021129986
Position 55: 0.001439006402444466
Position 406: 0.0014033771631334296
Position 67: 0.0013679289295043145
Position 220: 0.0012609916595904206
Position 967: 0.0010148492235603317
Position 515: 0.0009914830924272068
Position 1435: 0.0008951148113575034
Position 435: 0.0008577863055122621
Position 1550: 0.0005186709688152698
Position 1443: 0.0004850078420276702
Position 2171: 0.0004416965272706369
Position 768: 0.0004307322765992111
Position 1288: 0.00040093057666060455
Position 2397: 0.00035475231155808793
Position 455: 0.0003001129108430591
Position 11270: 0.000186879298145356
Position 1506: 0.0001499687134498875
Position 596: 0.00013483900282346446
Position 10020: 0.00012298905256832916
Position 11519: 0.0001138529140767546
Position 11479: 0.0001123014212114065
Position 444: 0.00010454751486679959
Position 1462: 9.517935572853471e-05
Position 409: 7.761600196467885e-05
Position 171: 7.505292560842737e-05
Position 186: 7.335183969448575e-05
Position 365: 6.960866571771945e-05
Position 367: 6.494104945272611e-05
Position 11870: 6.155177527162657e-05
Position 2278: 5.749241079548442e-05
Position 209: 5.259064599009589e-05
Position 10311: 4.725132248274321e-05
Position 600: 4.6760050334648734e-05
Position 1077: 4.230514495548933e-05
Position 868: 3.94344496628844e-05
Position 2789: 3.418550839118019e-05
Position 1091: 2.525945369085513e-05
Position 1084: 1.9133670529492432e-05
Position 1053: 1.7178561022410237e-05
Position 1194: 1.5014730296028505e-05
Position 6: 1.4955068245576674e-05
Position 3270: 1.264598744015752e-05
Position 240: 1.0771546099741376e-05
Position 9942: 7.688159104507104e-06
Position 192: 6.795963095385073e-06
Position 177: 5.414965227272517e-06
Position 2759: 5.282593661453907e-06
Position 231: 4.713006179881389e-06
Position 855: 3.564702268108027e-06
Position 713: 3.3191178807303764e-06
Position 180: 3.1301246988544584e-06
Position 559: 2.924481765801602e-06
Position 224: 2.2696197990885715e-06
Position 10845: 1.899135321085018e-06
Position 9539: 1.7488760504289026e-06
Position 604: 3.346892636185676e-07
Position 552: 6.403367003623938e-08
Position 543: 2.5099985491027344e-08
Position 578: 6.6903124050530985e-09
Position 893: 1.0439977004358212e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16871: 0.9937805741753233
Position 9390: 0.6428397622273532
Position 568: 0.5764448629252729
Position 2156: 0.5547016737689913
Position 855: 0.3975561890931687
Position 1906: 0.29187983992080657
Position 202: 0.20934783167371201
Position 7248: 0.19132842533793823
Position 867: 0.13170829281947616
Position 2896: 0.12142441563401808
Position 2265: 0.07747380819151109
Position 6876: 0.0674514678379722
Position 8374: 0.05705568709714954
Position 2659: 0.05429275167422414
Position 8386: 0.053950827959689564
Position 8513: 0.053530783859773695
Position 15014: 0.04547803719173049
Position 6888: 0.043053302975153966
Position 6024: 0.04055014932985238
Position 1491: 0.038577254322690734
Position 7495: 0.03480686993115154
Position 6872: 0.0332450055271751
Position 7035: 0.029187108999980185
Position 8196: 0.027880260968024848
Position 780: 0.018848156902782357
Position 6637: 0.01828787450162259
Position 7269: 0.014689806459853304
Position 596: 0.012543029511662581
Position 6834: 0.012225032071486685
Position 7728: 0.010945157159599973
Position 1158: 0.00921905371354152
Position 2317: 0.008501838827076258
Position 1197: 0.0075841938969333795
Position 817: 0.007183745889138151
Position 1505: 0.006998577439159921
Position 2133: 0.006274285472627859
Position 923: 0.0060438692104814755
Position 6562: 0.00595536972926808
Position 707: 0.004647745861038388
Position 5889: 0.0046151995144413285
Position 1536: 0.004410406874302861
Position 1246: 0.004320828169919716
Position 2440: 0.004074770696650096
Position 1286: 0.0033498066360143908
Position 733: 0.0029999907768273196
Position 8698: 0.0024802349454878703
Position 9759: 0.0024756449034248644
Position 2921: 0.0024242684426502483
Position 3133: 0.002370739262143807
Position 9673: 0.002193688260506173
Position 13454: 0.002180777918921319
Position 1216: 0.0019033047100378167
Position 2175: 0.0015298346500830272
Position 2637: 0.0014727942573879184
Position 3553: 0.001341260648963765
Position 2739: 0.0013411189561620038
Position 5229: 0.0012829821483318507
Position 5547: 0.0012675147925711432
Position 5615: 0.0011109047396129323
Position 5205: 0.0011027748046128095
Position 2937: 0.001020462373243661
Position 1515: 0.0009743115048358503
Position 2665: 0.0009081728554613308
Position 10742: 0.0008862666722141938
Position 11384: 0.0007386699360893747
Position 11562: 0.0007171360041490519
Position 1087: 0.0006562359297412628
Position 2557: 0.0006502366479122207
Position 2592: 0.0005441979455954196
Position 942: 0.00047435691256372554
Position 1043: 0.0004583658817285176
Position 12775: 0.00041307061928716037
Position 2801: 0.0003687710180143689
Position 930: 0.0002986798866072034
Position 1365: 0.00025596520656504684
Position 2770: 0.0002541920575124524
Position 10159: 0.00022030501869873889
Position 1297: 0.00020667747681230841
Position 2246: 0.00017175884433235725
Position 431: 0.00016969537687736664
Position 2566: 0.0001516880130142737
Position 1053: 0.00014489791687509075
Position 2615: 0.00013628980167093192
Position 1234: 0.00010129363996379205
Position 297: 9.726969992053397e-05
Position 1222: 8.730914249163015e-05
Position 3047: 8.644124318887882e-05
Position 1204: 6.555459424839725e-05
Position 10072: 6.207286004391086e-05
Position 11948: 6.155177527162649e-05
Position 1294: 5.367806245769869e-05
Position 608: 5.212348922123706e-05
Position 3182: 4.678178620721111e-05
Position 1564: 3.310041981340617e-05
Position 638: 2.5693253982404e-05
Position 1533: 1.470719471812669e-05
Position 10284: 1.3913717926037328e-05
Position 470: 1.0857782707241706e-05
Position 385: 1.0539339045661497e-05
Position 1025: 9.756790429246059e-06
Position 9981: 9.435290397202182e-06
Position 10721: 6.995380844652074e-06
Position 1910: 6.744189330781463e-06
