Gene = serp
index = 1869
Annotated 5SS: [ 596 1791 2207]
Annotated 3SS: [1617 1956 5516]
SMsplice 5SS: [ 596 1791 2207]
SMsplice 3SS: [1617 1956 5516]
top_k =  1000
Partition function (log Z): 8.695528809514634

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.9982270336788043
Position 2207: 0.9981740558495111
Position 596: 0.921154543287684
Position 5304: 0.22169019102666196
Position 5237: 0.11703973598329585
Position 785: 0.08745099701420356
Position 5458: 0.06484188473261596
Position 1554: 0.045475744243181675
Position 2652: 0.03917025394879601
Position 443: 0.03454584751739209
Position 5453: 0.028249293174472997
Position 855: 0.02128255211372283
Position 3550: 0.018364176834104587
Position 1200: 0.017668126024003486
Position 375: 0.013506632829309275
Position 5327: 0.013120094448551771
Position 2563: 0.011531006890461042
Position 287: 0.004481504940969772
Position 5315: 0.004090940360540792
Position 5269: 0.003050915387719325
Position 3217: 0.002222800968477563
Position 4846: 0.002166003331212954
Position 5213: 0.0017608368090809101
Position 255: 0.0016232151488569772
Position 5598: 0.0016105900534181272
Position 851: 0.0015789583833607159
Position 2479: 0.0014588824380603826
Position 4252: 0.001393117231617658
Position 1048: 0.0012771120336059528
Position 1780: 0.0012257033078702023
Position 2615: 0.0010246516951095076
Position 1063: 0.0008995396854188503
Position 3194: 0.0008233328109962457
Position 1539: 0.0008195051879701744
Position 6025: 0.0007746768135759694
Position 3475: 0.0005606870625109139
Position 5261: 0.0005481370288702754
Position 339: 0.0005360716148692444
Position 3716: 0.0005270128407338954
Position 5343: 0.0005215809908769858
Position 1251: 0.0005039826730612073
Position 426: 0.0004605302775877704
Position 6665: 0.00044576587555449234
Position 5957: 0.00044469854386008163
Position 3967: 0.00038787136322032987
Position 1819: 0.0003575226054377811
Position 552: 0.00034754609296716355
Position 3134: 0.00032735155713030644
Position 1453: 0.00029953373733784507
Position 3317: 0.0002902372054193931
Position 3721: 0.00026723784100404915
Position 2680: 0.00026554134837192007
Position 601: 0.00025337575309664
Position 809: 0.0002345056584952752
Position 351: 0.00022975866316677073
Position 2671: 0.00019611009820402224
Position 1419: 0.00017380302212230344
Position 3944: 0.0001725852626047193
Position 2297: 0.000172240111354918
Position 1194: 0.00016063666574643882
Position 1224: 0.00014566649898683893
Position 844: 0.00014205253276559487
Position 1177: 0.0001359742113394198
Position 188: 0.0001249138314559595
Position 328: 0.00011916914679310356
Position 6418: 0.00011708015468957179
Position 363: 0.00011682965481455527
Position 5218: 0.00011659363124806955
Position 6632: 0.0001117259829577377
Position 2309: 0.00010581997207426228
Position 5692: 8.734037946435082e-05
Position 447: 8.568641280389308e-05
Position 5951: 8.544947148263389e-05
Position 490: 8.195363890967192e-05
Position 4605: 7.860918466318679e-05
Position 1812: 7.706939287138353e-05
Position 6321: 6.434791757584897e-05
Position 2664: 6.14582627876758e-05
Position 1439: 6.1023224082986055e-05
Position 559: 6.0688237149791814e-05
Position 1302: 5.843357562684407e-05
Position 5129: 5.5210630863883724e-05
Position 445: 5.344034042940784e-05
Position 373: 5.261355351856662e-05
Position 940: 5.165362399584862e-05
Position 3334: 5.1318397128398036e-05
Position 2909: 4.6690992421114216e-05
Position 3252: 4.6571624014368984e-05
Position 1413: 4.634845367503179e-05
Position 2211: 4.441448851765727e-05
Position 1795: 4.058694238708646e-05
Position 907: 4.019234268130502e-05
Position 428: 3.9489880129119996e-05
Position 2204: 3.5636648633793373e-05
Position 4461: 3.485390421882751e-05
Position 4007: 3.411733394205602e-05
Position 2251: 3.407960362477767e-05
Position 1160: 3.105853687363129e-05
Position 160: 3.033218624014974e-05
Position 1815: 2.8527346963144613e-05
Position 6654: 2.834028280604045e-05
Position 2316: 2.820176998806907e-05
Position 204: 2.6367642033759907e-05
Position 1329: 2.61028619313901e-05
Position 3154: 2.5724381181571082e-05
Position 1463: 2.4424736160481127e-05
Position 529: 2.391000366782093e-05
Position 1310: 2.238963305380975e-05
Position 5563: 2.187130213271505e-05
Position 789: 2.049896590116287e-05
Position 1831: 1.812690400169932e-05
Position 636: 1.6849387151954847e-05
Position 1445: 1.5763941894612867e-05
Position 2580: 1.5525672389180644e-05
Position 3136: 1.4427720169952372e-05
Position 556: 1.3859683971033986e-05
Position 1433: 1.3587664910533303e-05
Position 2691: 1.3584321624169923e-05
Position 2932: 1.3387707744855149e-05
Position 2952: 1.2493116521614174e-05
Position 4105: 1.2168484406715961e-05
Position 2032: 1.0105315105954466e-05
Position 31: 9.55012796023651e-06
Position 270: 9.039518672529343e-06
Position 326: 8.59803284195225e-06
Position 2578: 8.531435034258153e-06
Position 3843: 8.384336912153571e-06
Position 836: 6.894460180557414e-06
Position 902: 6.756942863872872e-06
Position 1740: 5.150714913292796e-06
Position 1042: 4.867060143978692e-06
Position 1052: 4.81084299360528e-06
Position 285: 4.664673556862706e-06
Position 891: 4.6554085739280635e-06
Position 1386: 4.507947089404059e-06
Position 52: 4.341085495902408e-06
Position 1294: 4.121899022819424e-06
Position 1040: 3.7663852259491815e-06
Position 1770: 3.578440781002674e-06
Position 2307: 3.5079756715890717e-06
Position 799: 3.486326255544996e-06
Position 1727: 3.4483660799567027e-06
Position 646: 2.876287420263154e-06
Position 868: 2.2298640245132753e-06
Position 794: 1.72056043514682e-06
Position 1281: 1.7009813939044582e-06
Position 804: 1.5383900943466574e-06
Position 1885: 1.457341696204415e-06
Position 1279: 1.3446330474557697e-06
Position 492: 1.2061879961130565e-06
Position 1730: 1.1166402504685716e-06
Position 687: 1.0600181386458626e-06
Position 2527: 7.974880506855776e-07
Position 806: 6.477960138312472e-07
Position 313: 5.982109332690054e-07
Position 639: 5.760919314205245e-07
Position 2068: 3.7854481108603333e-07
Position 3370: 2.976834611451551e-07
Position 2525: 1.8303068281582688e-07
Position 11: 1.6633471178628366e-07
Position 2028: 1.1473587348726105e-07
Position 2907: 9.815136361851885e-08
Position 2231: 7.726338785853254e-08
Position 949: 4.5365837294647295e-08
Position 2046: 4.473408796869786e-08
Position 1935: 2.6015312057212204e-08
Position 2499: 1.8355507264287426e-08
Position 3651: 1.7351722990320365e-08
Position 568: 1.344833644147702e-08
Position 1703: 9.098383542957499e-09
Position 2553: 7.924221408244398e-09
Position 3121: 6.891797916162231e-09
Position 768: 6.806150276866677e-09
Position 2100: 6.34465311817886e-09
Position 2278: 5.128244403197148e-09
Position 1985: 4.275231467027152e-09
Position 2922: 3.105564635028712e-09
Position 1685: 2.910061846234484e-09
Position 2920: 2.7813807922867658e-09
