Gene = Sec3
index = 1478
Annotated 5SS: [ 772 1058 1566 2120 2684]
Annotated 3SS: [ 829 1115 1637 2175 2761]
SMsplice 5SS: [ 772 1058 1566 1818 2120 2684]
SMsplice 3SS: [ 829 1115 1637 1880 2175 2761]
top_k =  1000
Partition function (log Z): 7.547971465109074

Sorted 5' Splice Sites (High to Low Probability):
Position 1566: 0.986261129256503
Position 772: 0.9764191914600444
Position 1058: 0.9337983764459861
Position 2120: 0.9107901199388458
Position 2684: 0.8993369094143555
Position 1818: 0.5498691566844197
Position 435: 0.0883330329809168
Position 2449: 0.0630102291727386
Position 1323: 0.04411958690855355
Position 2365: 0.03630356140167542
Position 2276: 0.029612742370966654
Position 1052: 0.02425296310330743
Position 2641: 0.0180171206361841
Position 363: 0.013067791822119368
Position 2034: 0.01305453565249191
Position 776: 0.009688389607696149
Position 2918: 0.006971444747034004
Position 2446: 0.006860177383565568
Position 2525: 0.006852262530122755
Position 749: 0.006096103629466034
Position 1987: 0.006046031944125185
Position 1587: 0.005950455091077799
Position 2124: 0.005015151562141218
Position 1545: 0.0046656389843463715
Position 1808: 0.004401132968954412
Position 2144: 0.003791480545732333
Position 2694: 0.0036903269459294674
Position 2346: 0.0036183120887415526
Position 2462: 0.003104846729082374
Position 1383: 0.0022171209126077415
Position 2185: 0.0021793972641982262
Position 2885: 0.0016310954864077124
Position 2960: 0.0015138128438912189
Position 1773: 0.0015032970702413126
Position 3131: 0.0013731844646120816
Position 1760: 0.0012393379467152206
Position 2136: 0.001146512123138027
Position 1062: 0.0010941809864562402
Position 2554: 0.0010102351141246125
Position 2579: 0.0007177180890413925
Position 2082: 0.0007112113043800105
Position 2151: 0.0007099688016133734
Position 2858: 0.000632670868578383
Position 1327: 0.0006052891251747475
Position 2038: 0.0005849114342729836
Position 205: 0.00054882092103237
Position 2107: 0.00041555385328103007
Position 866: 0.00040778940907777944
Position 211: 0.0003979030090160428
Position 9: 0.00037973013473856937
Position 271: 0.00032254910684187627
Position 426: 0.00030590387613851683
Position 1709: 0.00029513585221971225
Position 1073: 0.00028592721726373316
Position 3173: 0.00023681866332152113
Position 2957: 0.00019296462115931596
