Gene = Sfp77F
index = 1494
Annotated 5SS: [98]
Annotated 3SS: [154]
SMsplice 5SS: [98]
SMsplice 3SS: [154]
top_k =  1000
Partition function (log Z): -5.886651358660752

Sorted 5' Splice Sites (High to Low Probability):
Position 98: 0.9674664671700193
Position 345: 0.1707078532482268
Position 431: 0.11985714770575169
Position 403: 0.1119288647761132
Position 461: 0.10051341270518062
Position 421: 0.04026524874401294
Position 241: 0.03743664035051565
Position 692: 0.003900635631903507
Position 304: 0.0020401611742652008
Position 425: 0.001716787186053335
Position 824: 0.0012283378973261937
Position 349: 0.0008480621850315663
Position 208: 0.0005976595803986865
Position 245: 0.0005830301180205148
Position 133: 0.0005515974397699813
Position 828: 0.00034867819159204106
Position 753: 0.0003335260607460758
Position 778: 0.0001903486266116299
Position 838: 0.00018737575152157545
Position 265: 0.00017889626081431928
Position 106: 0.00010357042870519225
Position 543: 9.149564761092244e-05
Position 765: 8.637673498864242e-05
Position 916: 8.372618752199657e-05
Position 274: 6.651823939294454e-05
Position 158: 6.2848272357814e-05
Position 28: 4.672622521645377e-05
Position 33: 4.218690286263376e-05
Position 505: 3.7944840612103154e-05
Position 854: 1.9905331081659365e-05
Position 154: 1.6885962901496573e-05
Position 465: 1.4614047886002375e-05
Position 407: 1.4420041114848086e-05
Position 224: 1.3536728226384787e-05
Position 435: 9.439991117312418e-06
Position 206: 7.898111053114947e-06
Position 508: 7.868610959528948e-06
Position 613: 7.691986497806767e-06
Position 817: 6.991055998639798e-06
Position 683: 5.501319671283725e-06
Position 782: 2.650249025878361e-06
Position 957: 1.7516550241212602e-06
Position 490: 1.1785873924020576e-06
Position 31: 6.548937306139964e-07
Position 5: 5.736463183864552e-10
Position 479: 7.452609797715431e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 154: 0.9451754062441033
Position 525: 0.49614772591919576
Position 622: 0.03659603068850169
Position 494: 0.03279104910669123
Position 809: 0.014233729247466756
Position 673: 0.011270362794944404
Position 185: 0.0059737781847440195
Position 403: 0.003149502326754326
Position 911: 0.0028044938178298615
Position 236: 0.0027572380625687934
Position 583: 0.0026173572363979536
Position 503: 0.001284214905335089
Position 765: 0.0008936183244407856
Position 530: 0.0008770984837375667
Position 854: 0.0007831802323760438
Position 216: 0.0004971163742488989
Position 546: 0.0004853711395880641
Position 658: 0.00046978214968860246
Position 1083: 0.00043893793145902236
Position 1072: 0.00035878670860369904
Position 431: 0.00035633353649082726
Position 508: 0.00032955439493320525
Position 557: 0.0003217931871028288
Position 265: 0.00019542996092147708
Position 319: 0.00013677423362824353
Position 162: 0.00012612874469640825
Position 286: 0.00012162065083405405
Position 1132: 0.00010106558218506854
Position 1046: 8.230221898716992e-05
Position 329: 8.18553279630498e-05
Position 641: 4.893179398045486e-05
Position 368: 4.466129974328441e-05
Position 303: 2.8175781689020608e-05
Position 980: 2.254430918251615e-05
Position 1043: 1.605852707333153e-05
Position 241: 3.962360237747485e-06
Position 691: 3.189996521300986e-06
Position 916: 2.9655229225931583e-06
Position 244: 2.7872711559589625e-06
Position 645: 1.4860887398362421e-06
Position 75: 5.881114300080754e-07
Position 336: 8.78887525002591e-08
Position 133: 2.429326744320073e-08
Position 102: 7.511439968698648e-09
Position 90: 3.826968421628738e-09
Position 539: 1.0864574658037331e-09
Position 49: 3.4611091957302333e-11
Position 53: 5.076930145743245e-12
Position 59: 3.5467591018338033e-12
