Gene = l(2)k05819
index = 1748
Annotated 5SS: [ 294  983 1755 1977 2711 4879 5104 5405]
Annotated 3SS: [ 348 1039 1813 2613 2772 4940 5157 5464]
SMsplice 5SS: [ 294  983 1755 2711 4879 5104 5405]
SMsplice 3SS: [ 348 1039 1813 2772 4940 5157 5464]
top_k =  1000
Partition function (log Z): 5.422611608123054

Sorted 5' Splice Sites (High to Low Probability):
Position 294: 0.9953293160567678
Position 2711: 0.99485933379548
Position 5405: 0.9756788616186395
Position 4879: 0.9674403094970463
Position 5104: 0.9516294790746491
Position 983: 0.835673873328573
Position 1755: 0.5119493793087339
Position 1977: 0.21448379152939262
Position 1932: 0.14351704090007816
Position 2234: 0.11308835459151448
Position 3645: 0.07588713124478234
Position 2833: 0.07263174318922237
Position 3307: 0.0711260513865089
Position 3560: 0.05396962557716119
Position 1494: 0.05321381657928381
Position 3355: 0.044782107649881706
Position 3110: 0.03445802960917987
Position 2003: 0.020882164410959844
Position 2573: 0.019066880929516045
Position 1938: 0.018806578540300975
Position 2211: 0.018384968341185595
Position 2244: 0.017720695204338697
Position 3322: 0.01643272271494988
Position 3640: 0.013939348350832301
Position 1915: 0.011566572694712991
Position 2839: 0.010729125429737812
Position 5409: 0.010560230258264433
Position 5684: 0.009141822113438431
Position 3724: 0.00845139793633514
Position 1958: 0.00618872371061213
Position 5791: 0.005185388972124654
Position 5642: 0.005045521235276193
Position 1529: 0.004622686200674621
Position 5908: 0.004032323328592119
Position 2321: 0.004010370956513851
Position 1445: 0.0035684630985859593
Position 1451: 0.003349718449294742
Position 5580: 0.002732721143981975
Position 5266: 0.002693583496738917
Position 2391: 0.002667674653634652
Position 1738: 0.0026290646755833674
Position 3333: 0.002248573886931506
Position 3116: 0.002046804774219126
Position 3887: 0.0020259199256960005
Position 3266: 0.002014166212670158
Position 385: 0.0017110058799010342
Position 6173: 0.0016781614969039347
Position 2859: 0.0015049059373341887
Position 3038: 0.0014806765076530873
Position 6213: 0.0014608584450238674
Position 2260: 0.0012917008775391648
Position 5666: 0.0012410640775350691
Position 4016: 0.0012020657213650259
Position 1581: 0.0011309785215573695
Position 5862: 0.0010562335227642648
Position 1193: 0.0009646439968679753
Position 1302: 0.0009037763164487338
Position 603: 0.00087527490488394
Position 1705: 0.0007337903379948264
Position 1342: 0.0006130590771822084
Position 2685: 0.00053473679220403
Position 5842: 0.0005345437531988748
Position 5365: 0.0005131353055383457
Position 3120: 0.0004661020935475683
Position 5657: 0.00044707533645697
Position 719: 0.00043535281980599226
Position 2721: 0.00040114571006896754
Position 3854: 0.00040020250842124657
Position 6192: 0.00036795237287947285
Position 1051: 0.00034190998652165803
Position 6204: 0.00033105066467342513
Position 6035: 0.00030815869259746804
Position 639: 0.0002897863949060567
Position 1410: 0.0002829487063911664
Position 1169: 0.0002559507651769376
Position 1225: 0.00024004480688813844
Position 1243: 0.0001920306263783467
Position 5875: 0.0001910990386927816
Position 5571: 0.00018824444614198063
Position 1613: 0.00017999511780543618
Position 5: 0.00017314946869555317
Position 6073: 0.00016350955307424547
Position 11: 0.00014992689577918733
Position 2863: 0.0001395716660799609
Position 6101: 0.0001393707488299451
Position 5545: 0.00013561055892804492
Position 6142: 0.00013174124065346062
Position 5880: 0.00013051672813491026
Position 1619: 0.00012396951255391463
Position 1315: 0.00012121434910383072
Position 5242: 0.00011223725154760844
Position 1981: 0.00010936520216943437
Position 5694: 0.00010700978970953926
Position 1796: 7.810146195144506e-05
Position 2726: 7.590687400411234e-05
Position 2671: 7.199289461762404e-05
Position 881: 7.106293770391519e-05
Position 6161: 6.068116225853207e-05
Position 1921: 5.4922306287577644e-05
Position 1416: 5.410764151962301e-05
Position 1407: 5.320872556711215e-05
Position 79: 4.975487982929346e-05
Position 1291: 4.947063597813986e-05
Position 6065: 4.6279306633316423e-05
Position 5832: 4.6181788094510153e-05
Position 5710: 4.545932495213348e-05
Position 5676: 4.4784752408228e-05
Position 515: 4.016779347293864e-05
Position 5506: 3.969861431196644e-05
Position 2007: 3.5768798790474636e-05
Position 91: 3.231136303660755e-05
Position 715: 3.127856033025272e-05
Position 1782: 2.864333080315335e-05
Position 2070: 2.706092764188788e-05
Position 512: 2.40469282510563e-05
Position 3045: 2.3962610434890524e-05
Position 1105: 2.178311768270838e-05
Position 1652: 2.131992801635128e-05
Position 509: 1.9048490317629564e-05
Position 6117: 1.7998275311415327e-05
Position 5732: 1.7799025091009044e-05
Position 5336: 1.7130817080577518e-05
Position 1661: 1.52453184475617e-05
Position 5373: 1.5200891721592615e-05
Position 435: 1.4574110897759642e-05
Position 3202: 1.4071457973838684e-05
Position 5327: 1.3919651526815488e-05
Position 1459: 1.3470316980867976e-05
Position 5636: 1.2916123994019524e-05
Position 1814: 1.134787779286704e-05
Position 30: 1.0407665279261561e-05
Position 2096: 8.655927460232193e-06
Position 3030: 8.304540436623877e-06
Position 320: 7.550599498872016e-06
Position 2013: 7.4792831294578855e-06
Position 2866: 6.976874167303523e-06
Position 5752: 6.9369758202257315e-06
Position 885: 6.93612524710688e-06
Position 1377: 6.820317628252175e-06
Position 3104: 6.8180804299290825e-06
Position 659: 6.771070745618786e-06
Position 1264: 5.992165739336357e-06
Position 2340: 5.9808645753902185e-06
Position 298: 5.784471732086647e-06
Position 164: 5.5510690164767605e-06
Position 2729: 4.959835921015565e-06
Position 1474: 4.698095885948172e-06
Position 2381: 4.433453386881384e-06
Position 1163: 4.401492729212051e-06
Position 217: 4.3739290867663035e-06
Position 1585: 4.330422344454025e-06
Position 1777: 4.19761173119507e-06
Position 423: 4.168981141462731e-06
Position 2151: 3.815844425456244e-06
Position 845: 3.677961780612457e-06
Position 3141: 3.290458957810201e-06
Position 1622: 3.2081885645816047e-06
Position 923: 2.9306820865760724e-06
Position 475: 2.636554405033891e-06
Position 2996: 2.2827502320245863e-06
Position 706: 1.6909306961264704e-06
