Gene = zetaCOP
index = 1937
Annotated 5SS: [  74  499 1102]
Annotated 3SS: [ 130 1010 1712]
SMsplice 5SS: [  74  911 1102]
SMsplice 3SS: [ 130 1010 1712]
top_k =  1000
Partition function (log Z): 1.0044814544004654

Sorted 5' Splice Sites (High to Low Probability):
Position 1102: 0.9867912491551504
Position 74: 0.8996225027054099
Position 911: 0.5239612474585597
Position 499: 0.3408377537454341
Position 757: 0.11912713843213178
Position 763: 0.05140487300434006
Position 33: 0.02836478130629219
Position 943: 0.02082501934842518
Position 338: 0.018897486656631577
Position 571: 0.005829646770014262
Position 546: 0.005512589337702901
Position 511: 0.005154393244490103
Position 187: 0.004951208328896729
Position 1602: 0.003676051474379749
Position 50: 0.0035234187604960355
Position 658: 0.00350814599582114
Position 751: 0.0034934283823968414
Position 1310: 0.0024574294120140276
Position 376: 0.002432760806836351
Position 1147: 0.002092920086818281
Position 503: 0.0019726693387427194
Position 1177: 0.0011751315254019705
Position 1121: 0.0010199399731849817
Position 1131: 0.0010010629400166039
Position 732: 0.000928537363197151
Position 518: 0.0009043644362492222
Position 1639: 0.0008505662144650335
Position 1502: 0.0007041357474336525
Position 1488: 0.0005540914226865708
Position 443: 0.0004826782863280873
Position 94: 0.00045281043692772056
Position 1573: 0.0004462761609683619
Position 671: 0.0004330648752422874
Position 307: 0.0004194253446022127
Position 771: 0.0003846031467119863
Position 1610: 0.0003657460036363988
Position 26: 0.0003317489545489718
Position 643: 0.00029813710763856627
Position 624: 0.00019636006366782592
Position 865: 0.00018392725662977257
Position 214: 0.00015549005451962448
Position 1523: 0.00013778803139486472
Position 1307: 0.0001266661693354116
Position 606: 0.0001031690969839427
Position 1314: 0.00010306386124217908
Position 1586: 9.558533155603893e-05
Position 1093: 8.184118433041396e-05
Position 1134: 7.655087633735106e-05
Position 674: 6.32062615728361e-05
Position 1429: 6.044616824266075e-05
Position 1416: 5.563999819451396e-05
Position 501: 4.1386783969214795e-05
Position 1437: 3.944262558143262e-05
Position 320: 3.6760182690339785e-05
Position 879: 3.207202388157683e-05
Position 1183: 3.0937388914608673e-05
Position 720: 2.78671744525965e-05
Position 715: 2.5563906179879824e-05
Position 1426: 2.3159192469690416e-05
Position 247: 2.194763550251626e-05
Position 380: 2.0513587094146605e-05
Position 15: 2.041046249672957e-05
Position 1762: 1.8491027857450487e-05
Position 1187: 1.6128069459087877e-05
Position 635: 1.608215361246454e-05
Position 1160: 1.5880050705559543e-05
Position 871: 1.576130192938147e-05
Position 31: 1.574965900372682e-05
Position 1691: 1.5034924343465319e-05
Position 305: 1.397761196921609e-05
Position 428: 1.269599766475989e-05
Position 1491: 1.143393887560425e-05
Position 1805: 1.0117566449994015e-05
Position 1772: 9.89942539542516e-06
Position 575: 8.63268510114323e-06
Position 1757: 7.957746949289398e-06
Position 1322: 7.504304794553456e-06
Position 1332: 3.4377645849117223e-06
Position 1404: 3.2355284174943808e-06
Position 148: 2.932327852592136e-06
Position 1418: 2.813945233856437e-06
Position 1042: 2.3668408862086156e-06
Position 1162: 1.9660887368396586e-06
Position 4: 1.3670472721327448e-06
Position 1253: 1.3392479376515673e-06
Position 1367: 1.256486995693666e-06
Position 1035: 9.274358983339515e-07
Position 1205: 9.084043675541927e-07
Position 1039: 8.560133567105872e-07
Position 1798: 6.772366464506908e-07
Position 1051: 6.615471831160354e-07
Position 208: 5.612676687605676e-07
Position 1745: 4.3142249123718354e-07
Position 122: 2.7476019443269786e-07
Position 1729: 2.638881011878576e-07
Position 1679: 1.4102020367984177e-07
Position 1382: 5.355148432053232e-09
Position 1290: 2.066341452886866e-09
Position 1200: 9.87714147335182e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1010: 0.9909626703395207
Position 1712: 0.9299175419927223
Position 130: 0.9117092812201055
Position 819: 0.08121411399214963
Position 1404: 0.034539417705412766
Position 635: 0.022736134828459684
Position 408: 0.018217525284593847
Position 1462: 0.016019794120309086
Position 715: 0.006716574653826346
Position 1648: 0.0065260701515472384
Position 1253: 0.004682371502725912
Position 1233: 0.0037223745082964705
Position 568: 0.002679616156784144
Position 853: 0.002314423496932884
Position 886: 0.002136978993134723
Position 1180: 0.0018954260452959742
Position 1150: 0.0017099743097961234
Position 690: 0.0012502811273258046
Position 1835: 0.0009902428767054868
Position 142: 0.000945386937363941
Position 861: 0.0008432710425632136
Position 1160: 0.0008362743217295772
Position 94: 0.000806138515362539
Position 1491: 0.0006886364083692499
Position 1299: 0.00031709672536920047
Position 647: 0.0003103981839574706
Position 565: 0.00027229018595803744
Position 1488: 0.00027161651439056657
Position 555: 0.00022524413490900957
Position 606: 0.0002159271582974489
Position 1358: 0.00019852643186171696
Position 1416: 0.00015230940841077806
Position 879: 0.00013189404055140603
Position 1757: 0.0001271478334454579
Position 256: 0.00010408030154755654
Position 755: 9.79362459580474e-05
Position 1282: 9.72835291928442e-05
Position 424: 9.190540568296656e-05
Position 571: 7.963757726082124e-05
Position 762: 5.9824542227195566e-05
Position 220: 5.381549812734259e-05
Position 1856: 4.0305546947889236e-05
Position 421: 3.836802890438582e-05
Position 1310: 3.253271446984298e-05
Position 313: 3.109541124505024e-05
Position 580: 2.5519102343911585e-05
Position 1089: 2.1600794672941424e-05
Position 436: 1.7011383259766375e-05
Position 277: 1.2788809749495404e-05
Position 674: 1.006208136626812e-05
Position 771: 8.773202948096897e-06
Position 898: 8.602181575020918e-06
Position 226: 7.298831392534626e-06
Position 552: 5.596602333953082e-06
Position 720: 5.409643644992461e-06
Position 643: 5.142102297729476e-06
Position 1332: 4.795283932258046e-06
Position 546: 4.4166219089712855e-06
Position 1314: 3.947491056667504e-06
Position 1340: 3.5753696663385773e-06
Position 187: 3.573909135887729e-06
Position 871: 2.2864954012567016e-06
Position 839: 2.142608091945907e-06
Position 732: 1.9775883823225424e-06
Position 518: 1.6156616835742037e-06
Position 1582: 1.5003612123650765e-06
Position 241: 1.4098363995364662e-06
Position 1864: 7.15287567792731e-07
Position 229: 2.998667747439474e-07
Position 509: 2.420300463138165e-07
Position 199: 2.403204334260434e-07
Position 652: 1.1552326647599278e-07
Position 663: 6.775057239233976e-08
Position 658: 3.534454115052761e-08
Position 364: 2.7063710995111267e-08
Position 315: 2.423919990935168e-08
Position 223: 1.8485160759480053e-08
Position 920: 1.0082771290932233e-08
Position 910: 2.662223311307292e-09
Position 433: 1.2278142422288985e-09
Position 460: 2.1938375141885267e-10
Position 358: 7.683903690573623e-11
Position 55: 4.381117856566621e-11
Position 50: 1.646978126554199e-11
Position 497: 2.0028067359581795e-12
Position 484: 1.5426204847384583e-14
