Gene = blot
index = 1630
Annotated 5SS: [16927 18022 19904 22928 23120]
Annotated 3SS: [17779 19671 22781 22982 23183]
SMsplice 5SS: [  104 12290 19904 22928 23120]
SMsplice 3SS: [11641 19671 22781 22982 23183]
top_k =  1000
Partition function (log Z): 0.8284966396453404

Sorted 5' Splice Sites (High to Low Probability):
Position 23120: 0.9922173614170804
Position 22928: 0.9762104298339349
Position 19904: 0.9134465472529201
Position 12290: 0.8890368370706211
Position 2615: 0.3716626497497569
Position 20195: 0.20371654841329345
Position 2262: 0.18213970302694046
Position 1353: 0.17341292995021346
Position 761: 0.1544211246891569
Position 104: 0.12815793251085156
Position 265: 0.12767625566274818
Position 161: 0.11272659102625479
Position 63: 0.10065115222931735
Position 12956: 0.09056745449587156
Position 1040: 0.08924228062542175
Position 1894: 0.07289385171482009
Position 980: 0.07250386195587244
Position 2419: 0.06585018633877904
Position 19992: 0.05293476859772548
Position 45: 0.05031524067952392
Position 1357: 0.04610206623895143
Position 13918: 0.043685561831888625
Position 13530: 0.03272665065367314
Position 20243: 0.03199122132572946
Position 22932: 0.022922573597335353
Position 18022: 0.022256309989943622
Position 12924: 0.021836631984407582
Position 12312: 0.0197946444721934
Position 12639: 0.018329637342964666
Position 2576: 0.016603954338830888
Position 12307: 0.01523520296328285
Position 227: 0.014934452976609976
Position 2204: 0.012824597352423868
Position 1558: 0.01258640871088801
Position 21028: 0.01041443984263992
Position 20439: 0.009742309781380137
Position 83: 0.009703275232731408
Position 224: 0.009081162019471622
Position 29: 0.008127130150559762
Position 593: 0.007374268978462633
Position 23446: 0.007245815226518467
Position 12373: 0.007180133909113938
Position 23272: 0.007099057707798859
Position 22129: 0.0064825892062305
Position 20235: 0.006313398625185674
Position 3633: 0.0059091750021266634
Position 23458: 0.005871365168462402
Position 20239: 0.0056471203421836775
Position 19788: 0.0056225664054852485
Position 21309: 0.0054646647980528
Position 21266: 0.005403747888252961
Position 1489: 0.005318959778115592
Position 13071: 0.005219894864187788
Position 24302: 0.0049232021888305855
Position 14297: 0.0047687051476146365
Position 1182: 0.0045206908165085205
Position 16115: 0.004305441843977268
Position 20318: 0.004296044863050525
Position 1323: 0.0038350171216791624
Position 21412: 0.003687124273589008
Position 12388: 0.0033092556062089256
Position 13664: 0.0030658382769054985
Position 24269: 0.0029878772199100102
Position 611: 0.00295882854154806
Position 20507: 0.0027537377112296607
Position 1208: 0.0023102100937991434
