Gene = Snoo
index = 1510
Annotated 5SS: [  66 9008]
Annotated 3SS: [ 7510 87441]
SMsplice 5SS: [   70 23798 67664]
SMsplice 3SS: [23459 66126 87441]
top_k =  1000
Partition function (log Z): -96.396711421373

Sorted 5' Splice Sites (High to Low Probability):
Position 23798: 0.84776837963311
Position 70: 0.6985988630475041
Position 17636: 0.24690939970409073
Position 647: 0.20788766142654905
Position 24160: 0.16680981390442506
Position 3560: 0.11996135591708043
Position 1266: 0.07020249738455066
Position 25710: 0.027705150208273372
Position 16366: 0.0206996313411842
Position 16632: 0.008238157678270505
Position 1274: 0.004869823460718493
Position 23670: 0.004243310540598894
Position 10158: 0.003999887571527345
Position 1230: 0.003975711828627025
Position 770: 0.00285829641017587
Position 371: 0.002279882796324631
Position 109: 0.0012031095786499996
Position 1567: 0.00119737125690016
Position 58: 0.0008578546263902809
Position 637: 0.0008013091510554545
Position 146: 0.0007030333008185746
Position 610: 0.0006388285834702257
Position 854: 0.0006058296061482606
Position 1485: 0.0005882769682463533
Position 64: 0.0005204943879329961
Position 9008: 0.0003684575507603057
Position 66: 0.00036793408152636844
Position 14273: 0.000338102884207451
Position 1816: 0.00023831942104398765
Position 4238: 0.00021542614504014017
Position 774: 0.00021095995998074055
Position 405: 0.00020860254972549503
Position 2871: 0.0001825664487194157
Position 781: 0.00016021462562013582
Position 3410: 0.0001405942396356075
Position 2226: 0.00013603394145437648
Position 1898: 0.00010546086155879796
Position 1807: 0.0001019818596006239
Position 3022: 0.00010145135930882175
Position 641: 8.862016571975354e-05
Position 533: 8.789842426614699e-05
Position 608: 6.623815923992818e-05
Position 495: 6.464328316372296e-05
Position 1684: 3.899101445307636e-05
Position 1691: 1.344280383988435e-05
Position 2223: 5.149775958472733e-06
Position 1527: 3.653278140450073e-06
Position 1065: 3.2588338705875045e-06
Position 1367: 3.1038681550362596e-06
Position 1069: 2.744724973917975e-06
Position 1464: 2.5461585566217606e-06
Position 1153: 2.4755396249222105e-06
Position 1657: 2.2819029775573746e-06
Position 1677: 2.069376827349217e-06
Position 17985: 1.3899213986912953e-06
Position 884: 1.3823705731707256e-06
Position 1625: 9.061699378798578e-07
Position 644: 8.406227126902316e-07
Position 154: 8.097385745750957e-07
Position 1278: 7.077147648271301e-07
Position 1382: 6.802176274701986e-07
Position 17976: 6.790078406297933e-07
Position 1518: 6.498757160839266e-07
Position 314: 6.197989810616928e-07
Position 1027: 6.091130189423508e-07
Position 622: 6.080620723287252e-07
Position 1308: 6.051798779190851e-07
Position 16224: 6.047902235013141e-07
Position 331: 5.963499360088427e-07
Position 1073: 5.930805615255605e-07
Position 858: 5.564542543662071e-07
Position 17943: 4.146173630442095e-07
Position 4424: 9.822776756932224e-08
Position 4723: 5.968964887604705e-08
Position 4074: 1.0152833155467658e-08
Position 3368: 7.942519255557325e-09
Position 4469: 5.277225735246867e-09
Position 4316: 4.335749584940584e-09
Position 2944: 1.988090478656207e-09
Position 4327: 1.5353855978138111e-09
Position 3768: 1.2751142659876328e-09
Position 2875: 8.636556425469074e-10
Position 2878: 7.888313300802555e-10
Position 2023: 5.896344940253009e-10
Position 1776: 5.773329298389153e-10
Position 1891: 5.177166215758704e-10
Position 3840: 4.485148384186598e-10
Position 779: 4.4379815787896646e-10
Position 3820: 4.197530698620396e-10
Position 10783: 2.962034747895803e-10
Position 2073: 2.7205313923278733e-10
Position 2801: 1.7258591232982435e-10
Position 2001: 1.5286468366403345e-10
Position 11445: 1.288532818382608e-10
Position 3566: 1.1509240272576317e-10
Position 2447: 2.1839424304616407e-11
Position 186: 1.3122693217360346e-11
Position 1120: 4.644440858081843e-12
Position 704: 4.537370158957721e-12
Position 68: 4.446745842713196e-12
Position 863: 4.063545592445871e-12
Position 224: 3.0185061722566398e-12
Position 1190: 2.8597992421168593e-12
Position 526: 2.8414399045372807e-12
Position 1605: 2.6147390197455537e-12
Position 651: 1.8440126184893877e-12
Position 357: 1.5298223201003699e-12
Position 1050: 1.305007059432123e-12
Position 1591: 1.0588859597372853e-12
Position 476: 1.0558620655898638e-12
Position 1321: 9.519824313184293e-13
Position 680: 9.306489519474215e-13
Position 170: 8.842924703730932e-13
Position 74: 8.254488036388076e-13
Position 239: 8.162354949841395e-13
Position 851: 6.788183767498206e-13
Position 1392: 6.630162387196147e-13
Position 4879: 6.063779045748455e-13
Position 1479: 5.164288579281433e-13
Position 1194: 5.020161704750128e-13
Position 841: 3.818853982598362e-13
Position 4704: 3.6800691328183623e-13
Position 1249: 3.661943980575855e-13
Position 1200: 3.5230347396431793e-13
Position 1104: 3.226938644638821e-13
Position 376: 2.8837826660904553e-13
Position 937: 2.569875959691058e-13
Position 4693: 2.5492308231227954e-13
Position 1311: 2.3500970552781635e-13
Position 157: 1.9682085042987457e-13
Position 1498: 1.7968216508224059e-13
Position 190: 1.175115758989991e-13
Position 819: 8.96207822019211e-14
Position 11: 7.696467697067467e-14
Position 649: 5.873116594056128e-14
Position 420: 3.032868060453676e-14
Position 821: 1.855521027077893e-14
Position 1374: 1.8486597513618452e-14
Position 1106: 8.337069205280903e-15
Position 38: 8.049494364672411e-15
Position 5: 7.68092821574676e-15
Position 1443: 6.999613596968086e-15
Position 181: 6.4096031018988546e-15
Position 4080: 5.268168196337961e-15
Position 46: 5.14268989818019e-15
Position 390: 3.983723165003762e-15
Position 48: 1.6420832725438268e-15
Position 552: 7.975061590064252e-16
Position 732: 1.2482216484953677e-17
Position 1916: 2.726978536427611e-18
Position 1995: 2.7168702572968398e-18
Position 1259: 3.500712901298752e-22
Position 813: 1.4676923056476647e-22
Position 789: 2.7357387253559702e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 25482: 0.9069354244246978
Position 23459: 0.8159290667892658
Position 17386: 0.22984198391167301
Position 3295: 0.10429405245460192
Position 27039: 0.10309711457173154
Position 24046: 0.07384077098517514
Position 23197: 0.06400332701687195
Position 16125: 0.0460112288712881
Position 24007: 0.04271058761705663
Position 24032: 0.03507191395823156
Position 3427: 0.003681577346120829
Position 25263: 0.002795068397632538
Position 1623: 0.002589803277336673
Position 9875: 0.0024758440878111547
Position 2575: 0.002216794479029283
Position 24873: 0.0016047796721202227
Position 1736: 0.0012566029455562079
Position 2506: 0.0011945530556681802
Position 3312: 0.0010307342995620247
Position 2773: 0.0008603916402750282
Position 9287: 0.0007340585586259313
Position 2846: 0.000677271544091258
Position 3131: 0.0005828509594173205
Position 9377: 0.000439961637307054
Position 22077: 0.0004343736638437103
Position 3368: 0.0003837551604116218
Position 3455: 0.0003517377834753883
Position 9196: 0.0003500174793728293
Position 2278: 0.00025017348496470226
Position 2874: 0.0002043396865783852
Position 3478: 0.00020167711758453387
Position 3472: 0.00019211623982101454
Position 2996: 0.00017017050112444262
Position 8509: 0.0001636123899748943
Position 13686: 0.00014124820462063975
Position 13614: 0.00012389322446076728
Position 8333: 8.67594213760802e-05
Position 4160: 8.224718230818878e-05
Position 13021: 7.298254557019682e-05
Position 8080: 6.593797830431423e-05
Position 3974: 5.389219171166342e-05
Position 8047: 4.223809344379566e-05
Position 19494: 2.717972359791886e-05
Position 2714: 2.5681931696991893e-05
Position 17702: 2.11082368073142e-05
Position 21302: 2.0664076402638286e-05
Position 21027: 1.789818183931027e-05
Position 5857: 9.909235416785883e-06
Position 20388: 5.791047403523301e-06
Position 3663: 5.547524476009416e-06
Position 3660: 5.500518100365804e-06
Position 18071: 3.910751837145131e-06
Position 3796: 3.132072571616754e-06
Position 17765: 3.0509638444084404e-06
Position 3987: 2.481986596270677e-06
Position 16286: 6.047902235013065e-07
Position 18211: 5.81162366596234e-07
Position 15440: 1.5092364985224978e-07
