Gene = Sam-S
index = 1466
Annotated 5SS: [  98  936 1907 3581 3975 5117 6467]
Annotated 3SS: [ 861 1684 3502 3851 5003 5786 6530]
SMsplice 5SS: [1907 3581 3975 4215 6467]
SMsplice 3SS: [3502 3851 4134 5786 6530]
top_k =  1000
Partition function (log Z): 2.6044865176901126

Sorted 5' Splice Sites (High to Low Probability):
Position 6467: 0.9941968095763881
Position 1907: 0.9691475321085984
Position 3975: 0.9465974993776447
Position 3581: 0.9210215536707095
Position 4215: 0.6467660875719934
Position 5117: 0.2810892983554474
Position 4723: 0.2650247574337629
Position 456: 0.21892103608509103
Position 4272: 0.18778853152312414
Position 6684: 0.1515129778059652
Position 1199: 0.1401508171477977
Position 3093: 0.13207640974064452
Position 872: 0.12665939923377773
Position 936: 0.10330788254678856
Position 4781: 0.06290855904772699
Position 1444: 0.05997902296280957
Position 4762: 0.05184062398215542
Position 5245: 0.051719443206812196
Position 4276: 0.046323724854737
Position 1433: 0.04330923977792515
Position 4268: 0.03762941035634534
Position 359: 0.034247829430573924
Position 1054: 0.028866024592467
Position 733: 0.027727810086536634
Position 3709: 0.02694080970802473
Position 3656: 0.023819566860756994
Position 3767: 0.022045782957728223
Position 3990: 0.01969363129582489
Position 5720: 0.019424935444694355
Position 2409: 0.018190627777727224
Position 570: 0.01792135023973875
Position 5133: 0.0152144291171293
Position 1324: 0.014482845878213794
Position 2413: 0.014390107632975947
Position 4280: 0.013524418142544369
Position 1611: 0.013304713233080993
Position 492: 0.012912361586967923
Position 2940: 0.012711385545377884
Position 2918: 0.01185009321225495
Position 3926: 0.009010735147415566
Position 269: 0.008663059889721821
Position 5344: 0.007188947997453569
Position 4258: 0.006697146848579947
Position 2697: 0.006341430193624913
Position 3219: 0.005113157031548567
Position 6741: 0.005084449555193074
Position 2700: 0.004696832109300176
Position 141: 0.004659713984477633
Position 6654: 0.003237429538334033
Position 5579: 0.0031805278737462514
Position 753: 0.002981332071724266
Position 4270: 0.002888381782321052
Position 5931: 0.0026794764876622184
Position 363: 0.0025680055484106445
Position 5242: 0.0025143674669650083
Position 1308: 0.002489053340682741
Position 4870: 0.0024789710450554285
Position 156: 0.0022005429952815544
Position 2003: 0.002182456840032128
Position 1265: 0.0021438372769379856
Position 6711: 0.002132838222606866
Position 2891: 0.0019475860399043976
Position 303: 0.0019383856339973628
Position 4788: 0.001911413600882594
Position 109: 0.0017768644749699416
Position 4747: 0.0017572061273646755
Position 6868: 0.0017451391106975784
Position 7127: 0.0016416660712540822
Position 5004: 0.001636648376020276
Position 7211: 0.0016303048954072411
Position 2417: 0.0015573713265577297
Position 4618: 0.0015425852522347077
Position 4013: 0.0015186652953098436
Position 5119: 0.0013778121848930095
Position 587: 0.0012316916585162717
Position 5339: 0.0011233641211377944
Position 98: 0.0010941826011594438
Position 483: 0.001093518774797526
Position 741: 0.0010852498022844352
Position 6987: 0.0010394125750472388
Position 3933: 0.001029520595305596
Position 308: 0.0009690725258792957
Position 1598: 0.0008807715646819875
Position 1958: 0.0008360968830022647
Position 57: 0.0008116290767224505
Position 3283: 0.0008014559310309659
Position 2692: 0.0007870575672962245
Position 349: 0.0007507637311001159
Position 750: 0.0007291189939470376
Position 4707: 0.000725040816618789
Position 667: 0.0007210842194348817
Position 7: 0.0007039304759182615
Position 1437: 0.0006461625888990527
Position 1328: 0.0006059633069297784
Position 339: 0.0005499834959805228
Position 845: 0.0005284188474226165
Position 5221: 0.0005013327131622037
Position 4207: 0.0004850065642777536
Position 3602: 0.00047864905688894624
Position 1225: 0.0004653008840834681
Position 5455: 0.0004551783461591156
Position 5141: 0.0004434220173765481
Position 888: 0.0004146656472118593
Position 383: 0.00041047420467833426
Position 7014: 0.00040630772665181257
Position 3571: 0.00038762479253172464
Position 1037: 0.0003827803188046664
Position 37: 0.00037600105650786967
Position 5103: 0.0003751386243533852
Position 430: 0.00034239254445603506
Position 5668: 0.0003342577293685638
Position 2380: 0.0003181418958901179
Position 3929: 0.0003119515622103249
Position 4568: 0.0003061540162398646
Position 151: 0.00030397759429192116
Position 189: 0.0003002850279909879
Position 3153: 0.00028586667293275625
Position 7264: 0.00027652998523397624
Position 7306: 0.00025219628877373214
Position 4298: 0.000216753500166865
Position 1160: 0.00020877018868625696
Position 1964: 0.00020089365540026157
Position 2504: 0.00019613189315149357
Position 1290: 0.00019079648377094477
Position 4289: 0.00018327221101532886
Position 763: 0.00017487158827813
Position 1600: 0.00017323040742304029
Position 12: 0.00017131202018786363
Position 68: 0.00016937274745153002
Position 2665: 0.00016186649108282692
Position 683: 0.0001261626288380798
Position 3189: 0.00012461258845691118
Position 129: 0.0001207490497649715
Position 1070: 0.00011951319783056602
Position 2494: 0.00011755054148911205
Position 1525: 0.00011385337921178888
Position 2240: 0.00011208809459425328
Position 2483: 0.00011183932790585416
Position 1192: 0.00010662725225264666
Position 218: 0.00010402402340075143
Position 254: 0.00010333472963076992
Position 3121: 9.4574820914019e-05
Position 533: 9.266288974251158e-05
Position 4034: 8.816254429508887e-05
Position 3281: 8.810022672454605e-05
Position 609: 8.274641504350598e-05
Position 4363: 7.930329248174738e-05
Position 1448: 7.2893389347442e-05
Position 2519: 7.288182313201584e-05
Position 940: 5.846009724103234e-05
Position 4303: 5.545282046464648e-05
Position 7070: 5.497631376747853e-05
Position 6772: 5.4315183044499646e-05
Position 1115: 5.2117746961261097e-05
Position 2347: 5.2108196050774956e-05
Position 3808: 4.94635886157277e-05
Position 2704: 4.382877443367893e-05
Position 1410: 4.3599276623456773e-05
Position 1527: 4.257222587492538e-05
Position 3981: 3.357438521845693e-05
Position 3941: 3.1775592728865426e-05
Position 2421: 2.9846870878738073e-05
Position 6473: 2.9401231293903313e-05
Position 3954: 2.599006317368627e-05
Position 4038: 2.5903509234496113e-05
Position 4480: 2.1565797248018743e-05
Position 1326: 2.059767239156431e-05
Position 4005: 1.9046809287522135e-05
Position 861: 1.8054690659039522e-05
Position 640: 1.657347020594631e-05
Position 7457: 1.5428129619168096e-05
Position 4645: 1.5393631758717378e-05
Position 14: 1.5352166602216287e-05
Position 4665: 1.4696479832504084e-05
Position 2019: 1.3805601092440966e-05
Position 4232: 9.435147004629265e-06
Position 1884: 5.766230904133973e-06
Position 649: 4.675673968620502e-06
Position 6045: 4.429274415235248e-06
Position 4197: 4.053681731237215e-06
Position 768: 3.821838484727075e-06
Position 5991: 3.6053696341042757e-06
Position 841: 2.5293392218126993e-06
Position 638: 2.270532898300336e-06
Position 911: 2.1748190732056075e-06
Position 4319: 2.0832529436575594e-06
Position 3979: 1.792658843490734e-06
Position 673: 1.7460041061238106e-06
Position 3587: 1.5281230118871628e-06
Position 5903: 1.425065944839752e-06
Position 273: 1.4190502516952065e-06
Position 51: 1.3246301141703432e-06
Position 4284: 1.2378125979389859e-06
Position 923: 9.724395719251523e-07
Position 560: 9.170929439005265e-07
Position 342: 8.277384892890115e-07
Position 814: 6.711770580715627e-07
Position 2071: 4.2758280530073124e-07
Position 239: 3.1557719825974993e-07
Position 6872: 2.212388007980555e-07
Position 6666: 9.583724142137981e-08
Position 531: 5.571966427140249e-08
Position 6603: 3.216798996822486e-08
Position 4681: 2.7785754459523337e-08
Position 434: 1.6887429011033963e-08
Position 6249: 6.124333119534564e-09
Position 2000: 1.8704479061066733e-09
Position 446: 5.447584078781036e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6530: 0.990988354872733
Position 4134: 0.9152420755746661
Position 5786: 0.6871382648113125
Position 1684: 0.5827940602072265
Position 3851: 0.5739785765558009
Position 4465: 0.5441093747930792
Position 3502: 0.5260689120715736
Position 2994: 0.45460638717528334
Position 3690: 0.37642105146193394
Position 4857: 0.35549909381058076
Position 936: 0.14831376416588696
Position 6765: 0.08842189195544937
Position 2214: 0.07024326475370987
Position 4352: 0.05642377459916378
Position 2583: 0.03245440733878864
Position 6751: 0.03163437811406892
Position 1244: 0.02698193407857084
Position 861: 0.023359308192037135
Position 1378: 0.02072238405351404
Position 7358: 0.019614310535750874
Position 3025: 0.018385367108414624
Position 4101: 0.018365995633170554
Position 4115: 0.018150547631643203
Position 5404: 0.017944979246400223
Position 4822: 0.017458431434708335
Position 5746: 0.017237100642268244
Position 4639: 0.01603461415469165
Position 2099: 0.015933230536738105
Position 5003: 0.0154698202736191
Position 3629: 0.013835003981227986
Position 4430: 0.013551664668558765
Position 2426: 0.01326344006868175
Position 2054: 0.012597225975219947
Position 5502: 0.012124454665493176
Position 3730: 0.011871132225587496
Position 3766: 0.011063400902812603
Position 3156: 0.009230554298250464
Position 3524: 0.008609982327306373
Position 3189: 0.007942565410415445
Position 7329: 0.007309493587319999
Position 6875: 0.007281529398862947
Position 555: 0.0070943087708450585
Position 218: 0.006597928064430179
Position 1723: 0.005332855289840364
Position 2534: 0.005295726674162127
Position 424: 0.005097697046781975
Position 406: 0.00457098875854892
Position 1552: 0.004180995951777322
Position 1349: 0.003827613272569077
Position 4510: 0.003576003169136719
Position 7292: 0.0033684620706008425
Position 3655: 0.003105520000144186
Position 1794: 0.0030524328650617014
Position 6931: 0.0030425616830715
Position 3746: 0.002717335169080006
Position 1808: 0.002591848483887899
Position 7258: 0.0022890818999048786
Position 643: 0.0022692932945027667
Position 3153: 0.0022671539195337222
Position 1956: 0.00223130572043311
Position 3196: 0.002101275387774081
Position 527: 0.002079790239291509
Position 3087: 0.002055769513933979
Position 7526: 0.0019148277122177956
Position 3048: 0.0018804214704204293
Position 7193: 0.001750227793274313
Position 2663: 0.001739286625941448
Position 976: 0.0016493838271771691
Position 5994: 0.0015396076819307102
Position 1701: 0.0015067315912433595
Position 732: 0.0014348028827638947
Position 4148: 0.001417644932333449
Position 6709: 0.0012838823588940482
Position 3348: 0.0011961092169606518
Position 1115: 0.0011867506969436925
Position 3345: 0.0011708570018141304
Position 6005: 0.0011340975129772786
Position 965: 0.0010865445067514935
Position 6894: 0.0010082619818381447
Position 531: 0.000935120054977322
Position 5720: 0.0008937193075699711
Position 2800: 0.0008906017641373468
Position 3808: 0.0008723332212547329
Position 5870: 0.0008493800623226165
Position 2999: 0.0007801073108457543
Position 6724: 0.0007513477826247003
Position 3701: 0.0006695522471603813
Position 560: 0.00066054034421888
Position 3865: 0.0006500094219115054
Position 6549: 0.0006286428256181978
Position 3225: 0.000577287000824362
Position 7097: 0.0005693284871479679
Position 5465: 0.0005445538994842364
Position 7484: 0.0005175713333517729
Position 5752: 0.0005170272490242114
Position 3713: 0.0004440625420478452
Position 359: 0.0004149533827412579
Position 5213: 0.0003873378295345446
Position 6976: 0.000367529833794487
Position 1595: 0.00035864256689285395
Position 5605: 0.00034587104107260136
Position 871: 0.0003281468550945559
Position 6733: 0.00032550930444333196
Position 1962: 0.000289867912625087
Position 1525: 0.0002813072625026334
Position 3242: 0.00027595579607039394
Position 952: 0.00027138249821274767
Position 4611: 0.0002398837179724886
Position 1451: 0.00022414735951597556
Position 2855: 0.00020496884541380483
Position 1493: 0.0001946517116131209
Position 6772: 0.00019425831512164636
Position 1101: 0.00019211802445849162
Position 740: 0.00018747467772888267
Position 4303: 0.00018692011674226446
Position 1382: 0.000150190406261514
Position 189: 0.00014898121885736202
Position 4486: 0.0001333402129072157
Position 2832: 0.00012860352886742251
Position 6981: 0.0001273047122218286
Position 3552: 0.00010798990185196409
Position 1410: 0.00010367563655430043
Position 6900: 9.935199232128064e-05
Position 1415: 9.644321101162606e-05
Position 3555: 9.639501622758614e-05
Position 7388: 9.423440013245574e-05
Position 2682: 8.423528166476635e-05
Position 1474: 8.325435757888921e-05
Position 1353: 8.151453372302916e-05
Position 247: 8.138631982287297e-05
Position 474: 7.767456890873103e-05
Position 2333: 7.645768297547423e-05
Position 1257: 7.488120476408797e-05
Position 1756: 6.826556096046868e-05
Position 156: 6.342440983535438e-05
Position 2023: 6.295168546355533e-05
Position 492: 5.8852991763409304e-05
Position 1017: 5.8841562305325635e-05
Position 1403: 5.6997838277383865e-05
Position 6561: 5.4606640981446664e-05
Position 4188: 5.3938011743018265e-05
Position 4384: 5.018452988901234e-05
Position 3989: 4.890132922676047e-05
Position 5339: 4.77856996710641e-05
Position 7306: 4.750417259463247e-05
Position 2817: 4.662765252781651e-05
Position 988: 4.595424350586597e-05
Position 278: 4.365556350260898e-05
Position 2078: 4.307799100883413e-05
Position 1261: 3.962793145570885e-05
Position 1855: 3.870967812523306e-05
Position 161: 3.585532636263197e-05
Position 778: 3.5310821767891696e-05
Position 1634: 2.90522082797414e-05
Position 602: 2.5993267656751817e-05
Position 1225: 2.5516785566715032e-05
Position 1973: 2.5107253704611697e-05
Position 3925: 2.5030546360865227e-05
Position 3973: 2.4710157182279195e-05
Position 2949: 2.4629992475601395e-05
Position 596: 2.2540238215642468e-05
Position 2222: 2.138494263774884e-05
Position 1138: 1.8038370509363647e-05
Position 6569: 1.5537532938882892e-05
Position 6776: 1.4705912199693617e-05
Position 2813: 1.202094072770066e-05
Position 2823: 1.2014709546449945e-05
Position 880: 1.1985463113935941e-05
Position 1134: 1.1624583779763063e-05
Position 4142: 1.0721607371817879e-05
Position 4194: 9.711546237484773e-06
Position 718: 9.109010469722598e-06
Position 326: 8.173129824469508e-06
Position 574: 8.109252262731893e-06
Position 691: 8.081164648383582e-06
Position 696: 8.056886907598223e-06
Position 4191: 6.982807025350668e-06
Position 369: 6.161567716169318e-06
Position 2679: 3.974063079114259e-06
Position 2276: 3.5404028494726716e-06
Position 1174: 3.4379057772201886e-06
Position 498: 3.064591402710278e-06
Position 104: 2.5015275286163867e-06
Position 141: 2.9878078139243545e-07
Position 1085: 2.787639863328725e-07
Position 581: 2.6591439962288447e-07
Position 4656: 2.2203144511366733e-07
Position 297: 1.2090821447145787e-07
Position 585: 1.1290605250595009e-07
Position 226: 8.081166206805137e-08
Position 3979: 4.05985352944539e-08
Position 85: 2.666579402523261e-08
Position 109: 1.1426428464703452e-08
Position 756: 3.8336415805476235e-10
Position 460: 6.631129074166956e-11
Position 64: 3.966376372277146e-12
