Gene = Mob2
index = 1282
Annotated 5SS: [ 9404 20456 35052 36654]
Annotated 3SS: [19398 34890 36556 36719]
SMsplice 5SS: [  340 35052 36654]
SMsplice 3SS: [34890 36556 36719]
top_k =  1000
Partition function (log Z): -5.424433781516034

Sorted 5' Splice Sites (High to Low Probability):
Position 36654: 0.9996408981859571
Position 35052: 0.9992698778378579
Position 340: 0.9970094171362115
Position 20456: 0.2504963376530008
Position 20637: 0.10094780722672754
Position 710: 0.09295110635772696
Position 3962: 0.08383322233186753
Position 8115: 0.0759041422059191
Position 36398: 0.04749345850074721
Position 36811: 0.03164884464922999
Position 37478: 0.009171066834112118
Position 38884: 0.007561994334497594
Position 36921: 0.006198726382294097
Position 37471: 0.0036023018257679965
Position 38763: 0.003252488699851359
Position 38228: 0.001989019814760373
Position 37376: 0.0019236046315022652
Position 38374: 0.0019127628190569131
Position 37463: 0.001456213778752781
Position 36907: 0.0013703344555855397
Position 37842: 0.0007583048451342136
Position 389: 0.0005823485702619147
Position 369: 0.0005207916642635763
Position 37852: 0.00046253795349803027
Position 37469: 0.0004567452098233458
Position 37490: 0.0004453497619447884
Position 75: 0.00028552526972535686
Position 37475: 0.00027408570280571307
Position 37884: 0.000153022207984735
Position 219: 9.350652839873455e-05
Position 36774: 7.597211926065903e-05
Position 174: 6.987037333667496e-05
Position 178: 6.911100934829798e-05
Position 36864: 5.739101168482718e-05
Position 215: 5.488602506221408e-05
Position 37088: 5.337756998195453e-05
Position 349: 5.2996662281098187e-05
Position 166: 4.89510631059316e-05
Position 162: 3.9488336824361715e-05
Position 421: 3.3863750033164846e-05
Position 1730: 3.1638579426040674e-05
Position 156: 1.1194378094569867e-05
Position 344: 9.11835629579709e-06
Position 170: 7.947454857448998e-06
Position 187: 7.170855973327159e-06
Position 38518: 7.0949981381824234e-06
Position 387: 6.482145013978031e-06
Position 223: 5.8453090142336875e-06
Position 7: 5.184447307862909e-06
Position 124: 4.105174622369337e-06
Position 191: 3.969009556975535e-06
Position 197: 3.4593112735006166e-06
Position 43: 2.7663490377269605e-06
Position 217: 1.3250428112439844e-06
Position 122: 1.255787368484801e-06
Position 37334: 1.1350630028220613e-06
Position 1344: 1.0349899551759388e-06
Position 201: 9.457289918155961e-07
Position 1038: 7.911507682772513e-07
Position 1368: 7.18869592678926e-07
Position 144: 6.796368010285029e-07
Position 1364: 6.165476433174419e-07
Position 128: 4.5998008824029247e-07
Position 205: 3.686324571497746e-07
Position 36870: 3.464266169498567e-07
Position 81: 3.452237368188147e-07
Position 36: 2.561554495185454e-07
Position 116: 2.5085513833750457e-07
Position 93: 2.2509378091703655e-07
Position 172: 2.152091938872921e-07
Position 323: 1.8080064067680984e-07
Position 138: 1.6292640941325646e-07
Position 119: 1.1419723468236973e-07
Position 620: 9.037749661063631e-08
Position 535: 8.03404253811523e-08
Position 111: 6.91351242165406e-08
Position 506: 4.616763840110341e-08
Position 182: 2.3243347482210195e-08
Position 284: 1.526705834953251e-08
Position 472: 1.0764481547382329e-08
Position 189: 9.678583158406136e-09
Position 432: 7.69712773188811e-09
Position 264: 5.48768394155008e-09
Position 393: 4.393062869604815e-09
Position 566: 3.390438314166728e-09
Position 463: 3.030781925482093e-09
Position 195: 3.006125535748215e-09
Position 489: 1.502415198612234e-09
Position 480: 4.833078898199325e-10
Position 602: 2.2736985127392146e-10
Position 596: 9.781494401394445e-11
Position 9809: 1.0704383851359899e-19
Position 8481: 9.780443820688892e-20
Position 8156: 7.531172145481468e-20
Position 7849: 4.385481587543029e-20
Position 7494: 2.737029695006994e-20
Position 5379: 1.1590466732078625e-20
Position 7319: 9.450918921127476e-21
Position 9404: 1.9807876502334875e-21
Position 1627: 1.8436277671856567e-21
Position 3515: 7.978083370067596e-22
Position 1326: 6.734037337175564e-22
Position 7372: 4.901084996944686e-22
Position 4693: 3.9579328373137245e-22
Position 5175: 2.4234224032351997e-22
Position 7231: 1.930410595126486e-22
Position 3022: 1.6093620087861215e-22
Position 8313: 8.530581508667817e-23
Position 2429: 8.528080627156197e-23
Position 3028: 7.095093324813858e-23
Position 1008: 6.484697915062094e-23
Position 2243: 6.239826931556489e-23
Position 8350: 4.712464190063914e-23
Position 1348: 3.500777309450757e-23
Position 1252: 3.4279404655143546e-23
Position 1595: 2.594652398425956e-23
Position 1905: 2.379092240204232e-23
Position 1330: 2.292151854994537e-23
Position 4924: 1.698520268133095e-23
Position 751: 1.5330108176101866e-23
Position 714: 1.423713728913951e-23
Position 831: 1.1514070829437047e-23
Position 1059: 1.0392758868157447e-23
Position 948: 6.845458659464565e-24
Position 849: 5.5697091454827154e-24
Position 1022: 5.235360238877949e-24
Position 1439: 5.150242039289174e-24
Position 1145: 4.668569583272074e-24
Position 1860: 4.222526030635438e-24
Position 733: 3.726245403718212e-24
Position 1742: 3.0617725323793065e-24
Position 1034: 2.708588957251463e-24
Position 1030: 2.5646506563806e-24
Position 874: 1.6153591805888256e-24
Position 1032: 1.0295054833149216e-24
Position 743: 8.01023939108231e-25
Position 671: 7.413310138842284e-25
Position 959: 4.1886407479682585e-25
Position 967: 3.97841376068432e-25
Position 833: 2.0568513067980494e-25
Position 1155: 1.7246445334176194e-25
Position 1049: 1.5513284208841225e-25
Position 852: 1.4664511236087647e-25
Position 981: 1.18925651632484e-25
Position 899: 1.1590954047191495e-25
Position 1179: 9.971662152929284e-26
Position 698: 9.70982068655144e-26
Position 881: 8.744224467968377e-26
Position 974: 8.521645997822358e-26
Position 3958: 6.419807535539818e-26
Position 951: 4.857457601710314e-26
Position 1423: 3.9188619537025515e-26
Position 1457: 3.6446825566670187e-26
Position 896: 3.4819785177873406e-26
Position 1503: 2.047365019718904e-26
Position 1042: 1.962982424800831e-26
Position 837: 1.8598285169119226e-26
Position 1227: 7.067253551760447e-28
Position 844: 2.4716934612157494e-31
Position 1044: 5.995659067975924e-32
Position 1036: 5.457164309956431e-32
Position 792: 5.128777406961617e-32

Sorted 3' Splice Sites (High to Low Probability):
Position 34890: 0.9999999999986309
Position 36556: 0.9886944006078747
Position 36719: 0.9658309799653317
Position 20266: 0.2504963376530008
Position 20524: 0.10094780722756244
Position 586: 0.07245024417355594
Position 35642: 0.052871632032572585
