Gene = Su(z)12
index = 1531
Annotated 5SS: [ 664  778 1496 2411 3309]
Annotated 3SS: [ 730 1005 1557 2475 4171]
SMsplice 5SS: [ 664  778 1496 2411 3309]
SMsplice 3SS: [ 730 1005 1557 2475 4171]
top_k =  1000
Partition function (log Z): 11.180433270666175

Sorted 5' Splice Sites (High to Low Probability):
Position 2411: 0.9997107265346014
Position 1496: 0.9892334928550843
Position 664: 0.9745785230281333
Position 3309: 0.9630751072945374
Position 778: 0.9488068726071863
Position 4104: 0.13432001033848368
Position 1249: 0.10967218481786296
Position 1084: 0.08498953374821533
Position 4749: 0.03188938812074779
Position 91: 0.030173295075198774
Position 4101: 0.027937186082797327
Position 4446: 0.02790080352220187
Position 1948: 0.015888986588662054
Position 1971: 0.012501077787887895
Position 4780: 0.008776751561152993
Position 4005: 0.008554481469635021
Position 860: 0.006948858128197784
Position 1655: 0.00660851622675411
Position 1619: 0.005381393536194212
Position 1126: 0.00536629291522866
Position 2613: 0.00314047308944697
Position 4962: 0.0031080719334155233
Position 1472: 0.0029313159448723907
Position 799: 0.002854651686120099
Position 87: 0.002494045340316662
Position 308: 0.002380119534254458
Position 3640: 0.0021217788391977334
Position 4579: 0.0020659565151455615
Position 2905: 0.0017273703945962639
Position 939: 0.0016985165670875184
Position 4085: 0.0012931363434542386
Position 3564: 0.001117718803075738
Position 4001: 0.001047904770877178
Position 1418: 0.0010474303545538988
Position 5019: 0.0008270041212305275
Position 1185: 0.0006717028337533161
Position 3486: 0.0006703422898842819
Position 2899: 0.0006195399919325157
Position 2648: 0.0005860713105723045
Position 2912: 0.0005795449136488032
Position 4083: 0.0005683557082293996
Position 3848: 0.0004252617488433201
Position 1347: 0.0004080478921034532
Position 668: 0.0003338864870466754
Position 3931: 0.0003253389590674561
Position 4916: 0.0003206913874482664
Position 807: 0.0003163825062002739
Position 300: 0.0003112214041797534
Position 962: 0.00030099328451727204
Position 130: 0.00028131439112596117
Position 2848: 0.0002782096683324201
Position 4040: 0.000248695593119679
Position 159: 0.0002390358936668893
Position 908: 0.00019845496369681813
Position 1245: 0.00017711308816194626
Position 1881: 0.00016689957815793586
Position 609: 0.00015931012693976994
Position 104: 0.000147611704842818
Position 23: 0.00014064531147951962
Position 916: 0.00014024115008197207
Position 2666: 0.00013557836814696086
Position 4905: 0.000128145668704167
Position 2428: 0.00011917095540748532
Position 181: 0.00011010038875354844
Position 1332: 0.00010893641712816319
Position 4763: 0.00010451794275126277
Position 1116: 9.853624682395161e-05
Position 4148: 9.473152473950109e-05
Position 1345: 9.043472967902792e-05
Position 4035: 9.04322288737771e-05
Position 3018: 8.59490433106752e-05
Position 2729: 8.456193143717073e-05
Position 3357: 8.04977375927564e-05
Position 4046: 7.933696049012984e-05
Position 831: 7.758529208871648e-05
Position 4058: 7.434999076826837e-05
Position 4307: 7.17329968101343e-05
Position 2390: 7.165115674340074e-05
Position 1459: 6.971626389344203e-05
Position 4435: 6.952027970966693e-05
Position 4632: 5.9576909182345844e-05
Position 412: 5.5972942159948425e-05
Position 3411: 5.478882928373008e-05
Position 604: 5.4208561712799416e-05
Position 2623: 5.363342970104619e-05
Position 1598: 5.270894288096532e-05
Position 1796: 5.201063922098734e-05
Position 3021: 5.1998003986067016e-05
Position 1253: 4.7719951600410546e-05
Position 3759: 4.59485315864561e-05
Position 1628: 3.991800283658435e-05
Position 2603: 3.6854777727098315e-05
Position 2075: 3.4185581619532205e-05
Position 4021: 3.074311138832654e-05
Position 505: 3.005973897842745e-05
Position 2213: 2.6265583613453917e-05
Position 174: 2.61232390811546e-05
Position 351: 2.2966934443170147e-05
Position 782: 2.1193985989819432e-05
Position 704: 2.1070848951195004e-05
Position 1770: 2.084340259369224e-05
Position 1269: 1.9618137290663705e-05
Position 3343: 1.9515047760207178e-05
Position 1697: 1.8767358872770427e-05
Position 3971: 1.5847642508044133e-05
Position 2401: 1.5456769010856553e-05
Position 1858: 1.41686372559638e-05
Position 2095: 1.4116918416540762e-05
Position 2701: 1.4085871107016139e-05
Position 214: 1.3729866701145809e-05
Position 2655: 1.19195251290602e-05
Position 2835: 1.1242765004051583e-05
