Gene = Cdk5alpha
index = 1063
Annotated 5SS: [ 413 1585 2144 2409]
Annotated 3SS: [ 646 2005 2202 2480]
SMsplice 5SS: [ 413 1585 2144 2409]
SMsplice 3SS: [ 646 2005 2202 2480]
top_k =  1000
Partition function (log Z): -6.3011797995412895

Sorted 5' Splice Sites (High to Low Probability):
Position 2409: 0.8996977966429489
Position 1585: 0.8105470750550173
Position 413: 0.7902782247426919
Position 2144: 0.4914926611790446
Position 1403: 0.11268642294841026
Position 884: 0.051326031383568615
Position 394: 0.036478693280202604
Position 526: 0.02360783339421024
Position 865: 0.010515177768359165
Position 1623: 0.009926173706380286
Position 241: 0.008195700716675719
Position 1607: 0.006023920434937027
Position 1363: 0.004781896676911497
Position 169: 0.004611131394905183
Position 1825: 0.003269870127967554
Position 429: 0.003043327497046514
Position 188: 0.0023442962973828033
Position 299: 0.0018617890862113263
Position 150: 0.0016658288450075386
Position 479: 0.001403162112067337
Position 2149: 0.000978725732857435
Position 134: 0.0008719646242999145
Position 2315: 0.0007259490954587381
Position 1444: 0.0006843161052580843
Position 444: 0.0006481936246116185
Position 2319: 0.0006364417256860621
Position 289: 0.0005367548183723557
Position 234: 0.0004488581173601967
Position 81: 0.0004480436498552132
Position 1394: 0.0003294129157534487
Position 75: 0.00029289306894352576
Position 600: 0.00024085601325428158
Position 2334: 0.000209151002051575
Position 481: 0.00020438434949176092
Position 543: 0.00020305273424416566
Position 10: 0.00020053449434454765
Position 2703: 0.00019096432511699966
Position 2708: 0.00017110548061443574
Position 1594: 0.00014578077775118412
Position 837: 0.00012391688704945644
Position 2425: 0.00011398571978988252
Position 1137: 0.00010240244846238664
Position 661: 9.608380922617292e-05
Position 2397: 7.888583504663475e-05
Position 274: 6.814156489397331e-05
Position 881: 4.4472943410842106e-05
Position 186: 3.884330653755887e-05
Position 297: 3.603551242246354e-05
Position 1837: 3.340894850436526e-05
Position 2325: 3.1278677722499486e-05
Position 1589: 2.6448182463631337e-05
Position 2377: 2.439175843863648e-05
Position 2263: 1.894388343810216e-05
Position 2554: 1.7585038752849974e-05
Position 663: 1.715280492973904e-05
Position 1101: 1.673487925351191e-05
Position 1384: 7.0491601846182745e-06
Position 220: 5.7436111223787235e-06
Position 207: 5.295509261604906e-06
Position 1035: 4.418378072338814e-06
Position 64: 4.274320959751398e-06
Position 888: 4.186704356415644e-06
Position 313: 3.917969654318237e-06
Position 251: 3.791436108658539e-06
Position 612: 3.7750829617528653e-06
Position 56: 3.246630914886707e-06
Position 470: 3.2285203199060138e-06
Position 898: 1.1216941677405864e-06
Position 1012: 7.355222824535125e-07
Position 1182: 3.3027045204642413e-07
Position 985: 3.1048274499961843e-07
Position 702: 6.464643904849643e-08
Position 606: 5.387071446595955e-08
Position 2507: 2.6327985153198273e-09
Position 1188: 1.9100490626643318e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2480: 0.9050790247304127
Position 646: 0.8155751432862931
Position 2202: 0.40299346083918014
Position 2005: 0.36973705294331655
Position 1973: 0.2573202086198159
Position 2062: 0.10507875168172469
Position 2224: 0.07631107610011038
Position 2251: 0.055230242115558756
Position 1479: 0.03395654916213077
Position 1649: 0.029623626620268066
Position 1772: 0.026523694268236
Position 1953: 0.025485069310973718
Position 1938: 0.017644055199347013
Position 804: 0.0147098302351091
Position 1900: 0.01230690110733275
Position 2554: 0.010082612063332273
Position 1425: 0.009822215483231764
Position 915: 0.008355159094250735
Position 1874: 0.007555552096894777
Position 1296: 0.00717841956774565
Position 589: 0.0070450162523472215
Position 465: 0.00584354586413438
Position 1508: 0.005751455172034348
Position 1837: 0.0056038065683631086
Position 1669: 0.00433955311412255
Position 1700: 0.004318361969123622
Position 1494: 0.0038356595173102332
Position 2029: 0.003818480565816576
Position 1413: 0.003610178652418398
Position 1924: 0.00356461209612702
Position 292: 0.003271156621034072
Position 708: 0.0031739256677193084
Position 526: 0.0029702766276034076
Position 2383: 0.00280647544581368
Position 1455: 0.002384724959130954
Position 1167: 0.0022582099192099076
Position 1928: 0.002169534226138067
Position 1542: 0.002107131175907228
Position 927: 0.002100109297440911
Position 1842: 0.0016876262633513841
Position 1748: 0.0013808553322980533
Position 2614: 0.0013468745757163742
Position 772: 0.00131502501674103
Position 969: 0.0012696037481737014
Position 1862: 0.0009429116840886892
Position 1560: 0.000929345295238149
Position 1684: 0.0008890695405237974
Position 2502: 0.0008728976350445246
Position 1619: 0.0008312001012175595
Position 1488: 0.0007293488915956612
Position 1443: 0.0006983648246158551
Position 310: 0.0006002143593544199
Position 1113: 0.0005891006023659013
Position 1224: 0.0005584717159009815
Position 1020: 0.000539451140872851
Position 1727: 0.0005280198100803352
Position 2183: 0.0004810022121276811
Position 2788: 0.0004614324539678062
Position 1089: 0.0004282160731778696
Position 1092: 0.0004219761390071809
Position 2135: 0.0002906310086500453
Position 1889: 0.00028836576449590046
Position 2740: 0.0002406396046747399
Position 2106: 0.0002270582022474033
Position 2143: 0.0002118843537362742
Position 1302: 0.00019584549836430812
Position 2507: 0.00015587300122997934
Position 1260: 0.00013877295722386284
Position 377: 0.00011204297834425168
Position 234: 0.00010954251774172959
Position 612: 0.00010718448977438699
Position 2298: 0.00010504845090618916
Position 2793: 9.945746448414136e-05
Position 203: 9.089272556918955e-05
Position 2408: 8.891604871989127e-05
Position 2676: 8.07010588846622e-05
Position 1368: 7.896434193958956e-05
Position 1209: 7.851092660562002e-05
Position 444: 7.726738411036124e-05
Position 1634: 7.554050449574818e-05
Position 182: 7.446485386981086e-05
Position 536: 6.17106416137727e-05
Position 1116: 5.8398094023657674e-05
Position 1044: 5.61896630610714e-05
Position 1518: 5.092564608335289e-05
Position 1314: 4.917965704934397e-05
Position 1173: 4.841325711169113e-05
Position 1362: 4.4999483247828886e-05
Position 450: 4.358027245656912e-05
Position 1432: 3.6237658886520036e-05
Position 2111: 3.465169762910409e-05
Position 470: 3.438146901759834e-05
Position 758: 2.582833547883955e-05
Position 1320: 2.5798993679268134e-05
Position 68: 2.4307281745963355e-05
Position 1119: 2.094610357144242e-05
Position 1308: 2.0687138280607227e-05
Position 1350: 2.0157584801352753e-05
Position 1257: 2.006011664546457e-05
Position 861: 1.8004430452983532e-05
Position 2064: 1.7349284916729704e-05
Position 834: 1.5982846217696773e-05
Position 801: 1.5258380419419278e-05
Position 1527: 1.4660786387144639e-05
Position 1056: 1.3806495893391105e-05
Position 1029: 1.3644465221531098e-05
Position 819: 1.3392226798566191e-05
Position 297: 1.2298494017416945e-05
Position 1356: 1.118920005973235e-05
Position 240: 1.0474932988679319e-05
Position 876: 9.299173585745755e-06
Position 217: 9.027472641001317e-06
Position 1137: 8.152141541673677e-06
Position 1380: 6.506477907792001e-06
Position 1272: 4.632771604955333e-06
Position 251: 4.228144181535566e-06
Position 1344: 3.883811531908488e-06
Position 1053: 2.685443504187256e-06
Position 1131: 2.671848620853421e-06
Position 598: 2.0216310169273703e-06
Position 750: 1.943276772059681e-06
Position 543: 1.7739584187379184e-06
Position 114: 1.5417554774081674e-06
Position 828: 1.321067027086921e-06
Position 134: 1.1746832457979366e-06
Position 75: 5.736550145388488e-07
Position 347: 2.8468859030084854e-07
Position 81: 2.0756817957906707e-07
Position 1005: 1.377650976204342e-07
Position 128: 1.0653204301710252e-07
Position 335: 1.01230609304645e-07
Position 1326: 8.300423966215523e-08
Position 1572: 7.42216940935853e-08
Position 412: 7.273437197667396e-08
Position 1125: 6.487118101494324e-08
Position 1584: 4.3644531009496395e-08
Position 1332: 3.369579209347637e-08
Position 394: 2.2180565322302577e-08
Position 837: 1.9823642206770655e-09
Position 530: 3.5196008215421467e-10
Position 668: 2.895218960025174e-10
Position 105: 1.3117960820877152e-16
