Gene = Cog3
index = 1084
Annotated 5SS: [ 194  763 1308 1501 1721 1909 2706]
Annotated 3SS: [ 249  819 1360 1559 1778 1962 2763]
SMsplice 5SS: [ 194  763 1308 1501 1721 1909 2706]
SMsplice 3SS: [ 249  819 1360 1559 1778 1962 2763]
top_k =  1000
Partition function (log Z): 17.496699831843884

Sorted 5' Splice Sites (High to Low Probability):
Position 1721: 0.9998364719386937
Position 194: 0.9974659866758228
Position 1501: 0.991397692280858
Position 2706: 0.968647008144772
Position 763: 0.8991752661821872
Position 1308: 0.8916450638467174
Position 1909: 0.8607901337075781
Position 2405: 0.20334687032463417
Position 2420: 0.07309757999283348
Position 2409: 0.05882684719784762
Position 889: 0.04562649600442502
Position 2253: 0.032429067580496324
Position 3150: 0.028694544328967144
Position 277: 0.02817538173110625
Position 1896: 0.022578376570372177
Position 2731: 0.018237356701503105
Position 2411: 0.006846678664243263
Position 1039: 0.00574267558883781
Position 1941: 0.005467482190838162
Position 2001: 0.0039506505670333794
Position 3156: 0.0035067366686142966
Position 1930: 0.003480219788422605
Position 2974: 0.0034058219581325406
Position 1265: 0.0034016374016182342
Position 1186: 0.003287740702477974
Position 3106: 0.002929935785271134
Position 2816: 0.002376366201978526
Position 2308: 0.002054961458029983
Position 2395: 0.0020485640979607278
Position 1159: 0.0018034141414931615
Position 1317: 0.001697253399320196
Position 3172: 0.0014367606292714106
Position 2223: 0.001154861925124215
Position 2966: 0.0011395539406758566
Position 378: 0.0009741046430280635
Position 652: 0.0009495525133308393
Position 771: 0.0008880540463698088
Position 1240: 0.0006270888579281861
Position 2718: 0.0006183377689261882
Position 1071: 0.0005594044438271451
Position 1005: 0.0005235565009193162
Position 528: 0.0004398401562899426
Position 2671: 0.0004013439186628928
Position 3073: 0.0003373799238773352
Position 2955: 0.0002906689923402703
Position 3170: 0.00027672622266089393
Position 893: 0.00022364464766635203
Position 855: 0.00022197602579578096
Position 2634: 0.0002166791958415938
Position 1056: 0.00021155894015429484
Position 884: 0.00020502137667010854
Position 791: 0.00016086712654336582
Position 1991: 0.00014756980503182675
Position 388: 0.0001431958086005368
Position 2016: 0.0001390121594295561
Position 2388: 0.0001231366616570804
Position 910: 0.00011899504746908919
